Section,Rank,Car,Driver,C/E/T,Time,Speed,Lap
Sector 5,23,14,"Kanaan, Tony",D/C/F,00:04.0667,151.899,4
Sector 5,24,32,"Kaiser, Kyle (R)",D/C/F,00:04.0923,150.949,8
Sector 6,1,10,"Rosenqvist, Felix (R)",D/H/F,00:05.5949,126.129,7
Sector 6,2,2,"Newgarden, Josef",D/C/F,00:05.5984,126.051,7
Sector 6,3,31,"O'Ward, Patricio (R)",D/C/F,00:05.6049,125.904,7
Sector 6,4,12,"Power, Will",D/C/F,00:05.6142,125.696,8
Sector 6,5,15,"Rahal, Graham",D/H/F,00:05.6193,125.582,8
Sector 6,6,88,"Herta, Colton (R)",D/H/F,00:05.6252,125.450,10
Sector 6,7,4,"Leist, Matheus",D/C/F,00:05.6421,125.074,3
Sector 6,8,7,"Ericsson, Marcus (R)",D/H/F,00:05.6753,124.343,7
Sector 6,9,28,"Hunter-Reay, Ryan",D/H/F,00:05.6899,124.024,4
Sector 6,10,26,"Veach, Zach",D/H/F,00:05.6912,123.995,5
Sector 6,11,27,"Rossi, Alexander",D/H/F,00:05.6945,123.923,9
Sector 6,12,5,"Hinchcliffe, James",D/H/F,00:05.7052,123.691,6
Sector 6,13,20,"Jones, Ed",D/C/F,00:05.7147,123.485,1
Sector 6,14,9,"Dixon, Scott",D/H/F,00:05.7317,123.119,11
Sector 6,15,22,"Pagenaud, Simon",D/C/F,00:05.7519,122.687,6
Sector 6,16,30,"Sato, Takuma",D/H/F,00:05.7585,122.546,9
Sector 6,17,21,"Pigot, Spencer",D/C/F,00:05.7677,122.351,10
Sector 6,18,60,"Harvey, Jack",D/H/F,00:05.7882,121.917,9
Sector 6,19,19,"Ferrucci, Santino (R)",D/H/F,00:05.7989,121.692,9
Sector 6,20,59,"Chilton, Max",D/C/F,00:05.7989,121.692,4
Sector 6,21,14,"Kanaan, Tony",D/C/F,00:05.7994,121.682,6
Sector 6,22,18,"Bourdais, Sebastien",D/H/F,00:05.8176,121.301,4
Sector 6,23,98,"Andretti, Marco",D/H/F,00:05.8403,120.830,9
Sector 6,24,32,"Kaiser, Kyle (R)",D/C/F,00:05.8880,119.851,8
Sector 7,1,4,"Leist, Matheus",D/C/F,00:03.6692,118.183,2
Sector 7,2,5,"Hinchcliffe, James",D/H/F,00:03.7036,117.085,6
Sector 7,3,26,"Veach, Zach",D/H/F,00:03.7082,116.940,10
Sector 7,4,12,"Power, Will",D/C/F,00:03.7093,116.905,10
Sector 7,5,19,"Ferrucci, Santino (R)",D/H/F,00:03.7225,116.491,9
Sector 7,6,9,"Dixon, Scott",D/H/F,00:03.7314,116.213,11
Sector 7,7,21,"Pigot, Spencer",D/C/F,00:03.7332,116.157,10
Sector 7,8,60,"Harvey, Jack",D/H/F,00:03.7354,116.088,1
Sector 7,9,27,"Rossi, Alexander",D/H/F,00:03.7487,115.676,3
Sector 7,10,28,"Hunter-Reay, Ryan",D/H/F,00:03.7488,115.673,4
Sector 7,11,15,"Rahal, Graham",D/H/F,00:03.7692,115.047,6
Sector 7,12,22,"Pagenaud, Simon",D/C/F,00:03.7702,115.017,9
Sector 7,13,14,"Kanaan, Tony",D/C/F,00:03.7773,114.801,3
Sector 7,14,31,"O'Ward, Patricio (R)",D/C/F,00:03.7856,114.549,10
Sector 7,15,2,"Newgarden, Josef",D/C/F,00:03.7897,114.425,7
Sector 7,16,30,"Sato, Takuma",D/H/F,00:03.8025,114.040,5
Sector 7,17,88,"Herta, Colton (R)",D/H/F,00:03.8058,113.941,10
Sector 7,18,20,"Jones, Ed",D/C/F,00:03.8087,113.854,0
Sector 7,19,98,"Andretti, Marco",D/H/F,00:03.8094,113.833,10
Sector 7,20,7,"Ericsson, Marcus (R)",D/H/F,00:03.8172,113.601,7
Sector 7,21,18,"Bourdais, Sebastien",D/H/F,00:03.8223,113.449,5
Sector 7,22,10,"Rosenqvist, Felix (R)",D/H/F,00:03.8471,112.718,10
Sector 7,23,59,"Chilton, Max",D/C/F,00:03.8856,111.601,3
Sector 7,24,32,"Kaiser, Kyle (R)",D/C/F,00:03.9212,110.588,1
Sector 8,1,27,"Rossi, Alexander",D/H/F,00:05.3610,89.281,9
Sector 8,2,28,"Hunter-Reay, Ryan",D/H/F,00:05.3805,88.958,4
Sector 8,3,30,"Sato, Takuma",D/H/F,00:05.3922,88.765,9
Sector 8,4,10,"Rosenqvist, Felix (R)",D/H/F,00:05.4007,88.625,7
Sector 8,5,9,"Dixon, Scott",D/H/F,00:05.4167,88.363,11
Sector 8,6,98,"Andretti, Marco",D/H/F,00:05.4180,88.342,10
Sector 8,7,12,"Power, Will",D/C/F,00:05.4230,88.260,8
Sector 8,8,88,"Herta, Colton (R)",D/H/F,00:05.4288,88.166,4
Sector 8,9,59,"Chilton, Max",D/C/F,00:05.4475,87.863,3
Sector 8,10,15,"Rahal, Graham",D/H/F,00:05.4515,87.799,4
Sector 8,11,31,"O'Ward, Patricio (R)",D/C/F,00:05.4755,87.414,10
Sector 8,12,2,"Newgarden, Josef",D/C/F,00:05.4775,87.382,6
Sector 8,13,21,"Pigot, Spencer",D/C/F,00:05.4805,87.334,10
Sector 8,14,20,"Jones, Ed",D/C/F,00:05.4810,87.326,0
Sector 8,15,26,"Veach, Zach",D/H/F,00:05.4902,87.180,10
Sector 8,16,22,"Pagenaud, Simon",D/C/F,00:05.5028,86.981,9
Sector 8,17,19,"Ferrucci, Santino (R)",D/H/F,00:05.5058,86.933,9
Sector 8,18,18,"Bourdais, Sebastien",D/H/F,00:05.5100,86.867,4
Sector 8,19,5,"Hinchcliffe, James",D/H/F,00:05.5246,86.637,6
Sector 8,20,7,"Ericsson, Marcus (R)",D/H/F,00:05.5353,86.470,7
Sector 8,21,60,"Harvey, Jack",D/H/F,00:05.5512,86.222,6
Sector 8,22,4,"Leist, Matheus",D/C/F,00:05.6271,85.059,2
Sector 8,23,32,"Kaiser, Kyle (R)",D/C/F,00:05.6334,84.964,7
Sector 8,24,14,"Kanaan, Tony",D/C/F,00:05.6448,84.792,4
Sector 9,1,10,"Rosenqvist, Felix (R)",D/H/F,00:04.8697,139.872,7
Sector 9,2,30,"Sato, Takuma",D/H/F,00:04.8723,139.798,9
Sector 9,3,7,"Ericsson, Marcus (R)",D/H/F,00:04.8737,139.758,7
Sector 9,4,27,"Rossi, Alexander",D/H/F,00:04.8885,139.334,6
Sector 9,5,31,"O'Ward, Patricio (R)",D/C/F,00:04.9019,138.954,1
Sector 9,6,15,"Rahal, Graham",D/H/F,00:04.9028,138.928,4
Sector 9,7,9,"Dixon, Scott",D/H/F,00:04.9060,138.837,11
Sector 9,8,28,"Hunter-Reay, Ryan",D/H/F,00:04.9079,138.784,11
Sector 9,9,98,"Andretti, Marco",D/H/F,00:04.9103,138.716,10
Sector 9,10,26,"Veach, Zach",D/H/F,00:04.9150,138.583,5
Sector 9,11,19,"Ferrucci, Santino (R)",D/H/F,00:04.9167,138.535,9
Sector 9,12,88,"Herta, Colton (R)",D/H/F,00:04.9188,138.476,4
Sector 9,13,4,"Leist, Matheus",D/C/F,00:04.9293,138.181,3
Sector 9,14,2,"Newgarden, Josef",D/C/F,00:04.9330,138.078,6
Sector 9,15,5,"Hinchcliffe, James",D/H/F,00:04.9389,137.913,0
Sector 9,16,21,"Pigot, Spencer",D/C/F,00:04.9438,137.776,10
Sector 9,17,14,"Kanaan, Tony",D/C/F,00:04.9493,137.623,6
Sector 9,18,59,"Chilton, Max",D/C/F,00:04.9514,137.564,3
Sector 9,19,12,"Power, Will",D/C/F,00:04.9533,137.512,1
Sector 9,20,32,"Kaiser, Kyle (R)",D/C/F,00:04.9659,137.163,4
Sector 9,21,60,"Harvey, Jack",D/H/F,00:04.9665,137.146,6
Sector 9,22,20,"Jones, Ed",D/C/F,00:04.9691,137.074,4
Sector 9,23,18,"Bourdais, Sebastien",D/H/F,00:04.9788,136.807,8
Sector 9,24,22,"Pagenaud, Simon",D/C/F,00:05.0045,136.105,4
Sector 10,1,9,"Dixon, Scott",D/H/F,00:07.9936,90.925,11
Sector 10,2,27,"Rossi, Alexander",D/H/F,00:08.0175,90.654,9
Sector 10,3,20,"Jones, Ed",D/C/F,00:08.0179,90.649,3
Sector 10,4,10,"Rosenqvist, Felix (R)",D/H/F,00:08.0834,89.915,7
Sector 10,5,30,"Sato, Takuma",D/H/F,00:08.0885,89.858,5
Sector 10,6,21,"Pigot, Spencer",D/C/F,00:08.0983,89.749,10
Sector 10,7,88,"Herta, Colton (R)",D/H/F,00:08.1197,89.513,5
Sector 10,8,15,"Rahal, Graham",D/H/F,00:08.1205,89.504,4
Sector 10,9,19,"Ferrucci, Santino (R)",D/H/F,00:08.1223,89.484,9
Sector 10,10,98,"Andretti, Marco",D/H/F,00:08.1323,89.374,10
Sector 10,11,26,"Veach, Zach",D/H/F,00:08.1377,89.315,7
Sector 10,12,22,"Pagenaud, Simon",D/C/F,00:08.1444,89.241,6
Sector 10,13,2,"Newgarden, Josef",D/C/F,00:08.1454,89.231,6
Sector 10,14,28,"Hunter-Reay, Ryan",D/H/F,00:08.1699,88.963,3
Sector 10,15,7,"Ericsson, Marcus (R)",D/H/F,00:08.1737,88.922,6
Sector 10,16,5,"Hinchcliffe, James",D/H/F,00:08.1782,88.873,5
Sector 10,17,4,"Leist, Matheus",D/C/F,00:08.1797,88.856,3
Sector 10,18,59,"Chilton, Max",D/C/F,00:08.1808,88.844,3
Sector 10,19,18,"Bourdais, Sebastien",D/H/F,00:08.1834,88.816,5
Sector 10,20,31,"O'Ward, Patricio (R)",D/C/F,00:08.1847,88.802,10
Sector 10,21,60,"Harvey, Jack",D/H/F,00:08.2111,88.517,1
Sector 10,22,12,"Power, Will",D/C/F,00:08.2125,88.501,4
Sector 10,23,14,"Kanaan, Tony",D/C/F,00:08.2265,88.351,6
Sector 10,24,32,"Kaiser, Kyle (R)",D/C/F,00:08.2467,88.134,1
Sector 11,1,18,"Bourdais, Sebastien",D/H/F,00:04.9982,131.093,0
Sector 11,2,15,"Rahal, Graham",D/H/F,00:04.9989,131.074,4
Sector 11,3,19,"Ferrucci, Santino (R)",D/H/F,00:05.0036,130.951,4
Sector 11,4,5,"Hinchcliffe, James",D/H/F,00:05.0064,130.878,5
Sector 11,5,21,"Pigot, Spencer",D/C/F,00:05.0073,130.854,7
Sector 11,6,88,"Herta, Colton (R)",D/H/F,00:05.0091,130.807,4
Sector 11,7,28,"Hunter-Reay, Ryan",D/H/F,00:05.0109,130.760,11
Sector 11,8,27,"Rossi, Alexander",D/H/F,00:05.0123,130.724,9
Sector 11,9,60,"Harvey, Jack",D/H/F,00:05.0136,130.690,1
Sector 11,10,10,"Rosenqvist, Felix (R)",D/H/F,00:05.0170,130.601,6
Sector 11,11,30,"Sato, Takuma",D/H/F,00:05.0184,130.565,5
Sector 11,12,20,"Jones, Ed",D/C/F,00:05.0223,130.464,4
Sector 11,13,12,"Power, Will",D/C/F,00:05.0224,130.461,8
Sector 11,14,9,"Dixon, Scott",D/H/F,00:05.0246,130.404,11
Sector 11,15,7,"Ericsson, Marcus (R)",D/H/F,00:05.0250,130.393,7
Sector 11,16,98,"Andretti, Marco",D/H/F,00:05.0260,130.368,10
Sector 11,17,2,"Newgarden, Josef",D/C/F,00:05.0294,130.279,1
Sector 11,18,4,"Leist, Matheus",D/C/F,00:05.0330,130.186,3
Sector 11,19,59,"Chilton, Max",D/C/F,00:05.0331,130.184,4
Sector 11,20,32,"Kaiser, Kyle (R)",D/C/F,00:05.0443,129.895,2
Sector 11,21,26,"Veach, Zach",D/H/F,00:05.0448,129.882,5
Sector 11,22,31,"O'Ward, Patricio (R)",D/C/F,00:05.0529,129.674,5
Sector 11,23,14,"Kanaan, Tony",D/C/F,00:05.0549,129.622,4
Sector 11,24,22,"Pagenaud, Simon",D/C/F,00:05.0574,129.558,6
Sector 12,1,28,"Hunter-Reay, Ryan",D/H/F,00:08.0550,172.507,11
Sector 12,2,98,"Andretti, Marco",D/H/F,00:08.0651,172.291,10
Sector 12,3,21,"Pigot, Spencer",D/C/F,00:08.0693,172.201,2
Sector 12,4,27,"Rossi, Alexander",D/H/F,00:08.0746,172.088,9
Sector 12,5,26,"Veach, Zach",D/H/F,00:08.0807,171.959,5
Sector 12,6,5,"Hinchcliffe, James",D/H/F,00:08.0983,171.585,5
Sector 12,7,7,"Ericsson, Marcus (R)",D/H/F,00:08.1013,171.521,4
Sector 12,8,88,"Herta, Colton (R)",D/H/F,00:08.1039,171.466,5
Sector 12,9,32,"Kaiser, Kyle (R)",D/C/F,00:08.1056,171.430,2
Sector 12,10,12,"Power, Will",D/C/F,00:08.1092,171.354,8
Sector 12,11,30,"Sato, Takuma",D/H/F,00:08.1101,171.335,3
Sector 12,12,4,"Leist, Matheus",D/C/F,00:08.1144,171.244,3
Sector 12,13,20,"Jones, Ed",D/C/F,00:08.1157,171.217,4
Sector 12,14,22,"Pagenaud, Simon",D/C/F,00:08.1227,171.069,7
Sector 12,15,19,"Ferrucci, Santino (R)",D/H/F,00:08.1237,171.048,7
Sector 12,16,15,"Rahal, Graham",D/H/F,00:08.1253,171.015,8
Sector 12,17,60,"Harvey, Jack",D/H/F,00:08.1313,170.888,9
Sector 12,18,18,"Bourdais, Sebastien",D/H/F,00:08.1399,170.708,5
Sector 12,19,10,"Rosenqvist, Felix (R)",D/H/F,00:08.1466,170.568,7
Sector 12,20,2,"Newgarden, Josef",D/C/F,00:08.1511,170.473,8
Sector 12,21,14,"Kanaan, Tony",D/C/F,00:08.1624,170.237,6
Sector 12,22,9,"Dixon, Scott",D/H/F,00:08.1682,170.116,5
Sector 12,23,59,"Chilton, Max",D/C/F,00:08.1708,170.062,7
Sector 12,24,31,"O'Ward, Patricio (R)",D/C/F,00:08.1999,169.459,10
Sector 13,1,9,"Dixon, Scott",D/H/F,00:07.8549,95.742,11
Sector 13,2,10,"Rosenqvist, Felix (R)",D/H/F,00:07.8668,95.597,6
Sector 13,3,18,"Bourdais, Sebastien",D/H/F,00:07.8810,95.425,5
Sector 13,4,20,"Jones, Ed",D/C/F,00:07.8849,95.378,4
Sector 13,5,28,"Hunter-Reay, Ryan",D/H/F,00:07.8982,95.217,3
Sector 13,6,19,"Ferrucci, Santino (R)",D/H/F,00:07.8991,95.206,9
Sector 13,7,27,"Rossi, Alexander",D/H/F,00:07.9068,95.114,3
Sector 13,8,12,"Power, Will",D/C/F,00:07.9207,94.947,0
Sector 13,9,15,"Rahal, Graham",D/H/F,00:07.9214,94.938,8
Sector 13,10,22,"Pagenaud, Simon",D/C/F,00:07.9225,94.925,6
Sector 13,11,88,"Herta, Colton (R)",D/H/F,00:07.9306,94.828,4
Sector 13,12,7,"Ericsson, Marcus (R)",D/H/F,00:07.9350,94.776,6
Sector 13,13,21,"Pigot, Spencer",D/C/F,00:07.9786,94.258,5
Sector 13,14,31,"O'Ward, Patricio (R)",D/C/F,00:07.9976,94.034,10
Sector 13,15,2,"Newgarden, Josef",D/C/F,00:07.9981,94.028,6
Sector 13,16,5,"Hinchcliffe, James",D/H/F,00:08.0287,93.670,6
Sector 13,17,30,"Sato, Takuma",D/H/F,00:08.0378,93.564,6
Sector 13,18,59,"Chilton, Max",D/C/F,00:08.0402,93.536,4
Sector 13,19,4,"Leist, Matheus",D/C/F,00:08.0559,93.353,2
Sector 13,20,26,"Veach, Zach",D/H/F,00:08.0561,93.351,10
Sector 13,21,98,"Andretti, Marco",D/H/F,00:08.0925,92.931,5
Sector 13,22,32,"Kaiser, Kyle (R)",D/C/F,00:08.1091,92.741,7
Sector 13,23,60,"Harvey, Jack",D/H/F,00:08.1215,92.599,9
Sector 13,24,14,"Kanaan, Tony",D/C/F,00:08.1737,92.008,4
Sector 14,1,10,"Rosenqvist, Felix (R)",D/H/F,00:04.0594,73.063,7
Sector 14,2,98,"Andretti, Marco",D/H/F,00:04.0831,72.639,5
Sector 14,3,9,"Dixon, Scott",D/H/F,00:04.0833,72.635,11
Sector 14,4,21,"Pigot, Spencer",D/C/F,00:04.1048,72.255,10
Sector 14,5,20,"Jones, Ed",D/C/F,00:04.1055,72.242,4
Sector 14,6,28,"Hunter-Reay, Ryan",D/H/F,00:04.1156,72.065,8
Sector 14,7,15,"Rahal, Graham",D/H/F,00:04.1275,71.857,4
