track,raceNumber,year,type,fin,st,num,driver,sponsor,C/E/T,laps,money,status,led,pts,ledPts,ledMostPts,polePoints,atp,atp25,xPtsATP,xPtsATP25,xPts,passesFor,passesAgainst,lapOneChange,inTopFive,fastLapRank,date
Edmonton,11,2012,road,23,25,78,Simona de Silvestro,Nuclear Clean Air Energy   (Keith Wiggins),D/L/F,73,,running,0,12,0,,,,,,,,,,,,,7/22/2012
Edmonton,11,2012,road,24,24,22,Oriol Servia,Hurco   (Dreyer & Reinbold Racing),D/C/F,65,,mechanical,0,12,0,,,,,,,,,,,,,7/22/2012
Edmonton,11,2012,road,25,14,19,James Jakes,Boy Scouts of America   (Dale Coyne),D/H/F,43,,suspension,0,10,0,,,,,,,,,,,,,7/22/2012
Mid Ohio,12,2012,road,1,4,9,Scott Dixon,Target   (Chip Ganassi),D/H/F,85,35000,running,26,50,1,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,2,1,12,Will Power,Verizon   (Roger Penske),D/C/F,85,25000,running,57,43,1,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,3,3,77,Simon Pagenaud,HP   (Schmidt-Hamilton Motorsports),D/H/F,85,20000,running,0,35,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,4,6,7,Sebastien Bourdais,McAfee / Bing / TrueCar   (Dragon Racing),D/C/F,85,15000,running,0,32,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,5,15,27,James Hinchcliffe,GoDaddy.com   (Andretti Autosport),D/C/F,85,10000,running,2,30,1,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,6,18,11,Tony Kanaan,GEICO / Mouser Electronics   (KV Racing Technology),D/C/F,85,,running,0,28,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,7,5,2,Ryan Briscoe,PPG Automotive Refinishes   (Roger Penske),D/C/F,85,,running,0,26,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,8,8,26,Marco Andretti,RC Cola   (Andretti Autosport),D/C/F,85,,running,0,24,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,9,12,4,J.R. Hildebrand,National Guard   (Panther Racing),D/C/F,85,,running,0,22,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,10,14,98,Alex Tagliani,Barracuda Networks   (BHA / Curb-Agajanian),D/H/F,85,,running,0,20,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,11,21,38,Graham Rahal,Service Central   (Chip Ganassi),D/H/F,85,,running,0,19,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,12,9,67,Josef Newgarden,Go USA!   (Sarah Fisher Hartman Racing),D/H/F,85,,running,0,18,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,13,17,15,Takuma Sato,Mi-Jack   (Rahal Letterman Lanigan Racing),D/H/F,85,,running,0,17,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,14,24,83,Giorgio Pantano,NovoLog FlexPen   (Chip Ganassi),D/H/F,85,,running,0,16,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,15,13,8,Rubens Barrichello,BMC / Embrase   (KV Racing Technology),D/C/F,85,,running,0,15,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,16,23,3,Helio Castroneves,Penske Truck Rental   (Roger Penske),D/C/F,85,,running,0,14,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,17,2,10,Dario Franchitti,GE Reveal   (Chip Ganassi),D/H/F,85,,running,0,13,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,18,11,18,Justin Wilson,Sonny's Real Pit BBQ   (Dale Coyne),D/H/F,85,,running,0,12,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,19,20,19,James Jakes,Boy Scouts of America   (Dale Coyne),D/H/F,85,,running,0,12,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,20,19,5,E.J. Viso,PDVSA / CITGO   (KV Racing Technology),D/C/F,85,,running,0,12,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,21,16,14,Mike Conway,ABC Supply Co.   (A.J. Foyt),D/H/F,85,,running,0,12,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,22,25,20,Ed Carpenter,Fuzzy's Vodka   (Ed Carpenter),D/C/F,84,,running,0,12,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,23,22,78,Simona de Silvestro,Nuclear Clean Air Energy   (Keith Wiggins),D/L/F,83,,running,0,12,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,24,7,28,Ryan Hunter-Reay,Pelotonia / DHL / Sun Drop Citrus Soda   (Andretti Autosport),D/C/F,79,,engine,0,12,0,,,,,,,,,,,,,8/5/2012
Mid Ohio,12,2012,road,25,10,22,Oriol Servia,Mecum Auto Auctions   (Dreyer & Reinbold Racing),D/C/F,78,,running,0,10,0,,,,,,,,,,,,,8/5/2012
Sonoma,13,2012,road,1,2,2,Ryan Briscoe,Hitachi   (Roger Penske),D/C/F,85,35000,running,27,50,1,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,2,1,12,Will Power,Verizon   (Roger Penske),D/C/F,85,25000,running,57,43,1,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,3,6,10,Dario Franchitti,Target   (Chip Ganassi),D/H/F,85,20000,running,0,35,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,4,11,8,Rubens Barrichello,BMC / Embrase   (KV Racing Technology),D/C/F,85,15000,running,0,32,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,5,13,38,Graham Rahal,Big O Tires / Service Central   (Chip Ganassi),D/H/F,85,10000,running,0,30,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,6,4,3,Helio Castroneves,Penske Truck Rental   (Roger Penske),D/C/F,85,,running,0,28,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,7,9,77,Simon Pagenaud,HP   (Schmidt-Hamilton Motorsports),D/H/F,85,,running,0,26,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,8,15,4,J.R. Hildebrand,National Guard / San Francisco 49ers   (Panther Racing),D/C/F,85,,running,0,24,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,9,8,98,Alex Tagliani,Barracuda Networks   (BHA / Curb-Agajanian),D/H/F,85,,running,0,22,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,10,16,11,Tony Kanaan,Mouser Electronics / GEICO   (KV Racing Technology),D/C/F,84,,running,0,20,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,11,20,18,Justin Wilson,Sonny's Real Pit BBQ   (Dale Coyne),D/H/F,84,,running,0,19,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,12,24,19,James Jakes,Boy Scouts of America   (Dale Coyne),D/H/F,84,,running,0,18,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,13,5,9,Scott Dixon,Target   (Chip Ganassi),D/H/F,84,,running,0,17,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,14,14,14,Mike Conway,ABC Supply Co.   (A.J. Foyt),D/H/F,84,,running,0,16,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,15,23,17,Sebastian Saavedra,Automatic Fire Sprinklers   (Andretti Autosport),D/C/F,84,,running,0,15,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,16,17,5,E.J. Viso,PDVSA / CITGO   (KV Racing Technology),D/C/F,84,,running,0,14,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,17,27,78,Simona de Silvestro,Nuclear Clean Air Energy   (Keith Wiggins),D/L/F,84,,running,0,13,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,18,7,28,Ryan Hunter-Reay,DHL / Sun Drop Citrus Soda / Circle K   (Andretti Autosport),D/C/F,84,,running,1,12,1,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,19,18,22,Oriol Servia,TranSystems   (Dreyer & Reinbold Racing),D/C/F,84,,running,0,12,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,20,25,20,Ed Carpenter,Fuzzy's Vodka   (Ed Carpenter),D/C/F,84,,running,0,12,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,21,21,83,Charlie Kimball,NovoLog FlexPen   (Chip Ganassi),D/H/F,82,,running,0,12,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,22,3,7,Sebastien Bourdais,Bing / McAfee / TrueCar   (Dragon Racing),D/C/F,63,,crash,0,12,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,23,22,67,Josef Newgarden,Angie's List   (Sarah Fisher Hartman Racing),D/H/F,62,,crash,0,12,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,24,19,6,Katherine Legge,Bing / TrueCar   (Dragon Racing),D/C/F,48,,transmission,0,12,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,25,12,26,Marco Andretti,RC Cola   (Andretti Autosport),D/C/F,46,,engine,0,10,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,26,10,27,James Hinchcliffe,GoDaddy.com   (Andretti Autosport),D/C/F,35,,oil pressure,0,10,0,,,,,,,,,,,,,8/26/2012
Sonoma,13,2012,road,27,26,15,Takuma Sato,Bigge   (Rahal Letterman Lanigan Racing),D/H/F,2,,engine,0,10,0,,,,,,,,,,,,,8/26/2012
Baltimore,14,2012,street,1,10,28,Ryan Hunter-Reay,DHL / Sun Drop Citrus Soda   (Andretti Autosport),D/C/F,75,35000,running,13,50,1,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,2,11,2,Ryan Briscoe,PPG Automotive Refinishes   (Roger Penske),D/C/F,75,25000,running,11,40,1,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,3,9,77,Simon Pagenaud,HP   (Schmidt-Hamilton Motorsports),D/H/F,75,20000,running,14,35,1,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,4,2,9,Scott Dixon,Target   (Chip Ganassi),D/H/F,75,15000,running,0,32,0,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,5,15,8,Rubens Barrichello,BMC / Embrase   (KV Racing Technology),D/C/F,75,10000,running,0,30,0,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,6,1,12,Will Power,Verizon   (Roger Penske),D/C/F,75,,running,22,31,1,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,7,16,22,Oriol Servia,Wix Filters   (Dreyer & Reinbold Racing),D/C/F,75,,running,0,26,0,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,8,13,98,Alex Tagliani,Barracuda Networks   (BHA / Curb-Agajanian),D/H/F,75,,running,1,24,1,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,9,22,5,E.J. Viso,PDVSA / CITGO   (KV Racing Technology),D/C/F,75,,running,0,22,0,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,10,14,3,Helio Castroneves,Penske Truck Rental   (Roger Penske),D/C/F,75,,running,0,20,0,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,11,21,38,Graham Rahal,Service Central   (Chip Ganassi),D/H/F,75,,running,0,19,0,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,12,23,4,J.R. Hildebrand,National Guard   (Panther Racing),D/C/F,75,,running,0,18,0,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,13,4,10,Dario Franchitti,Lexar Media   (Chip Ganassi),D/H/F,74,,running,0,17,0,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,14,18,26,Marco Andretti,Dr. Pepper Ten   (Andretti Autosport),D/C/F,74,,running,0,16,0,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,15,5,27,James Hinchcliffe,GoDaddy.com   (Andretti Autosport),D/C/F,73,,running,2,15,1,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,16,12,14,Mike Conway,ABC Supply Co.   (A.J. Foyt),D/H/F,73,,running,0,14,0,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,17,7,18,Justin Wilson,Sonny's Real Pit BBQ   (Dale Coyne),D/H/F,72,,running,0,13,0,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,18,17,83,Charlie Kimball,NovoLog FlexPen   (Chip Ganassi),D/H/F,65,,drive train,0,12,0,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,19,20,67,Bruno Junqueira,Quaker Chemical   (Sarah Fisher Hartman Racing),D/H/F,64,,suspension,0,12,0,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,20,6,11,Tony Kanaan,GEICO / Mouser Electronics   (KV Racing Technology),D/C/F,52,,crash,0,12,0,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,21,24,15,Takuma Sato,Mi-Jack   (Rahal Letterman Lanigan Racing),D/H/F,50,,fuel pressure,12,12,1,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,22,25,78,Simona de Silvestro,Nuclear Clean Air Energy   (Keith Wiggins),D/L/F,38,,crash,0,12,0,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,23,3,7,Sebastien Bourdais,Bing / McAfee / TrueCar   (Dragon Racing),D/C/F,32,,suspension,0,12,0,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,24,19,19,James Jakes,Boy Scouts of America   (Dale Coyne),D/H/F,31,,crash,0,12,0,,,,,,,,,,,,,9/2/2012
Baltimore,14,2012,street,25,8,20,Ed Carpenter,Fuzzy's Vodka   (Ed Carpenter),D/C/F,7,,crash,0,10,0,,,,,,,,,,,,,9/2/2012
Fontana,15,2012,oval,1,5,20,Ed Carpenter,Fuzzy's Vodka   (Ed Carpenter),D/C/F,250,35000,running,62,52,1,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,2,9,10,Dario Franchitti,Target   (Chip Ganassi),D/H/F,250,25000,running,15,40,1,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,3,15,9,Scott Dixon,Target   (Chip Ganassi),D/H/F,250,20000,running,25,35,1,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,4,22,28,Ryan Hunter-Reay,DHL / Sun Drop Citrus Soda / Circle K   (Andretti Autosport),D/C/F,250,15000,running,0,32,0,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,5,17,3,Helio Castroneves,AAA Insurance   (Roger Penske),D/C/F,250,10000,running,2,30,1,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,6,18,38,Graham Rahal,Big O Tires / Service Central   (Chip Ganassi),D/H/F,250,,running,0,28,0,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,7,21,15,Takuma Sato,Mi-Jack   (Rahal Letterman Lanigan Racing),D/H/F,249,,crash,6,26,1,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,8,1,26,Marco Andretti,RC Cola   (Andretti Autosport),D/C/F,249,,running,3,25,1,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,9,7,6,Katherine Legge,TrueCar / Bing   (Dragon Racing),D/C/F,249,,running,0,22,0,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,10,23,83,Charlie Kimball,NovoLog FlexPen   (Chip Ganassi),D/H/F,249,,running,0,20,0,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,11,4,4,J.R. Hildebrand,National Guard   (Panther Racing),D/C/F,248,,running,56,19,1,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,12,12,19,James Jakes,Boy Scouts of America   (Dale Coyne),D/H/F,248,,running,10,18,1,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,13,19,27,James Hinchcliffe,GoDaddy.com   (Andretti Autosport),D/C/F,247,,running,0,17,0,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,14,24,14,Wade Cunningham,ABC Supply Co.   (A.J. Foyt),D/H/F,246,,running,0,16,0,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,15,20,77,Simon Pagenaud,HP   (Schmidt-Hamilton Motorsports),D/H/F,246,,running,0,15,0,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,16,14,67,Josef Newgarden,Direct Supply   (Sarah Fisher Hartman Racing),D/H/F,244,,running,1,14,1,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,17,2,2,Ryan Briscoe,IZOD   (Roger Penske),D/C/F,244,,running,2,13,1,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,18,3,11,Tony Kanaan,GEICO / Mouser Electronics   (KV Racing Technology),D/C/F,240,,crash,47,12,1,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,19,8,22,Oriol Servia,Motegi Wheels   (Dreyer & Reinbold Racing),D/C/F,231,,running,0,12,0,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,20,16,98,Alex Tagliani,Barracuda Networks   (BHA / Curb-Agajanian),D/H/F,229,,crash,21,12,1,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,21,10,17,Sebastian Saavedra,Automatic Fire Sprinklers / CO Colombia   (Andretti Autosport),D/C/F,118,,electrical,0,12,0,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,22,6,8,Rubens Barrichello,BMC / Embrase   (KV Racing Technology),D/C/F,107,,engine,0,12,0,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,23,25,18,Justin Wilson,Sonny's Real Pit BBQ   (Dale Coyne),D/H/F,80,,gearbox,0,12,0,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,24,13,12,Will Power,Verizon   (Roger Penske),D/C/F,66,,crash,0,12,0,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,25,11,5,E.J. Viso,PDVSA / CITGO   (KV Racing Technology),D/C/F,65,,handling,0,10,0,,,,,,,,,,,,,9/15/2012
Fontana,15,2012,oval,26,26,78,Simona de Silvestro,Nuclear Clean Air Energy   (Keith Wiggins),D/L/F,16,,handling,0,10,0,,,,,,,,,,,,,9/15/2012
St. Petersburg,1,2011,street,1,2,10,Dario Franchitti,Target   (Chip Ganassi),D/H/F,100,35000,running,94,52,1,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,2,1,12,Will Power,Verizon   (Roger Penske),D/H/F,100,25000,running,6,41,1,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,3,8,82,Tony Kanaan,GEICO / Lotus   (KV Racing Technology),D/H/F,100,20000,running,0,35,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,4,17,78,Simona de Silvestro,Nuclear Clean Air Energy   (Keith Wiggins),D/H/F,100,15000,running,0,32,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,5,11,5,Takuma Sato,With You Japan / Lotus / Panasonic   (KV Racing Technology),D/H/F,100,10000,running,0,30,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,6,10,77,Alex Tagliani,Bowers & Wilkins at Magnolia   (Sam Schmidt),D/H/F,100,,running,0,28,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,7,16,17,Raphael Matos,Automatic Fire Sprinklers   (AFS Racing),D/H/F,100,,running,0,26,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,8,13,14,Vitor Meira,ABC Supply Co.   (A.J. Foyt),D/H/F,100,,running,0,24,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,9,15,2,Oriol Servia,Telemundo   (Newman-Haas Racing),D/H/F,100,,running,0,22,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,10,6,22,Justin Wilson,TranSystems   (Dreyer & Reinbold Racing),D/H/F,100,,running,0,20,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,11,24,4,J.R. Hildebrand,National Guard   (Panther Racing),D/H/F,100,,running,0,19,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,12,19,7,Danica Patrick,GoDaddy.com   (Andretti Autosport),D/H/F,100,,running,0,18,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,13,25,34,Sebastian Saavedra,Bogota Es Mundial   (Eric Bachelart),D/H/F,98,,running,0,17,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,14,20,24,Ana Beatriz,Ipiranga   (Dreyer & Reinbold Racing),D/H/F,98,,running,0,16,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,15,22,18,James Jakes,Acorn Stairlifts   (Dale Coyne),D/H/F,97,,running,0,15,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,16,3,9,Scott Dixon,Target   (Chip Ganassi),D/H/F,96,,running,0,14,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,17,12,38,Graham Rahal,Service Central   (Chip Ganassi),D/H/F,96,,running,0,13,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,18,5,6,Ryan Briscoe,IZOD   (Roger Penske),D/H/F,95,,running,0,12,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,19,21,59,E.J. Viso,PDVSA / Lotus   (KV Racing Technology),D/H/F,94,,running,0,12,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,20,9,3,Helio Castroneves,Guidepoint Systems   (Roger Penske),D/H/F,85,,running,0,12,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,21,14,28,Ryan Hunter-Reay,Sun Drop Citrus Soda / DHL   (Andretti Autosport),D/H/F,58,,handling,0,12,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,22,23,83,Charlie Kimball,Levemir & NovoLog FlexPen   (Chip Ganassi),D/H/F,38,,crash,0,12,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,23,4,27,Mike Conway,GoDaddy.com   (Andretti Autosport),D/H/F,1,,crash,0,12,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,24,7,26,Marco Andretti,Venom Energy   (Andretti Autosport),D/H/F,0,,crash,0,12,0,,,,,,,,,,,,,3/27/2011
St. Petersburg,1,2011,street,25,18,19,Sebastien Bourdais,Boy Scouts of America / Be A Scout   (Dale Coyne),D/H/F,0,,did not start,0,5,0,,,,,,,,,,,,,3/27/2011
Barber,2,2011,road,1,1,12,Will Power,Verizon / Meijer   (Roger Penske),D/H/F,90,35000,running,90,53,1,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,2,3,9,Scott Dixon,Target   (Chip Ganassi),D/H/F,90,25000,running,0,40,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,3,7,10,Dario Franchitti,Clorox / Target   (Chip Ganassi),D/H/F,90,20000,running,0,35,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,4,9,26,Marco Andretti,Venom Energy   (Andretti Autosport),D/H/F,90,15000,running,0,32,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,5,6,2,Oriol Servia,Telemundo   (Newman-Haas Racing),D/H/F,90,10000,running,0,30,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,6,24,82,Tony Kanaan,GEICO / Lotus   (KV Racing Technology),D/H/F,90,,running,0,28,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,7,4,3,Helio Castroneves,AAA Insurance   (Roger Penske),D/H/F,90,,running,0,26,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,8,23,24,Simon Pagenaud,Blazemaster / Ipiranga   (Dreyer & Reinbold Racing),D/H/F,90,,running,0,24,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,9,13,78,Simona de Silvestro,Nuclear Clean Air Energy   (Keith Wiggins),D/H/F,90,,running,0,22,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,10,21,83,Charlie Kimball,Levemir & NovoLog FlexPen   (Chip Ganassi),D/H/F,90,,running,0,20,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,11,20,19,Sebastien Bourdais,Boy Scouts of America / Sonny's BBQ   (Dale Coyne),D/H/F,90,,running,0,19,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,12,19,14,Vitor Meira,ABC Supply Co.   (A.J. Foyt),D/H/F,90,,running,0,18,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,13,15,4,J.R. Hildebrand,National Guard   (Panther Racing),D/H/F,90,,running,0,17,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,14,17,28,Ryan Hunter-Reay,DHL / Sun Drop Citrus Soda   (Andretti Autosport),D/H/F,90,,running,0,16,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,15,12,77,Alex Tagliani,Bowers & Wilkins at Magnolia   (Sam Schmidt),D/H/F,90,,running,0,15,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,16,11,5,Takuma Sato,With You Japan / Lotus / Panasonic   (KV Racing Technology),D/H/F,90,,running,0,14,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,17,22,7,Danica Patrick,GoDaddy.com   (Andretti Autosport),D/H/F,89,,running,0,13,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,18,10,38,Graham Rahal,Service Central   (Chip Ganassi),D/H/F,88,,running,0,12,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,19,5,22,Justin Wilson,Charter Media   (Dreyer & Reinbold Racing),D/H/F,62,,crash,0,12,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,20,14,17,Raphael Matos,Automatic Fire Sprinklers   (AFS Racing),D/H/F,62,,crash,0,12,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,21,2,6,Ryan Briscoe,Penske Truck Rentals   (Roger Penske),D/H/F,57,,crash,0,12,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,22,16,27,Mike Conway,Window World Cares   (Andretti Autosport),D/H/F,45,,crash,0,12,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,23,18,59,E.J. Viso,PDVSA / Lotus   (KV Racing Technology),D/H/F,40,,crash,0,12,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,24,8,6,James Hinchcliffe,Sprott   (Newman-Haas Racing),D/H/F,40,,crash,0,12,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,25,25,18,James Jakes,Acorn Stairlifts   (Dale Coyne),D/H/F,30,,fire,0,10,0,,,,,,,,,,,,,4/10/2011
Barber,2,2011,road,26,26,34,Sebastian Saavedra,Bogota Es Mundial   (Eric Bachelart),D/H/F,27,,gearbox,0,10,0,,,,,,,,,,,,,4/10/2011
Long Beach,3,2011,street,1,3,27,Mike Conway,Window World Cares   (Andretti Autosport),D/H/F,85,35000,running,14,50,1,,,,,,,,,,,,,4/17/2011
Long Beach,3,2011,street,2,12,6,Ryan Briscoe,Penske Truck Rentals   (Roger Penske),D/H/F,85,25000,running,35,42,1,,,,,,,,,,,,,4/17/2011
Long Beach,3,2011,street,3,7,10,Dario Franchitti,Target   (Chip Ganassi),D/H/F,85,20000,running,0,35,0,,,,,,,,,,,,,4/17/2011
Long Beach,3,2011,street,4,11,6,James Hinchcliffe,Sprott   (Newman-Haas Racing),D/H/F,85,15000,running,0,32,0,,,,,,,,,,,,,4/17/2011
Long Beach,3,2011,street,5,9,77,Alex Tagliani,Bowers & Wilkins at Magnolia   (Sam Schmidt),D/H/F,85,10000,running,4,30,1,,,,,,,,,,,,,4/17/2011
