track,raceNumber,year,type,fin,st,num,driver,sponsor,C/E/T,laps,money,status,led,pts,ledPts,ledMostPts,polePoints,atp,atp25,xPtsATP,xPtsATP25,xPts,passesFor,passesAgainst,lapOneChange,inTopFive,fastLapRank,date
Barber,4,2015,road,14,15,2,Juan Pablo Montoya,Hawk   (Roger Penske),D/C/F,90,59375,running,1,17,1,,,,,,,,,,,,,4/26/2015
Barber,4,2015,road,15,1,3,Helio Castroneves,Auto Club of Southern California   (Roger Penske),D/C/F,90,69375,running,18,17,1,,,,,,,,,,,,,4/26/2015
Barber,4,2015,road,16,17,98,Gabby Chaves,Bowers & Wilkins / Curb   (BHA with Curb-Agajanian),D/H/F,90,59375,running,0,14,0,,,,,,,,,,,,,4/26/2015
Barber,4,2015,road,17,20,14,Takuma Sato,ABC Supply Co.   (A.J. Foyt),D/H/F,90,59375,running,0,13,0,,,,,,,,,,,,,4/26/2015
Barber,4,2015,road,18,12,8,Sage Karam,Comfort Revolution / Big Machine Records   (Chip Ganassi),D/C/F,90,59375,running,0,12,0,,,,,,,,,,,,,4/26/2015
Barber,4,2015,road,19,16,4,Stefano Coletti,Harbert Management Corp.   (KV Racing Technology),D/C/F,90,59375,running,0,11,0,,,,,,,,,,,,,4/26/2015
Barber,4,2015,road,20,21,18,Rodolfo Gonzalez,Oster   (Dale Coyne),D/H/F,90,59375,running,0,10,0,,,,,,,,,,,,,4/26/2015
Barber,4,2015,road,21,19,41,Jack Hawksworth,ABC Supply Co.   (A.J. Foyt),D/H/F,90,15000,running,0,9,0,,,,,,,,,,,,,4/26/2015
Barber,4,2015,road,22,14,7,James Jakes,Catheter Home Delivery   (Schmidt Peterson Motorsports),D/H/F,89,59375,running,0,8,0,,,,,,,,,,,,,4/26/2015
Barber,4,2015,road,23,23,19,Francesco Dracone,Lapasta   (Dale Coyne),D/H/F,89,59375,running,0,7,0,,,,,,,,,,,,,4/26/2015
Indianapolis GP,5,2015,road,1,1,1,Will Power,Verizon   (Roger Penske),D/C/F,82,99375,running,65,54,1,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,2,17,15,Graham Rahal,Steak 'n Shake / Maxim   (Rahal Letterman Lanigan Racing),D/H/F,82,79375,running,9,41,1,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,3,4,2,Juan Pablo Montoya,Verizon   (Roger Penske),D/C/F,82,74375,running,0,35,0,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,4,7,11,Sebastien Bourdais,Mistic E-Cigs   (KVSH Racing),D/C/F,82,70375,running,0,32,0,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,5,14,83,Charlie Kimball,NovoLog FlexPen   (Chip Ganassi),D/C/F,82,69375,running,1,31,1,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,6,3,3,Helio Castroneves,Verizon   (Roger Penske),D/C/F,82,68375,running,0,25,0,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,7,6,10,Tony Kanaan,NTT Data   (Chip Ganassi),D/C/F,82,67375,running,0,26,0,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,8,10,4,Stefano Coletti,knm   (KV Racing Technology),D/C/F,82,65375,running,0,24,0,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,9,22,14,Takuma Sato,ABC Supply Co.   (A.J. Foyt),D/H/F,82,64375,running,0,22,0,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,10,2,9,Scott Dixon,Target   (Chip Ganassi),D/C/F,82,63375,running,1,21,1,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,11,19,28,Ryan Hunter-Reay,DHL   (Andretti Autosport),D/H/F,82,62375,running,0,19,0,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,12,13,5,James Hinchcliffe,Arrow / Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,82,61375,running,4,19,1,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,13,21,26,Carlos Munoz,AndrettiTV.com   (Andretti Autosport),D/H/F,82,59375,running,0,17,0,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,14,9,20,Luca Filippi,Fuzzy's Vodka   (CFH Racing),D/C/F,82,59375,running,0,16,0,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,15,16,98,Gabby Chaves,Angie's List   (BHA with Curb-Agajanian),D/H/F,82,59375,running,0,15,0,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,16,24,27,Marco Andretti,Snapple   (Andretti Autosport),D/H/F,82,59375,running,0,14,0,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,17,8,8,Sebastian Saavedra,AFS   (Chip Ganassi),D/C/F,82,59375,running,0,13,0,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,18,20,7,James Jakes,MediaTech   (Schmidt Peterson Motorsports),D/H/F,81,59375,running,2,13,1,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,19,23,18,Carlos Huertas,Lapasta   (Dale Coyne),D/H/F,81,59375,running,0,11,0,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,20,12,21,Josef Newgarden,Century 21   (CFH Racing),D/C/F,81,59375,running,0,10,0,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,21,15,6,J.R. Hildebrand,Preferred Freezer   (CFH Racing),D/C/F,81,20000,running,0,9,0,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,22,25,19,Francesco Dracone,Boy Scouts of America   (Dale Coyne),D/H/F,80,59375,running,0,8,0,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,23,11,41,Jack Hawksworth,ABC Supply Co.   (A.J. Foyt),D/H/F,69,15000,running,0,7,0,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,24,18,25,Justin Wilson,Andretti Autosport,D/H/F,68,10000,gearbox,0,6,0,,,,,,,,,,,,,5/9/2015
Indianapolis GP,5,2015,road,25,5,22,Simon Pagenaud,DeVilbiss   (Roger Penske),D/C/F,57,,gearbox,0,5,0,,,,,,,,,,,,,5/9/2015
Indianapolis,6,2015,oval,1,15,2,Juan Pablo Montoya,Verizon   (Roger Penske),D/C/F,200,2449055,running,9,101,1,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,2,2,1,Will Power,Verizon   (Roger Penske),D/C/F,200,792555,running,23,81,1,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,3,14,83,Charlie Kimball,Levemir FlexTouch   (Chip Ganassi),D/C/F,200,564055,running,10,71,1,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,4,1,9,Scott Dixon,Target   (Chip Ganassi),D/C/F,200,615805,running,84,67,1,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,5,17,15,Graham Rahal,Steak 'n Shake / Maxim   (Rahal Letterman Lanigan Racing),D/H/F,200,439555,running,0,60,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,6,8,27,Marco Andretti,Snapple   (Andretti Autosport),D/H/F,200,412055,running,0,56,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,7,5,3,Helio Castroneves,Shell V-Power Nitro+   (Roger Penske),D/C/F,200,482555,running,2,53,1,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,8,10,6,J.R. Hildebrand,Preferred Freezer   (CFH Racing),D/C/F,200,246805,running,0,48,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,9,9,21,Josef Newgarden,Century 21   (CFH Racing),D/C/F,200,382055,running,0,44,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,10,3,22,Simon Pagenaud,Avaya   (Roger Penske),D/C/F,200,307805,running,35,41,1,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,11,7,11,Sebastien Bourdais,Hydroxycut / HAUS Vaporizer   (KVSH Racing),D/C/F,200,378555,running,0,38,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,12,31,5,Ryan Briscoe,Arrow / Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,200,368805,running,0,36,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,13,24,14,Takuma Sato,ABC Supply Co.   (A.J. Foyt),D/H/F,200,364055,running,0,34,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,14,23,24,Townsend Bell,The Robert Graham Special   (Dreyer & Reinbold),D/C/F,200,218555,running,0,32,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,15,16,28,Ryan Hunter-Reay,DHL   (Andretti Autosport),D/H/F,200,355555,running,0,30,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,16,26,98,Gabby Chaves,Bowers & Wilkins / Curb   (BHA with Curb-Agajanian),D/H/F,200,399055,running,0,28,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,17,20,48,Alex Tagliani,Alfe Heat Treating   (A.J. Foyt),D/H/F,200,203305,running,2,27,1,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,18,19,7,James Jakes,Oculus Transport   (Schmidt Peterson Motorsports),D/H/F,200,347555,running,0,24,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,19,18,29,Simona de Silvestro,TE Connectivity   (Andretti Autosport),D/H/F,200,200305,running,0,22,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,20,11,26,Carlos Munoz,AndrettiTV.com   (Andretti Autosport),D/H/F,200,345555,running,3,21,1,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,21,6,25,Justin Wilson,Rolling Stones ZIP Code Tour / Merchant First   (Andretti Autosport),D/H/F,199,211305,running,2,19,1,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,22,25,63,Pippa Mann,Susan G. Komen Foundation   (Dale Coyne),D/H/F,197,206805,running,0,16,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,23,27,17,Sebastian Saavedra,AFS   (Chip Ganassi),D/C/F,175,200305,crash,0,14,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,24,28,41,Jack Hawksworth,ABC Supply Co.   (A.J. Foyt),D/H/F,175,205055,crash,0,12,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,25,29,4,Stefano Coletti,knm / VBR   (KV Racing Technology),D/C/F,175,344555,crash,0,10,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,26,4,10,Tony Kanaan,NTT Data   (Chip Ganassi),D/C/F,151,375555,crash,30,11,1,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,27,33,19,James Davison,Always Evolving   (Dale Coyne),D/H/F,116,344055,crash,0,10,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,28,32,18,Tristan Vautier,Dale Coyne,D/H/F,116,344055,crash,0,10,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,29,13,32,Oriol Servia,Late Show With David Letterman   (Rahal Letterman Lanigan Racing),D/H/F,112,201805,crash,0,10,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,30,12,20,Ed Carpenter,Fuzzy's Vodka   (CFH Racing),D/C/F,112,344055,crash,0,10,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,31,30,88,Bryan Clauson,Jonathan Byrd's / Cancer Treatment Ctrs.   (KVSH Racing),D/C/F,61,200305,crash,0,10,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,32,21,8,Sage Karam,Comfort Revolution / Big Machine Records   (Chip Ganassi),D/C/F,0,344055,crash,0,10,0,,,,,,,,,,,,,5/24/2015
Indianapolis,6,2015,oval,33,22,43,Conor Daly,Smithfield Fueled by Bacon   (Schmidt Peterson Motorsports),D/H/F,0,201805,exhaust,0,10,0,,,,,,,,,,,,,5/24/2015
Belle Isle,7,2015,street,1,20,26,Carlos Munoz,AndrettiTV.com   (Andretti Autosport),D/H/F,47,90417,running,8,51,1,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,2,9,27,Marco Andretti,Merchant First / Snapple   (Andretti Autosport),D/H/F,47,80417,running,23,43,1,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,3,5,22,Simon Pagenaud,PPG Automotive Refinish   (Roger Penske),D/C/F,47,35000,running,0,35,0,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,4,1,1,Will Power,Verizon   (Roger Penske),D/C/F,47,81417,running,4,34,1,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,5,7,9,Scott Dixon,Target   (Chip Ganassi),D/C/F,47,70417,running,0,30,0,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,6,2,3,Helio Castroneves,Hitachi   (Roger Penske),D/C/F,47,69417,running,0,28,0,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,7,14,41,Jack Hawksworth,ABC Supply Co.   (A.J. Foyt),D/H/F,47,23000,running,0,26,0,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,8,18,67,Josef Newgarden,Hartman Oil   (CFH Racing),D/C/F,47,66417,running,0,24,0,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,9,19,20,Luca Filippi,Fuzzy's Vodka   (CFH Racing),D/C/F,47,65417,crash,0,22,0,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,10,3,2,Juan Pablo Montoya,Verizon   (Roger Penske),D/C/F,46,64417,running,0,20,0,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,11,4,14,Takuma Sato,ABC Supply Co.   (A.J. Foyt),D/H/F,46,63417,running,12,20,1,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,12,10,7,James Jakes,MediaTech   (Schmidt Peterson Motorsports),D/H/F,46,62417,running,0,18,0,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,13,16,28,Ryan Hunter-Reay,DHL   (Andretti Autosport),D/H/F,46,60417,running,0,17,0,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,14,6,11,Sebastien Bourdais,Mistic E-Cigs   (KVSH Racing),D/C/F,46,60417,running,0,16,0,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,15,8,4,Stefano Coletti,knm   (KV Racing Technology),D/C/F,46,60417,running,0,15,0,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,16,12,8,Sage Karam,Comfort Revolution / Big Machine Records   (Chip Ganassi),D/C/F,46,60417,running,0,14,0,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,17,11,19,Tristan Vautier,Boy Scouts of America   (Dale Coyne),D/H/F,46,60417,running,0,13,0,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,18,23,98,Gabby Chaves,Bowers & Wilkins / Curb   (BHA with Curb-Agajanian),D/H/F,46,60417,running,0,12,0,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,19,21,5,Conor Daly,Arrow / Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,46,60417,running,0,11,0,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,20,15,10,Tony Kanaan,Taylor Swift: The 1989 World Tour   (Chip Ganassi),D/C/F,33,60417,running,0,10,0,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,21,22,18,Rodolfo Gonzalez,Oster   (Dale Coyne),D/H/F,25,60417,rear hub,0,9,0,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,22,17,83,Charlie Kimball,Levemir FlexTouch   (Chip Ganassi),D/C/F,13,60417,crash,0,8,0,,,,,,,,,,,,,5/30/2015
Belle Isle,7,2015,street,23,13,15,Graham Rahal,Steak 'n Shake / Maxim   (Rahal Letterman Lanigan Racing),D/H/F,5,60417,crash,0,7,0,,,,,,,,,,,,,5/30/2015
Belle Isle,8,2015,street,1,9,11,Sebastien Bourdais,Mistic E-Cigs   (KVSH Racing),D/C/F,68,90417,running,18,51,1,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,2,15,14,Takuma Sato,ABC Supply Co.   (A.J. Foyt),D/H/F,68,80417,running,0,40,0,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,3,5,15,Graham Rahal,Steak 'n Shake / Maxim   (Rahal Letterman Lanigan Racing),D/H/F,68,75417,running,0,35,0,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,4,23,19,Tristan Vautier,Boy Scouts of America   (Dale Coyne),D/H/F,68,71417,running,0,32,0,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,5,7,27,Marco Andretti,Merchant First / Snapple   (Andretti Autosport),D/H/F,68,70417,running,0,30,0,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,6,10,5,Conor Daly,Arrow / Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,68,69417,running,12,29,1,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,7,19,41,Jack Hawksworth,ABC Supply Co.   (A.J. Foyt),D/H/F,68,28000,running,0,26,0,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,8,14,28,Ryan Hunter-Reay,DHL   (Andretti Autosport),D/H/F,68,66417,running,0,24,0,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,9,18,98,Gabby Chaves,Bowers & Wilkins / Curb   (BHA with Curb-Agajanian),D/H/F,68,65417,running,0,22,0,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,10,1,2,Juan Pablo Montoya,Verizon   (Roger Penske),D/C/F,68,74417,running,35,23,1,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,11,12,83,Charlie Kimball,Levemir FlexTouch   (Chip Ganassi),D/C/F,68,63417,running,0,19,0,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,12,20,8,Sage Karam,Comfort Revolution / Big Machine Records   (Chip Ganassi),D/C/F,68,62417,running,0,18,0,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,13,13,10,Tony Kanaan,Taylor Swift: The 1989 World Tour   (Chip Ganassi),D/C/F,68,60417,running,0,17,0,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,14,8,22,Simon Pagenaud,PPG Automotive Refinish   (Roger Penske),D/C/F,68,15000,running,0,16,0,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,15,16,7,James Jakes,MediaTech   (Schmidt Peterson Motorsports),D/H/F,67,60417,running,0,15,0,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,16,21,4,Stefano Coletti,knm   (KV Racing Technology),D/C/F,67,60417,running,0,14,0,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,17,17,20,Luca Filippi,Fuzzy's Vodka   (CFH Racing),D/C/F,66,60417,running,0,13,0,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,18,2,1,Will Power,Verizon   (Roger Penske),D/C/F,64,60417,crash,2,13,1,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,19,3,3,Helio Castroneves,Hitachi   (Roger Penske),D/C/F,64,60417,crash,0,11,0,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,20,4,9,Scott Dixon,Target   (Chip Ganassi),D/C/F,58,60417,crash,1,11,1,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,21,6,67,Josef Newgarden,Hartman Oil   (CFH Racing),D/C/F,49,60417,crash,0,9,0,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,22,22,18,Rodolfo Gonzalez,Oster   (Dale Coyne),D/H/F,35,60417,crash,0,8,0,,,,,,,,,,,,,5/31/2015
Belle Isle,8,2015,street,23,11,26,Carlos Munoz,AndrettiTV.com   (Andretti Autosport),D/H/F,8,60417,water leak,0,7,0,,,,,,,,,,,,,5/31/2015
Texas,9,2015,oval,1,7,9,Scott Dixon,Energizer EcoAdvanced   (Chip Ganassi),D/C/F,248,90417,running,97,53,1,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,2,8,10,Tony Kanaan,NTT Data   (Chip Ganassi),D/C/F,248,80417,running,57,41,1,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,3,3,3,Helio Castroneves,AAA Insurance   (Roger Penske),D/C/F,248,75417,running,7,36,1,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,4,5,2,Juan Pablo Montoya,Verizon   (Roger Penske),D/C/F,248,71417,running,16,33,1,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,5,11,27,Marco Andretti,Snapple   (Andretti Autosport),D/H/F,248,70417,running,2,31,1,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,6,4,26,Carlos Munoz,AndrettiTV.com / Belle Farma   (Andretti Autosport),D/H/F,247,79417,running,0,28,0,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,7,9,83,Charlie Kimball,Levemir FlexTouch   (Chip Ganassi),D/C/F,247,68417,running,1,27,1,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,8,19,5,Ryan Briscoe,Arrow / Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,247,66417,running,0,24,0,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,9,12,7,James Jakes,Oculus Transport   (Schmidt Peterson Motorsports),D/H/F,247,65417,running,2,23,1,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,10,20,98,Gabby Chaves,Bowers & Wilkins / Curb   (BHA with Curb-Agajanian),D/H/F,246,64417,running,0,20,0,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,11,2,22,Simon Pagenaud,Avaya   (Roger Penske),D/C/F,246,23000,running,59,20,1,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,12,10,8,Sage Karam,Lexar   (Chip Ganassi),D/C/F,245,62417,running,0,18,0,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,13,1,1,Will Power,Verizon   (Roger Penske),D/C/F,244,70417,running,7,19,1,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,14,18,11,Sebastien Bourdais,Hydroxycut   (KVSH Racing),D/C/F,244,60417,running,0,16,0,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,15,6,15,Graham Rahal,Mi-Jack / Maxim   (Rahal Letterman Lanigan Racing),D/H/F,243,60417,running,0,15,0,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,16,13,14,Takuma Sato,ABC Supply Co.   (A.J. Foyt),D/H/F,243,60417,running,0,14,0,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,17,22,18,Pippa Mann,Dale Coyne,D/H/F,242,60417,running,0,13,0,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,18,21,28,Ryan Hunter-Reay,DHL   (Andretti Autosport),D/H/F,241,60417,running,0,12,0,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,19,23,4,Stefano Coletti,knm   (KV Racing Technology),D/C/F,239,60417,running,0,11,0,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,20,16,19,Tristan Vautier,Boy Scouts of America   (Dale Coyne),D/H/F,156,60417,wheel bearing,0,10,0,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,21,14,67,Josef Newgarden,Hartman Oil   (CFH Racing),D/C/F,149,60417,engine,0,9,0,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,22,15,20,Ed Carpenter,Fuzzy's Vodka   (CFH Racing),D/C/F,147,60417,engine,0,8,0,,,,,,,,,,,,,6/6/2015
Texas,9,2015,oval,23,17,41,Jack Hawksworth,ABC Supply Co.   (A.J. Foyt),D/H/F,62,15000,suspension,0,7,0,,,,,,,,,,,,,6/6/2015
Toronto,10,2015,street,1,11,67,Josef Newgarden,Hartman Oil   (CFH Racing),D/C/F,85,90417,running,30,53,1,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,2,6,20,Luca Filippi,Fuzzy's Vodka   (CFH Racing),D/C/F,85,80417,running,2,41,1,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,3,7,3,Helio Castroneves,Hitachi   (Roger Penske),D/C/F,85,75417,running,15,36,1,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,4,1,1,Will Power,Verizon   (Roger Penske),D/C/F,85,81417,running,30,34,1,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,5,5,11,Sebastien Bourdais,Hydroxycut   (KVSH Racing),D/C/F,85,70417,running,0,30,0,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,6,9,10,Tony Kanaan,NTT Data   (Chip Ganassi),D/C/F,85,69417,running,3,29,1,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,7,3,2,Juan Pablo Montoya,PPG Automotive Refinish   (Roger Penske),D/C/F,85,68417,running,0,26,0,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,8,4,9,Scott Dixon,Jurassic World   (Chip Ganassi),D/C/F,85,66417,running,0,24,0,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,9,10,15,Graham Rahal,Rousseau Metal   (Rahal Letterman Lanigan Racing),D/H/F,85,65417,running,0,22,0,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,10,8,14,Takuma Sato,ABC Supply Co.   (A.J. Foyt),D/H/F,85,64417,running,0,20,0,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,11,2,22,Simon Pagenaud,Avaya   (Roger Penske),D/C/F,85,23000,running,0,19,0,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,12,19,5,Conor Daly,Arrow / Smithfield   (Schmidt Peterson Motorsports),D/H/F,85,62417,running,0,18,0,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,13,18,27,Marco Andretti,Snapple   (Andretti Autosport),D/H/F,85,60417,running,0,17,0,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,14,14,41,Jack Hawksworth,ABC Supply Co.   (A.J. Foyt),D/H/F,85,15000,running,0,16,0,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,15,22,98,Gabby Chaves,Bowers & Wilkins / Curb   (BHA with Curb-Agajanian),D/H/F,85,60417,running,0,15,0,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,16,17,8,Sebastian Saavedra,AFS   (Chip Ganassi),D/C/F,85,60417,running,0,14,0,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,17,21,19,Tristan Vautier,Boy Scouts of America   (Dale Coyne),D/H/F,85,60417,running,0,13,0,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,18,23,18,Rodolfo Gonzalez,Oster / Venezuela   (Dale Coyne),D/H/F,85,60417,running,5,13,1,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,19,16,28,Ryan Hunter-Reay,DHL   (Andretti Autosport),D/H/F,84,60417,brakes,0,11,0,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,20,15,83,Charlie Kimball,Levemir FlexTouch   (Chip Ganassi),D/C/F,84,60417,running,0,10,0,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,21,12,7,James Jakes,Arrow / MediaTech   (Schmidt Peterson Motorsports),D/H/F,84,60417,running,0,9,0,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,22,13,26,Carlos Munoz,AndrettiTV.com   (Andretti Autosport),D/H/F,69,60417,engine,0,8,0,,,,,,,,,,,,,6/14/2015
Toronto,10,2015,street,23,20,4,Stefano Coletti,knm   (KV Racing Technology),D/C/F,40,60417,crash,0,7,0,,,,,,,,,,,,,6/14/2015
