,driver,totalPoints,chamPos,season
16,Juan Pablo Montoya,66.0,30.0,2
17,Marco Andretti,10.0,34.0,2
18,Marcus Ericsson,339.0,12.0,2
19,Max Chilton,103.0,25.0,2
20,Patricio O'Ward,382.0,9.0,2
21,Pietro Fittipaldi,91.0,26.0,2
22,Rinus VeeKay,383.0,8.0,2
23,Romain Grosjean,222.0,20.0,2
24,Ryan Hunter-Reay,473.0,4.0,2
25,Santino Ferrucci,16.0,33.0,2
26,Scott Dixon,727.0,1.0,2
27,Scott McLaughlin,274.0,15.0,2
28,Sebastien Bourdais,416.0,7.0,2
29,Simon Pagenaud,496.0,2.0,2
30,Simona de Silvestro,80.0,28.0,2
31,Takuma Sato,341.0,11.0,2
32,Tony Kanaan,52.0,31.0,2
33,Will Power,333.0,13.0,2
0,Alex Palou,221.0,18.0,3
1,Alexander Rossi,381.0,9.0,3
2,Charlie Kimball,24.0,33.0,3
3,Colton Herta,346.0,13.0,3
4,Conor Daly,156.0,23.0,3
5,Dalton Kellett,189.0,20.0,3
6,Ed Carpenter,36.0,31.0,3
7,Ed Jones,204.0,19.0,3
8,Felix Rosenqvist,308.0,15.0,3
9,Graham Rahal,368.0,10.0,3
10,Helio Castroneves,133.0,25.0,3
11,J.R. Hildebrand,40.0,29.0,3
12,Jack Harvey,337.0,14.0,3
13,James Hinchcliffe,275.0,16.0,3
14,Jimmie Johnson,143.0,24.0,3
15,Josef Newgarden,611.0,1.0,3
16,Juan Pablo Montoya,53.0,28.0,3
17,Marco Andretti,10.0,34.0,3
18,Marcus Ericsson,393.0,8.0,3
19,Max Chilton,188.0,21.0,3
20,Patricio O'Ward,492.0,4.0,3
21,Pietro Fittipaldi,55.0,27.0,3
22,Rinus VeeKay,442.0,5.0,3
23,Romain Grosjean,166.0,22.0,3
24,Ryan Hunter-Reay,358.0,11.0,3
25,Santino Ferrucci,32.0,32.0,3
26,Scott Dixon,609.0,2.0,3
27,Scott McLaughlin,267.0,17.0,3
28,Sebastien Bourdais,437.0,6.0,3
29,Simon Pagenaud,596.0,3.0,3
30,Simona de Silvestro,38.0,30.0,3
31,Takuma Sato,352.0,12.0,3
32,Tony Kanaan,85.0,26.0,3
33,Will Power,437.0,7.0,3
0,Alex Palou,361.0,12.0,4
1,Alexander Rossi,442.0,5.0,4
2,Charlie Kimball,47.0,28.0,4
3,Colton Herta,416.0,7.0,4
4,Conor Daly,222.0,20.0,4
5,Dalton Kellett,175.0,23.0,4
6,Ed Carpenter,84.0,26.0,4
7,Ed Jones,201.0,22.0,4
8,Felix Rosenqvist,291.0,15.0,4
9,Graham Rahal,413.0,8.0,4
10,Helio Castroneves,69.0,27.0,4
11,J.R. Hildebrand,24.0,32.0,4
12,Jack Harvey,379.0,10.0,4
13,James Hinchcliffe,264.0,18.0,4
14,Jimmie Johnson,128.0,24.0,4
15,Josef Newgarden,604.0,1.0,4
16,Juan Pablo Montoya,44.0,29.0,4
17,Marco Andretti,10.0,34.0,4
18,Marcus Ericsson,289.0,16.0,4
19,Max Chilton,213.0,21.0,4
20,Patricio O'Ward,410.0,9.0,4
21,Pietro Fittipaldi,37.0,30.0,4
22,Rinus VeeKay,531.0,3.0,4
23,Romain Grosjean,227.0,19.0,4
24,Ryan Hunter-Reay,300.0,13.0,4
25,Santino Ferrucci,32.0,31.0,4
26,Scott Dixon,566.0,2.0,4
27,Scott McLaughlin,298.0,14.0,4
28,Sebastien Bourdais,276.0,17.0,4
29,Simon Pagenaud,521.0,4.0,4
30,Simona de Silvestro,12.0,33.0,4
31,Takuma Sato,367.0,11.0,4
32,Tony Kanaan,97.0,25.0,4
33,Will Power,432.0,6.0,4
0,Alex Palou,406.0,7.0,5
1,Alexander Rossi,349.0,12.0,5
2,Charlie Kimball,25.0,33.0,5
3,Colton Herta,429.0,5.0,5
4,Conor Daly,207.0,20.0,5
5,Dalton Kellett,143.0,24.0,5
6,Ed Carpenter,57.0,29.0,5
7,Ed Jones,224.0,19.0,5
8,Felix Rosenqvist,280.0,16.0,5
9,Graham Rahal,370.0,9.0,5
10,Helio Castroneves,94.0,26.0,5
11,J.R. Hildebrand,60.0,28.0,5
12,Jack Harvey,231.0,18.0,5
13,James Hinchcliffe,358.0,10.0,5
14,Jimmie Johnson,158.0,23.0,5
15,Josef Newgarden,613.0,1.0,5
16,Juan Pablo Montoya,130.0,25.0,5
17,Marco Andretti,40.0,31.0,5
18,Marcus Ericsson,320.0,15.0,5
19,Max Chilton,200.0,21.0,5
20,Patricio O'Ward,330.0,13.0,5
21,Pietro Fittipaldi,81.0,27.0,5
22,Rinus VeeKay,324.0,14.0,5
23,Romain Grosjean,174.0,22.0,5
24,Ryan Hunter-Reay,351.0,11.0,5
25,Santino Ferrucci,24.0,34.0,5
26,Scott Dixon,604.0,2.0,5
27,Scott McLaughlin,264.0,17.0,5
28,Sebastien Bourdais,411.0,6.0,5
29,Simon Pagenaud,520.0,4.0,5
30,Simona de Silvestro,30.0,32.0,5
31,Takuma Sato,405.0,8.0,5
32,Tony Kanaan,41.0,30.0,5
33,Will Power,529.0,3.0,5
0,Alex Palou,341.0,13.0,6
1,Alexander Rossi,441.0,5.0,6
2,Charlie Kimball,34.0,30.0,6
3,Colton Herta,311.0,15.0,6
4,Conor Daly,264.0,17.0,6
5,Dalton Kellett,137.0,25.0,6
6,Ed Carpenter,66.0,28.0,6
7,Ed Jones,222.0,19.0,6
8,Felix Rosenqvist,361.0,11.0,6
9,Graham Rahal,436.0,6.0,6
10,Helio Castroneves,202.0,20.0,6
11,J.R. Hildebrand,26.0,31.0,6
12,Jack Harvey,257.0,18.0,6
13,James Hinchcliffe,353.0,12.0,6
14,Jimmie Johnson,196.0,22.0,6
15,Josef Newgarden,537.0,2.0,6
16,Juan Pablo Montoya,65.0,29.0,6
17,Marco Andretti,12.0,34.0,6
18,Marcus Ericsson,445.0,4.0,6
19,Max Chilton,198.0,21.0,6
20,Patricio O'Ward,389.0,7.0,6
21,Pietro Fittipaldi,92.0,27.0,6
22,Rinus VeeKay,371.0,10.0,6
23,Romain Grosjean,190.0,23.0,6
24,Ryan Hunter-Reay,328.0,14.0,6
25,Santino Ferrucci,20.0,32.0,6
26,Scott Dixon,660.0,1.0,6
27,Scott McLaughlin,181.0,24.0,6
28,Sebastien Bourdais,386.0,8.0,6
29,Simon Pagenaud,485.0,3.0,6
30,Simona de Silvestro,16.0,33.0,6
31,Takuma Sato,273.0,16.0,6
32,Tony Kanaan,109.0,26.0,6
33,Will Power,378.0,9.0,6
0,Alex Palou,343.0,12.0,7
1,Alexander Rossi,336.0,14.0,7
2,Charlie Kimball,16.0,31.0,7
3,Colton Herta,362.0,11.0,7
4,Conor Daly,311.0,16.0,7
5,Dalton Kellett,190.0,22.0,7
6,Ed Carpenter,35.0,29.0,7
7,Ed Jones,193.0,21.0,7
8,Felix Rosenqvist,296.0,17.0,7
9,Graham Rahal,425.0,6.0,7
10,Helio Castroneves,178.0,24.0,7
11,J.R. Hildebrand,20.0,30.0,7
12,Jack Harvey,342.0,13.0,7
13,James Hinchcliffe,463.0,3.0,7
14,Jimmie Johnson,180.0,23.0,7
15,Josef Newgarden,428.0,5.0,7
16,Juan Pablo Montoya,50.0,27.0,7
17,Marco Andretti,14.0,33.0,7
18,Marcus Ericsson,408.0,7.0,7
19,Max Chilton,212.0,20.0,7
20,Patricio O'Ward,376.0,10.0,7
21,Pietro Fittipaldi,83.0,26.0,7
22,Rinus VeeKay,278.0,19.0,7
23,Romain Grosjean,178.0,25.0,7
24,Ryan Hunter-Reay,314.0,15.0,7
25,Santino Ferrucci,16.0,32.0,7
26,Scott Dixon,696.0,1.0,7
27,Scott McLaughlin,279.0,18.0,7
28,Sebastien Bourdais,454.0,4.0,7
29,Simon Pagenaud,469.0,2.0,7
30,Simona de Silvestro,10.0,34.0,7
31,Takuma Sato,402.0,8.0,7
32,Tony Kanaan,42.0,28.0,7
33,Will Power,383.0,9.0,7
0,Alex Palou,313.0,13.0,8
1,Alexander Rossi,377.0,9.0,8
2,Charlie Kimball,27.0,32.0,8
3,Colton Herta,470.0,4.0,8
4,Conor Daly,156.0,23.0,8
5,Dalton Kellett,143.0,24.0,8
6,Ed Carpenter,88.0,27.0,8
7,Ed Jones,287.0,17.0,8
8,Felix Rosenqvist,294.0,14.0,8
9,Graham Rahal,469.0,5.0,8
10,Helio Castroneves,166.0,22.0,8
11,J.R. Hildebrand,56.0,30.0,8
12,Jack Harvey,360.0,10.0,8
13,James Hinchcliffe,359.0,11.0,8
14,Jimmie Johnson,134.0,25.0,8
15,Josef Newgarden,532.0,3.0,8
16,Juan Pablo Montoya,126.0,26.0,8
17,Marco Andretti,18.0,33.0,8
18,Marcus Ericsson,243.0,18.0,8
19,Max Chilton,182.0,21.0,8
20,Patricio O'Ward,436.0,6.0,8
21,Pietro Fittipaldi,60.0,29.0,8
22,Rinus VeeKay,348.0,12.0,8
23,Romain Grosjean,194.0,20.0,8
24,Ryan Hunter-Reay,289.0,15.0,8
25,Santino Ferrucci,10.0,34.0,8
26,Scott Dixon,639.0,1.0,8
27,Scott McLaughlin,199.0,19.0,8
28,Sebastien Bourdais,401.0,8.0,8
29,Simon Pagenaud,572.0,2.0,8
30,Simona de Silvestro,34.0,31.0,8
31,Takuma Sato,289.0,16.0,8
32,Tony Kanaan,75.0,28.0,8
33,Will Power,436.0,7.0,8
0,Alex Palou,375.0,8.0,9
1,Alexander Rossi,383.0,7.0,9
2,Charlie Kimball,42.0,30.0,9
3,Colton Herta,374.0,10.0,9
4,Conor Daly,196.0,22.0,9
5,Dalton Kellett,209.0,21.0,9
6,Ed Carpenter,43.0,29.0,9
7,Ed Jones,346.0,11.0,9
8,Felix Rosenqvist,345.0,12.0,9
9,Graham Rahal,438.0,5.0,9
10,Helio Castroneves,165.0,23.0,9
11,J.R. Hildebrand,10.0,32.0,9
12,Jack Harvey,292.0,16.0,9
13,James Hinchcliffe,295.0,15.0,9
14,Jimmie Johnson,146.0,25.0,9
15,Josef Newgarden,472.0,3.0,9
16,Juan Pablo Montoya,42.0,31.0,9
17,Marco Andretti,10.0,33.0,9
18,Marcus Ericsson,280.0,17.0,9
19,Max Chilton,159.0,24.0,9
20,Patricio O'Ward,375.0,9.0,9
21,Pietro Fittipaldi,84.0,26.0,9
22,Rinus VeeKay,413.0,6.0,9
23,Romain Grosjean,250.0,19.0,9
24,Ryan Hunter-Reay,454.0,4.0,9
25,Santino Ferrucci,10.0,34.0,9
26,Scott Dixon,676.0,1.0,9
27,Scott McLaughlin,235.0,20.0,9
28,Sebastien Bourdais,269.0,18.0,9
29,Simon Pagenaud,636.0,2.0,9
30,Simona de Silvestro,44.0,28.0,9
31,Takuma Sato,315.0,14.0,9
32,Tony Kanaan,61.0,27.0,9
33,Will Power,338.0,13.0,9
0,Alex Palou,259.0,17.0,10
1,Alexander Rossi,404.0,10.0,10
2,Charlie Kimball,24.0,31.0,10
3,Colton Herta,438.0,5.0,10
4,Conor Daly,228.0,20.0,10
5,Dalton Kellett,169.0,22.0,10
6,Ed Carpenter,57.0,27.0,10
7,Ed Jones,225.0,21.0,10
8,Felix Rosenqvist,427.0,7.0,10
9,Graham Rahal,468.0,3.0,10
10,Helio Castroneves,158.0,23.0,10
11,J.R. Hildebrand,48.0,29.0,10
12,Jack Harvey,333.0,13.0,10
13,James Hinchcliffe,311.0,16.0,10
14,Jimmie Johnson,137.0,24.0,10
15,Josef Newgarden,631.0,1.0,10
16,Juan Pablo Montoya,22.0,32.0,10
17,Marco Andretti,40.0,30.0,10
18,Marcus Ericsson,445.0,4.0,10
19,Max Chilton,115.0,25.0,10
20,Patricio O'Ward,317.0,15.0,10
21,Pietro Fittipaldi,50.0,28.0,10
22,Rinus VeeKay,426.0,8.0,10
23,Romain Grosjean,229.0,19.0,10
24,Ryan Hunter-Reay,324.0,14.0,10
25,Santino Ferrucci,20.0,33.0,10
26,Scott Dixon,564.0,2.0,10
27,Scott McLaughlin,256.0,18.0,10
28,Sebastien Bourdais,360.0,12.0,10
29,Simon Pagenaud,428.0,6.0,10
30,Simona de Silvestro,10.0,34.0,10
31,Takuma Sato,372.0,11.0,10
32,Tony Kanaan,65.0,26.0,10
33,Will Power,422.0,9.0,10
0,Alex Palou,296.0,14.0,11
1,Alexander Rossi,290.0,17.0,11
2,Charlie Kimball,31.0,30.0,11
3,Colton Herta,377.0,8.0,11
4,Conor Daly,185.0,22.0,11
5,Dalton Kellett,274.0,18.0,11
6,Ed Carpenter,77.0,28.0,11
7,Ed Jones,227.0,19.0,11
8,Felix Rosenqvist,320.0,11.0,11
9,Graham Rahal,392.0,7.0,11
10,Helio Castroneves,89.0,27.0,11
11,J.R. Hildebrand,28.0,31.0,11
12,Jack Harvey,294.0,15.0,11
13,James Hinchcliffe,500.0,4.0,11
14,Jimmie Johnson,125.0,24.0,11
15,Josef Newgarden,561.0,3.0,11
16,Juan Pablo Montoya,74.0,29.0,11
17,Marco Andretti,10.0,33.0,11
18,Marcus Ericsson,310.0,12.0,11
19,Max Chilton,211.0,21.0,11
20,Patricio O'Ward,355.0,10.0,11
21,Pietro Fittipaldi,116.0,25.0,11
22,Rinus VeeKay,301.0,13.0,11
23,Romain Grosjean,184.0,23.0,11
24,Ryan Hunter-Reay,293.0,16.0,11
25,Santino Ferrucci,10.0,34.0,11
26,Scott Dixon,589.0,2.0,11
27,Scott McLaughlin,215.0,20.0,11
28,Sebastien Bourdais,484.0,5.0,11
29,Simon Pagenaud,625.0,1.0,11
30,Simona de Silvestro,12.0,32.0,11
31,Takuma Sato,356.0,9.0,11
32,Tony Kanaan,115.0,26.0,11
33,Will Power,456.0,6.0,11
0,Alex Palou,299.0,13.0,12
1,Alexander Rossi,480.0,5.0,12
2,Charlie Kimball,68.0,28.0,12
3,Colton Herta,334.0,11.0,12
4,Conor Daly,199.0,20.0,12
5,Dalton Kellett,166.0,23.0,12
6,Ed Carpenter,119.0,25.0,12
7,Ed Jones,225.0,19.0,12
8,Felix Rosenqvist,267.0,17.0,12
9,Graham Rahal,399.0,8.0,12
10,Helio Castroneves,110.0,26.0,12
11,J.R. Hildebrand,10.0,31.0,12
12,Jack Harvey,355.0,9.0,12
13,James Hinchcliffe,230.0,18.0,12
14,Jimmie Johnson,185.0,22.0,12
15,Josef Newgarden,530.0,3.0,12
16,Juan Pablo Montoya,56.0,29.0,12
17,Marco Andretti,10.0,32.0,12
18,Marcus Ericsson,342.0,10.0,12
19,Max Chilton,163.0,24.0,12
20,Patricio O'Ward,446.0,7.0,12
21,Pietro Fittipaldi,53.0,30.0,12
22,Rinus VeeKay,327.0,12.0,12
23,Romain Grosjean,292.0,15.0,12
24,Ryan Hunter-Reay,293.0,14.0,12
25,Santino Ferrucci,10.0,33.0,12
26,Scott Dixon,592.0,2.0,12
27,Scott McLaughlin,188.0,21.0,12
28,Sebastien Bourdais,459.0,6.0,12
29,Simon Pagenaud,660.0,1.0,12
30,Simona de Silvestro,10.0,34.0,12
31,Takuma Sato,283.0,16.0,12
32,Tony Kanaan,106.0,27.0,12
33,Will Power,516.0,4.0,12
0,Alex Palou,334.0,11.0,13
1,Alexander Rossi,397.0,8.0,13
2,Charlie Kimball,33.0,31.0,13
3,Colton Herta,464.0,4.0,13
4,Conor Daly,223.0,19.0,13
5,Dalton Kellett,193.0,21.0,13
6,Ed Carpenter,37.0,30.0,13
7,Ed Jones,222.0,20.0,13
8,Felix Rosenqvist,305.0,13.0,13
9,Graham Rahal,305.0,14.0,13
10,Helio Castroneves,113.0,25.0,13
11,J.R. Hildebrand,10.0,33.0,13
12,Jack Harvey,298.0,17.0,13
13,James Hinchcliffe,412.0,7.0,13
14,Jimmie Johnson,188.0,22.0,13
15,Josef Newgarden,488.0,3.0,13
16,Juan Pablo Montoya,88.0,26.0,13
17,Marco Andretti,48.0,29.0,13
18,Marcus Ericsson,371.0,10.0,13
19,Max Chilton,188.0,23.0,13
20,Patricio O'Ward,378.0,9.0,13
21,Pietro Fittipaldi,73.0,27.0,13
22,Rinus VeeKay,306.0,12.0,13
23,Romain Grosjean,147.0,24.0,13
24,Ryan Hunter-Reay,294.0,18.0,13
25,Santino Ferrucci,30.0,32.0,13
26,Scott Dixon,737.0,1.0,13
27,Scott McLaughlin,302.0,16.0,13
28,Sebastien Bourdais,538.0,2.0,13
29,Simon Pagenaud,459.0,5.0,13
30,Simona de Silvestro,10.0,34.0,13
31,Takuma Sato,304.0,15.0,13
32,Tony Kanaan,61.0,28.0,13
33,Will Power,426.0,6.0,13
0,Alex Palou,241.0,20.0,14
1,Alexander Rossi,389.0,10.0,14
2,Charlie Kimball,15.0,31.0,14
3,Colton Herta,392.0,9.0,14
4,Conor Daly,227.0,21.0,14
5,Dalton Kellett,170.0,24.0,14
6,Ed Carpenter,92.0,27.0,14
7,Ed Jones,261.0,17.0,14
8,Felix Rosenqvist,277.0,15.0,14
9,Graham Rahal,438.0,5.0,14
10,Helio Castroneves,157.0,25.0,14
11,J.R. Hildebrand,16.0,30.0,14
12,Jack Harvey,208.0,23.0,14
13,James Hinchcliffe,314.0,12.0,14
14,Jimmie Johnson,248.0,19.0,14
15,Josef Newgarden,544.0,2.0,14
16,Juan Pablo Montoya,66.0,28.0,14
17,Marco Andretti,10.0,32.0,14
18,Marcus Ericsson,393.0,8.0,14
19,Max Chilton,279.0,14.0,14
20,Patricio O'Ward,522.0,4.0,14
21,Pietro Fittipaldi,41.0,29.0,14
22,Rinus VeeKay,256.0,18.0,14
23,Romain Grosjean,217.0,22.0,14
24,Ryan Hunter-Reay,295.0,13.0,14
25,Santino Ferrucci,10.0,33.0,14
26,Scott Dixon,612.0,1.0,14
27,Scott McLaughlin,263.0,16.0,14
28,Sebastien Bourdais,433.0,6.0,14
29,Simon Pagenaud,535.0,3.0,14
30,Simona de Silvestro,10.0,34.0,14
31,Takuma Sato,331.0,11.0,14
32,Tony Kanaan,102.0,26.0,14
33,Will Power,418.0,7.0,14
0,Alex Palou,216.0,20.0,15
1,Alexander Rossi,394.0,8.0,15
2,Charlie Kimball,42.0,31.0,15
3,Colton Herta,446.0,5.0,15
4,Conor Daly,171.0,22.0,15
5,Dalton Kellett,226.0,19.0,15
6,Ed Carpenter,56.0,29.0,15
7,Ed Jones,258.0,16.0,15
8,Felix Rosenqvist,328.0,13.0,15
9,Graham Rahal,374.0,9.0,15
10,Helio Castroneves,121.0,25.0,15
11,J.R. Hildebrand,10.0,33.0,15
12,Jack Harvey,333.0,12.0,15
13,James Hinchcliffe,369.0,10.0,15
14,Jimmie Johnson,173.0,21.0,15
15,Josef Newgarden,622.0,2.0,15
16,Juan Pablo Montoya,66.0,28.0,15
17,Marco Andretti,10.0,34.0,15
18,Marcus Ericsson,342.0,11.0,15
19,Max Chilton,158.0,24.0,15
20,Patricio O'Ward,459.0,3.0,15
21,Pietro Fittipaldi,118.0,26.0,15
22,Rinus VeeKay,419.0,7.0,15
23,Romain Grosjean,168.0,23.0,15
24,Ryan Hunter-Reay,326.0,14.0,15
25,Santino Ferrucci,24.0,32.0,15
26,Scott Dixon,675.0,1.0,15
27,Scott McLaughlin,256.0,17.0,15
28,Sebastien Bourdais,319.0,15.0,15
29,Simon Pagenaud,453.0,4.0,15
30,Simona de Silvestro,56.0,30.0,15
31,Takuma Sato,247.0,18.0,15
32,Tony Kanaan,104.0,27.0,15
33,Will Power,443.0,6.0,15
0,Alex Palou,336.0,11.0,16
1,Alexander Rossi,506.0,3.0,16
2,Charlie Kimball,80.0,28.0,16
3,Colton Herta,431.0,5.0,16
4,Conor Daly,232.0,21.0,16
5,Dalton Kellett,268.0,18.0,16
6,Ed Carpenter,82.0,27.0,16
7,Ed Jones,272.0,17.0,16
8,Felix Rosenqvist,293.0,15.0,16
9,Graham Rahal,385.0,8.0,16
10,Helio Castroneves,124.0,24.0,16
11,J.R. Hildebrand,10.0,32.0,16
12,Jack Harvey,263.0,19.0,16
13,James Hinchcliffe,287.0,16.0,16
14,Jimmie Johnson,110.0,25.0,16
15,Josef Newgarden,500.0,4.0,16
16,Juan Pablo Montoya,43.0,31.0,16
17,Marco Andretti,48.0,30.0,16
18,Marcus Ericsson,423.0,6.0,16
19,Max Chilton,141.0,23.0,16
20,Patricio O'Ward,256.0,20.0,16
21,Pietro Fittipaldi,68.0,29.0,16
22,Rinus VeeKay,370.0,10.0,16
23,Romain Grosjean,199.0,22.0,16
24,Ryan Hunter-Reay,398.0,7.0,16
25,Santino Ferrucci,10.0,33.0,16
26,Scott Dixon,619.0,2.0,16
27,Scott McLaughlin,372.0,9.0,16
28,Sebastien Bourdais,297.0,14.0,16
29,Simon Pagenaud,628.0,1.0,16
30,Simona de Silvestro,10.0,34.0,16
31,Takuma Sato,310.0,13.0,16
32,Tony Kanaan,94.0,26.0,16
33,Will Power,317.0,12.0,16
0,Alex Palou,288.0,18.0,17
1,Alexander Rossi,330.0,14.0,17
2,Charlie Kimball,24.0,30.0,17
3,Colton Herta,431.0,6.0,17
4,Conor Daly,325.0,15.0,17
5,Dalton Kellett,173.0,22.0,17
6,Ed Carpenter,81.0,26.0,17
7,Ed Jones,361.0,10.0,17
8,Felix Rosenqvist,290.0,17.0,17
9,Graham Rahal,501.0,3.0,17
10,Helio Castroneves,74.0,27.0,17
11,J.R. Hildebrand,12.0,31.0,17
12,Jack Harvey,215.0,20.0,17
13,James Hinchcliffe,359.0,11.0,17
14,Jimmie Johnson,186.0,21.0,17
15,Josef Newgarden,494.0,4.0,17
16,Juan Pablo Montoya,71.0,28.0,17
17,Marco Andretti,10.0,32.0,17
18,Marcus Ericsson,371.0,9.0,17
19,Max Chilton,141.0,24.0,17
20,Patricio O'Ward,350.0,12.0,17
21,Pietro Fittipaldi,56.0,29.0,17
22,Rinus VeeKay,315.0,16.0,17
23,Romain Grosjean,159.0,23.0,17
24,Ryan Hunter-Reay,337.0,13.0,17
25,Santino Ferrucci,10.0,33.0,17
26,Scott Dixon,652.0,1.0,17
27,Scott McLaughlin,247.0,19.0,17
28,Sebastien Bourdais,413.0,7.0,17
29,Simon Pagenaud,563.0,2.0,17
30,Simona de Silvestro,10.0,34.0,17
31,Takuma Sato,388.0,8.0,17
32,Tony Kanaan,87.0,25.0,17
33,Will Power,458.0,5.0,17
0,Alex Palou,374.0,9.0,18
1,Alexander Rossi,443.0,5.0,18
2,Charlie Kimball,44.0,32.0,18
3,Colton Herta,395.0,7.0,18
4,Conor Daly,223.0,21.0,18
5,Dalton Kellett,132.0,24.0,18
6,Ed Carpenter,90.0,27.0,18
7,Ed Jones,244.0,19.0,18
8,Felix Rosenqvist,240.0,20.0,18
9,Graham Rahal,468.0,4.0,18
10,Helio Castroneves,111.0,26.0,18
11,J.R. Hildebrand,14.0,34.0,18
12,Jack Harvey,285.0,18.0,18
13,James Hinchcliffe,296.0,16.0,18
14,Jimmie Johnson,294.0,17.0,18
15,Josef Newgarden,530.0,2.0,18
16,Juan Pablo Montoya,88.0,28.0,18
17,Marco Andretti,20.0,33.0,18
18,Marcus Ericsson,335.0,12.0,18
19,Max Chilton,180.0,22.0,18
20,Patricio O'Ward,357.0,11.0,18
21,Pietro Fittipaldi,48.0,30.0,18
22,Rinus VeeKay,319.0,13.0,18
23,Romain Grosjean,145.0,23.0,18
24,Ryan Hunter-Reay,311.0,14.0,18
25,Santino Ferrucci,48.0,31.0,18
26,Scott Dixon,587.0,1.0,18
27,Scott McLaughlin,376.0,8.0,18
28,Sebastien Bourdais,374.0,10.0,18
29,Simon Pagenaud,503.0,3.0,18
30,Simona de Silvestro,56.0,29.0,18
31,Takuma Sato,308.0,15.0,18
32,Tony Kanaan,124.0,25.0,18
33,Will Power,420.0,6.0,18
0,Alex Palou,265.0,16.0,19
1,Alexander Rossi,420.0,6.0,19
2,Charlie Kimball,20.0,31.0,19
3,Colton Herta,391.0,8.0,19
4,Conor Daly,191.0,23.0,19
5,Dalton Kellett,198.0,21.0,19
6,Ed Carpenter,101.0,28.0,19
7,Ed Jones,211.0,20.0,19
8,Felix Rosenqvist,373.0,9.0,19
9,Graham Rahal,502.0,3.0,19
10,Helio Castroneves,130.0,25.0,19
11,J.R. Hildebrand,10.0,33.0,19
12,Jack Harvey,254.0,18.0,19
13,James Hinchcliffe,259.0,17.0,19
14,Jimmie Johnson,189.0,24.0,19
15,Josef Newgarden,642.0,1.0,19
16,Juan Pablo Montoya,115.0,26.0,19
17,Marco Andretti,10.0,34.0,19
18,Marcus Ericsson,396.0,7.0,19
19,Max Chilton,192.0,22.0,19
20,Patricio O'Ward,371.0,10.0,19
21,Pietro Fittipaldi,51.0,29.0,19
22,Rinus VeeKay,286.0,15.0,19
23,Romain Grosjean,222.0,19.0,19
24,Ryan Hunter-Reay,304.0,14.0,19
25,Santino Ferrucci,48.0,30.0,19
26,Scott Dixon,583.0,2.0,19
27,Scott McLaughlin,330.0,12.0,19
28,Sebastien Bourdais,316.0,13.0,19
29,Simon Pagenaud,502.0,4.0,19
30,Simona de Silvestro,12.0,32.0,19
31,Takuma Sato,350.0,11.0,19
32,Tony Kanaan,111.0,27.0,19
33,Will Power,427.0,5.0,19
0,Alex Palou,318.0,13.0,20
1,Alexander Rossi,473.0,5.0,20
2,Charlie Kimball,15.0,34.0,20
3,Colton Herta,522.0,4.0,20
4,Conor Daly,189.0,23.0,20
5,Dalton Kellett,174.0,24.0,20
6,Ed Carpenter,58.0,28.0,20
7,Ed Jones,270.0,18.0,20
8,Felix Rosenqvist,343.0,9.0,20
9,Graham Rahal,294.0,16.0,20
10,Helio Castroneves,155.0,25.0,20
11,J.R. Hildebrand,22.0,33.0,20
12,Jack Harvey,321.0,12.0,20
