driver,date,year,EloRating
Ryan Briscoe,2013-07-13,2013,1635.47465892491
Ryan Hunter-Reay,2013-07-13,2013,1683.60363504234
Scott Dixon,2013-07-13,2013,1850.38281802659
Sebastian Saavedra,2013-07-13,2013,1337.70286138416
Sebastien Bourdais,2013-07-13,2013,1437.69956386395
Simon Pagenaud,2013-07-13,2013,1734.96727251721
Simona de Silvestro,2013-07-13,2013,1350.37993158023
Takuma Sato,2013-07-13,2013,1482.38747126075
Tony Kanaan,2013-07-13,2013,1726.07744951922
Tristan Vautier,2013-07-13,2013,1464.71315687915
Will Power,2013-07-13,2013,1625.19062145722
Alex Tagliani,2013-07-14,2013,1460.9825151382
Carlos Munoz,2013-07-14,2013,1522.73343906334
Charlie Kimball,2013-07-14,2013,1579.61803470747
Dario Franchitti,2013-07-14,2013,1770.20850939747
E.J. Viso,2013-07-14,2013,1479.30444584676
Ed Carpenter,2013-07-14,2013,1521.95749338523
Graham Rahal,2013-07-14,2013,1582.64818288305
Helio Castroneves,2013-07-14,2013,1853.12077941039
James Hinchcliffe,2013-07-14,2013,1546.81590403747
James Jakes,2013-07-14,2013,1442.56094757572
Josef Newgarden,2013-07-14,2013,1496.87588810937
Justin Wilson,2013-07-14,2013,1630.60693573095
Marco Andretti,2013-07-14,2013,1663.06075769745
Mike Conway,2013-07-14,2013,1496.20318307998
Ryan Hunter-Reay,2013-07-14,2013,1658.02583835137
Scott Dixon,2013-07-14,2013,1861.82614497205
Sebastian Saavedra,2013-07-14,2013,1343.51626177166
Sebastien Bourdais,2013-07-14,2013,1463.59661330935
Simon Pagenaud,2013-07-14,2013,1731.34127259613
Simona de Silvestro,2013-07-14,2013,1355.6010972874
Takuma Sato,2013-07-14,2013,1467.781973224
Tony Kanaan,2013-07-14,2013,1688.00608765257
Tristan Vautier,2013-07-14,2013,1462.06862100834
Will Power,2013-07-14,2013,1604.34264928132
Charlie Kimball,2013-08-04,2013,1603.38712010297
Dario Franchitti,2013-08-04,2013,1783.37981131202
E.J. Viso,2013-08-04,2013,1472.60042336883
Ed Carpenter,2013-08-04,2013,1509.47202494535
Graham Rahal,2013-08-04,2013,1571.69991792493
Helio Castroneves,2013-08-04,2013,1859.51793422797
James Davison,2013-08-04,2013,1498.91822705544
James Hinchcliffe,2013-08-04,2013,1556.07024524585
James Jakes,2013-08-04,2013,1448.69613991318
Josef Newgarden,2013-08-04,2013,1476.01892295681
Justin Wilson,2013-08-04,2013,1636.77807437361
Luca Filippi,2013-08-04,2013,1497.39613593416
Marco Andretti,2013-08-04,2013,1663.56447891809
Oriol Servia,2013-08-04,2013,1668.79367705334
Ryan Hunter-Reay,2013-08-04,2013,1665.61704540184
Scott Dixon,2013-08-04,2013,1860.98025276683
Sebastian Saavedra,2013-08-04,2013,1338.86012376521
Sebastien Bourdais,2013-08-04,2013,1471.03145893228
Simon Pagenaud,2013-08-04,2013,1749.80283751728
Simona de Silvestro,2013-08-04,2013,1368.53984658246
Takuma Sato,2013-08-04,2013,1450.67365499532
Tony Kanaan,2013-08-04,2013,1657.34736269864
Tristan Vautier,2013-08-04,2013,1448.80960461044
Will Power,2013-08-04,2013,1617.99940596484
Charlie Kimball,2013-08-25,2013,1581.00928321484
Dario Franchitti,2013-08-25,2013,1792.36534966195
E.J. Viso,2013-08-25,2013,1476.39930703102
Ed Carpenter,2013-08-25,2013,1501.07065303731
Graham Rahal,2013-08-25,2013,1574.65927589799
Helio Castroneves,2013-08-25,2013,1858.88641011952
J.R. Hildebrand,2013-08-25,2013,1528.31405640696
James Davison,2013-08-25,2013,1493.66034763367
James Hinchcliffe,2013-08-25,2013,1569.63738818206
James Jakes,2013-08-25,2013,1426.11429153968
Josef Newgarden,2013-08-25,2013,1455.63438819388
Justin Wilson,2013-08-25,2013,1658.39179982134
Lucas Luhr,2013-08-25,2013,1483.47493172806
Marco Andretti,2013-08-25,2013,1682.7765144423
Ryan Briscoe,2013-08-25,2013,1626.32630637612
Ryan Hunter-Reay,2013-08-25,2013,1674.13253717901
Scott Dixon,2013-08-25,2013,1838.98422607275
Sebastian Saavedra,2013-08-25,2013,1330.70570369611
Sebastien Bourdais,2013-08-25,2013,1484.33206481614
Simon Pagenaud,2013-08-25,2013,1764.51087460904
Simona de Silvestro,2013-08-25,2013,1389.51179159393
Takuma Sato,2013-08-25,2013,1432.20715675778
Tony Kanaan,2013-08-25,2013,1655.81707271469
Tristan Vautier,2013-08-25,2013,1457.01768578526
Will Power,2013-08-25,2013,1641.35946011853
Charlie Kimball,2013-09-01,2013,1597.71508942604
Dario Franchitti,2013-09-01,2013,1765.73236698817
E.J. Viso,2013-09-01,2013,1481.90402678426
Ed Carpenter,2013-09-01,2013,1502.57501656496
Graham Rahal,2013-09-01,2013,1565.33266700904
Helio Castroneves,2013-09-01,2013,1854.38808739659
James Hinchcliffe,2013-09-01,2013,1584.37382970333
James Jakes,2013-09-01,2013,1409.73618357257
Josef Newgarden,2013-09-01,2013,1481.8457265628
Justin Wilson,2013-09-01,2013,1671.61117360637
Luca Filippi,2013-09-01,2013,1478.54239543801
Marco Andretti,2013-09-01,2013,1686.95713489
Oriol Servia,2013-09-01,2013,1668.76441207814
Ryan Hunter-Reay,2013-09-01,2013,1649.80671355622
Scott Dixon,2013-09-01,2013,1805.95772802993
Sebastian Saavedra,2013-09-01,2013,1353.7763194654
Sebastien Bourdais,2013-09-01,2013,1514.75561547722
Simon Pagenaud,2013-09-01,2013,1781.89982880602
Simona de Silvestro,2013-09-01,2013,1418.71251205174
Stefan Wilson,2013-09-01,2013,1497.82425979746
Takuma Sato,2013-09-01,2013,1411.25593184303
Tony Kanaan,2013-09-01,2013,1647.27292800447
Tristan Vautier,2013-09-01,2013,1462.28328084217
Will Power,2013-09-01,2013,1618.6898195787
Charlie Kimball,2013-10-05,2013,1602.89546494521
Dario Franchitti,2013-10-05,2013,1754.72286324727
E.J. Viso,2013-10-05,2013,1492.81500616107
Ed Carpenter,2013-10-05,2013,1482.52925383111
Graham Rahal,2013-10-05,2013,1582.86981922054
Helio Castroneves,2013-10-05,2013,1833.12519119286
James Hinchcliffe,2013-10-05,2013,1552.01877929665
James Jakes,2013-10-05,2013,1433.43472249902
Josef Newgarden,2013-10-05,2013,1506.82928192987
Justin Wilson,2013-10-05,2013,1693.41528401177
Luca Filippi,2013-10-05,2013,1485.86905931068
Marco Andretti,2013-10-05,2013,1683.47002738158
Mike Conway,2013-10-05,2013,1491.53839085494
Oriol Servia,2013-10-05,2013,1652.24313731296
Ryan Hunter-Reay,2013-10-05,2013,1630.58218395561
Scott Dixon,2013-10-05,2013,1821.64918369055
Sebastian Saavedra,2013-10-05,2013,1361.37693781331
Sebastien Bourdais,2013-10-05,2013,1529.49840299841
Simon Pagenaud,2013-10-05,2013,1790.46357404334
Simona de Silvestro,2013-10-05,2013,1446.50678183583
Takuma Sato,2013-10-05,2013,1398.21231397748
Tony Kanaan,2013-10-05,2013,1624.99102303126
Tristan Vautier,2013-10-05,2013,1447.36965297111
Will Power,2013-10-05,2013,1611.66563524273
Charlie Kimball,2013-10-06,2013,1615.20384254996
Dario Franchitti,2013-10-06,2013,1738.81482988229
E.J. Viso,2013-10-06,2013,1489.13130863819
Ed Carpenter,2013-10-06,2013,1464.65861756973
Graham Rahal,2013-10-06,2013,1571.36510910247
Helio Castroneves,2013-10-06,2013,1790.34909815433
James Hinchcliffe,2013-10-06,2013,1574.95118844452
James Jakes,2013-10-06,2013,1430.45981907919
Josef Newgarden,2013-10-06,2013,1509.13992562957
Justin Wilson,2013-10-06,2013,1706.93140619764
Luca Filippi,2013-10-06,2013,1477.1825706278
Marco Andretti,2013-10-06,2013,1655.79209359724
Mike Conway,2013-10-06,2013,1505.71814110048
Oriol Servia,2013-10-06,2013,1666.50471909846
Ryan Hunter-Reay,2013-10-06,2013,1602.43745794795
Scott Dixon,2013-10-06,2013,1833.00958438973
Sebastian Saavedra,2013-10-06,2013,1373.80367185255
Sebastien Bourdais,2013-10-06,2013,1551.79898688306
Simon Pagenaud,2013-10-06,2013,1794.5280592955
Simona de Silvestro,2013-10-06,2013,1461.02664173517
Takuma Sato,2013-10-06,2013,1403.63174742225
Tony Kanaan,2013-10-06,2013,1594.96718627018
Tristan Vautier,2013-10-06,2013,1459.09205333125
Will Power,2013-10-06,2013,1639.59391195567
A.J. Allmendinger,2013-10-19,2013,1433.50249892993
Alex Tagliani,2013-10-19,2013,1466.35525805284
Carlos Munoz,2013-10-19,2013,1501.58337161127
Charlie Kimball,2013-10-19,2013,1615.09671957842
Ed Carpenter,2013-10-19,2013,1493.03490541088
Graham Rahal,2013-10-19,2013,1569.10695324772
Helio Castroneves,2013-10-19,2013,1800.05498586138
J.R. Hildebrand,2013-10-19,2013,1537.16984400509
James Hinchcliffe,2013-10-19,2013,1594.88071515421
James Jakes,2013-10-19,2013,1408.22478790884
Josef Newgarden,2013-10-19,2013,1496.76110565228
Justin Wilson,2013-10-19,2013,1690.53318388699
Marco Andretti,2013-10-19,2013,1663.26854224326
Oriol Servia,2013-10-19,2013,1647.82480865593
Pippa Mann,2013-10-19,2013,1403.12485641181
Ryan Hunter-Reay,2013-10-19,2013,1611.3172640843
Scott Dixon,2013-10-19,2013,1845.0219300386
Sebastian Saavedra,2013-10-19,2013,1357.17436769387
Sebastien Bourdais,2013-10-19,2013,1549.84925214032
Simon Pagenaud,2013-10-19,2013,1786.48117389475
Simona de Silvestro,2013-10-19,2013,1479.94462171042
Takuma Sato,2013-10-19,2013,1404.53354663924
Tony Kanaan,2013-10-19,2013,1619.08538982471
Tristan Vautier,2013-10-19,2013,1447.62125093689
Will Power,2013-10-19,2013,1657.70009871145
Carlos Huertas,2014-03-30,2014,1490.31516851739
Carlos Munoz,2014-03-30,2014,1488.50712611375
Charlie Kimball,2014-03-30,2014,1595.69173154638
Graham Rahal,2014-03-30,2014,1567.12371359837
Helio Castroneves,2014-03-30,2014,1815.62283192302
Jack Hawksworth,2014-03-30,2014,1478.1041167313
James Hinchcliffe,2014-03-30,2014,1578.48180522127
Josef Newgarden,2014-03-30,2014,1509.43729584721
Juan Pablo Montoya,2014-03-30,2014,1496.83768995116
Justin Wilson,2014-03-30,2014,1697.64884869939
Marco Andretti,2014-03-30,2014,1631.36100247783
Mike Conway,2014-03-30,2014,1499.4551983625
Mikhail Aleshin,2014-03-30,2014,1504.45452474557
Ryan Briscoe,2014-03-30,2014,1629.41090408088
Ryan Hunter-Reay,2014-03-30,2014,1630.22222769952
Scott Dixon,2014-03-30,2014,1850.75466241392
Sebastian Saavedra,2014-03-30,2014,1367.65253911042
Sebastien Bourdais,2014-03-30,2014,1549.37650341747
Simon Pagenaud,2014-03-30,2014,1796.35925164569
Takuma Sato,2014-03-30,2014,1414.94979735556
Tony Kanaan,2014-03-30,2014,1625.76000126707
Will Power,2014-03-30,2014,1676.96610701368
Carlos Huertas,2014-04-13,2014,1502.64174367871
Carlos Munoz,2014-04-13,2014,1515.68518758776
Charlie Kimball,2014-04-13,2014,1570.53142217471
Graham Rahal,2014-04-13,2014,1569.61463773775
Helio Castroneves,2014-04-13,2014,1810.1549552702
Jack Hawksworth,2014-04-13,2014,1470.2553554875
James Hinchcliffe,2014-04-13,2014,1550.07601388563
Josef Newgarden,2014-04-13,2014,1490.2693651341
Juan Pablo Montoya,2014-04-13,2014,1522.58942703221
Justin Wilson,2014-04-13,2014,1685.61210397443
Marco Andretti,2014-04-13,2014,1638.08560172932
Mike Conway,2014-04-13,2014,1533.72330932129
Mikhail Aleshin,2014-04-13,2014,1525.55271466073
Oriol Servia,2014-04-13,2014,1659.91382703624
Ryan Briscoe,2014-04-13,2014,1617.64241707463
Ryan Hunter-Reay,2014-04-13,2014,1600.7959151722
Scott Dixon,2014-04-13,2014,1838.50855010432
Sebastian Saavedra,2014-04-13,2014,1386.34552860184
Sebastien Bourdais,2014-04-13,2014,1541.6607703622
Simon Pagenaud,2014-04-13,2014,1803.14344673201
Takuma Sato,2014-04-13,2014,1398.92523331494
Tony Kanaan,2014-04-13,2014,1611.13121155657
Will Power,2014-04-13,2014,1699.45911876604
Carlos Huertas,2014-04-27,2014,1498.36343341394
Carlos Munoz,2014-04-27,2014,1488.21001944699
Charlie Kimball,2014-04-27,2014,1579.56829393624
Graham Rahal,2014-04-27,2014,1560.13557676569
Helio Castroneves,2014-04-27,2014,1781.42838422458
Jack Hawksworth,2014-04-27,2014,1477.81520418993
James Hinchcliffe,2014-04-27,2014,1557.68665012626
Josef Newgarden,2014-04-27,2014,1499.2956578626
Juan Pablo Montoya,2014-04-27,2014,1501.01083121185
Justin Wilson,2014-04-27,2014,1698.98317701942
Marco Andretti,2014-04-27,2014,1661.81039260071
Mike Conway,2014-04-27,2014,1534.398170435
Mikhail Aleshin,2014-04-27,2014,1503.76153450022
Oriol Servia,2014-04-27,2014,1639.6876012438
Ryan Briscoe,2014-04-27,2014,1621.84065676528
Ryan Hunter-Reay,2014-04-27,2014,1623.54074260746
Scott Dixon,2014-04-27,2014,1847.57904363996
Sebastian Saavedra,2014-04-27,2014,1380.75146343294
Sebastien Bourdais,2014-04-27,2014,1537.85014106945
Simon Pagenaud,2014-04-27,2014,1817.00352666236
Takuma Sato,2014-04-27,2014,1404.57400440277
Tony Kanaan,2014-04-27,2014,1621.88804830702
Will Power,2014-04-27,2014,1705.13530253081
Carlos Huertas,2014-05-10,2014,1505.19910403483
Carlos Munoz,2014-05-10,2014,1467.15348087319
Charlie Kimball,2014-05-10,2014,1603.87240111337
Franck Montagny,2014-05-10,2014,1483.56552708227
Graham Rahal,2014-05-10,2014,1542.78831812683
Helio Castroneves,2014-05-10,2014,1800.04165704083
Jack Hawksworth,2014-05-10,2014,1489.93008317705
James Hinchcliffe,2014-05-10,2014,1541.72587387563
Josef Newgarden,2014-05-10,2014,1495.10521239427
Juan Pablo Montoya,2014-05-10,2014,1494.84570893738
Justin Wilson,2014-05-10,2014,1701.15307591022
Marco Andretti,2014-05-10,2014,1657.51728178351
Martin Plowman,2014-05-10,2014,1516.3837802476
Mike Conway,2014-05-10,2014,1524.54940930624
Mikhail Aleshin,2014-05-10,2014,1481.44195734351
Oriol Servia,2014-05-10,2014,1642.750040855
Ryan Briscoe,2014-05-10,2014,1638.29882385285
Ryan Hunter-Reay,2014-05-10,2014,1644.33307409482
Scott Dixon,2014-05-10,2014,1828.50855491264
Sebastian Saavedra,2014-05-10,2014,1355.09363608878
Sebastien Bourdais,2014-05-10,2014,1558.83068845961
Simon Pagenaud,2014-05-10,2014,1832.52184565047
Takuma Sato,2014-05-10,2014,1423.98646998496
Tony Kanaan,2014-05-10,2014,1628.0926121262
Will Power,2014-05-10,2014,1707.27387895942
Alex Tagliani,2014-05-25,2014,1483.84351332063
Buddy Lazier,2014-05-25,2014,1449.29856226311
Carlos Huertas,2014-05-25,2014,1511.13582717798
Carlos Munoz,2014-05-25,2014,1498.59856780171
Charlie Kimball,2014-05-25,2014,1573.96105549216
Ed Carpenter,2014-05-25,2014,1458.08066103598
Graham Rahal,2014-05-25,2014,1505.59095718853
Helio Castroneves,2014-05-25,2014,1817.02422056401
J.R. Hildebrand,2014-05-25,2014,1554.69240655664
Jack Hawksworth,2014-05-25,2014,1486.67160123125
Jacques Villeneuve,2014-05-25,2014,1516.24111126585
James Davison,2014-05-25,2014,1503.57926037401
James Hinchcliffe,2014-05-25,2014,1504.07398087929
Josef Newgarden,2014-05-25,2014,1461.64974000961
Juan Pablo Montoya,2014-05-25,2014,1529.38874198272
Justin Wilson,2014-05-25,2014,1679.9710651232
Kurt Busch,2014-05-25,2014,1531.29854596473
Marco Andretti,2014-05-25,2014,1680.70849614732
Martin Plowman,2014-05-25,2014,1510.22449116602
Mikhail Aleshin,2014-05-25,2014,1477.0430514323
Oriol Servia,2014-05-25,2014,1654.17696978816
Pippa Mann,2014-05-25,2014,1396.36516781872
Ryan Briscoe,2014-05-25,2014,1637.08725524577
Ryan Hunter-Reay,2014-05-25,2014,1681.08452680414
Sage Karam,2014-05-25,2014,1523.93215379544
Scott Dixon,2014-05-25,2014,1783.1350487036
Sebastian Saavedra,2014-05-25,2014,1374.62529472477
Sebastien Bourdais,2014-05-25,2014,1586.45960843343
Simon Pagenaud,2014-05-25,2014,1823.25721794964
Takuma Sato,2014-05-25,2014,1430.08038718733
Tony Kanaan,2014-05-25,2014,1602.68695225802
Townsend Bell,2014-05-25,2014,1513.40658303603
Will Power,2014-05-25,2014,1714.02828904463
Carlos Huertas,2014-05-31,2014,1524.66724152282
Carlos Munoz,2014-05-31,2014,1514.0402849484
Charlie Kimball,2014-05-31,2014,1583.58521097159
Graham Rahal,2014-05-31,2014,1533.20219995332
Helio Castroneves,2014-05-31,2014,1818.49430212012
Jack Hawksworth,2014-05-31,2014,1467.70618159517
James Hinchcliffe,2014-05-31,2014,1514.90547944362
Josef Newgarden,2014-05-31,2014,1446.09554233033
Juan Pablo Montoya,2014-05-31,2014,1527.42704227452
Justin Wilson,2014-05-31,2014,1697.8372400941
Marco Andretti,2014-05-31,2014,1683.26571033997
Mike Conway,2014-05-31,2014,1498.65933272863
Mikhail Aleshin,2014-05-31,2014,1470.42207917112
Ryan Briscoe,2014-05-31,2014,1622.12889856095
Ryan Hunter-Reay,2014-05-31,2014,1669.87962527034
Scott Dixon,2014-05-31,2014,1779.27691211959
Sebastian Saavedra,2014-05-31,2014,1377.9101768431
Sebastien Bourdais,2014-05-31,2014,1580.15371690676
Simon Pagenaud,2014-05-31,2014,1791.51560263252
Takuma Sato,2014-05-31,2014,1422.01982217805
Tony Kanaan,2014-05-31,2014,1621.88893535493
Will Power,2014-05-31,2014,1737.72975732773
Carlos Huertas,2014-06-01,2014,1520.21203843952
Carlos Munoz,2014-06-01,2014,1522.67134965387
Charlie Kimball,2014-06-01,2014,1607.86191045953
Graham Rahal,2014-06-01,2014,1512.51434415016
Helio Castroneves,2014-06-01,2014,1832.7954951527
Jack Hawksworth,2014-06-01,2014,1468.48506958416
James Hinchcliffe,2014-06-01,2014,1527.84117140695
Josef Newgarden,2014-06-01,2014,1439.78854499762
Juan Pablo Montoya,2014-06-01,2014,1528.38618864261
Justin Wilson,2014-06-01,2014,1694.27362384861
Marco Andretti,2014-06-01,2014,1670.73688041138
Mike Conway,2014-06-01,2014,1498.75711881327
Mikhail Aleshin,2014-06-01,2014,1488.24384633204
Ryan Briscoe,2014-06-01,2014,1620.2177907517
Ryan Hunter-Reay,2014-06-01,2014,1651.61100105218
Scott Dixon,2014-06-01,2014,1793.89696436517
Sebastian Saavedra,2014-06-01,2014,1360.13509332681
Sebastien Bourdais,2014-06-01,2014,1560.04546353509
Simon Pagenaud,2014-06-01,2014,1795.39230033376
Takuma Sato,2014-06-01,2014,1404.25866963895
Tony Kanaan,2014-06-01,2014,1630.21095025461
Will Power,2014-06-01,2014,1754.47547953695
Carlos Huertas,2014-06-07,2014,1514.37651423299
Carlos Munoz,2014-06-07,2014,1523.43213023623
Charlie Kimball,2014-06-07,2014,1613.19184473558
Ed Carpenter,2014-06-07,2014,1484.70647152141
Graham Rahal,2014-06-07,2014,1517.42294423344
Helio Castroneves,2014-06-07,2014,1833.54276783445
Jack Hawksworth,2014-06-07,2014,1466.78249848461
James Hinchcliffe,2014-06-07,2014,1524.49409536235
Josef Newgarden,2014-06-07,2014,1440.47117972936
Juan Pablo Montoya,2014-06-07,2014,1547.30760997579
Justin Wilson,2014-06-07,2014,1665.08274321518
Marco Andretti,2014-06-07,2014,1644.61389456204
Mikhail Aleshin,2014-06-07,2014,1503.92064214202
Ryan Briscoe,2014-06-07,2014,1626.98876899458
Ryan Hunter-Reay,2014-06-07,2014,1632.28972564447
Scott Dixon,2014-06-07,2014,1800.26574141869
Sebastian Saavedra,2014-06-07,2014,1356.86167962411
Sebastien Bourdais,2014-06-07,2014,1542.02801144916
Simon Pagenaud,2014-06-07,2014,1803.94674153514
Takuma Sato,2014-06-07,2014,1396.69155643805
Tony Kanaan,2014-06-07,2014,1638.39545342757
Will Power,2014-06-07,2014,1765.32182211313
Carlos Huertas,2014-06-28,2014,1546.84432374844
Carlos Munoz,2014-06-28,2014,1552.06919646531
Charlie Kimball,2014-06-28,2014,1598.57626433925
Graham Rahal,2014-06-28,2014,1523.14468234457
Helio Castroneves,2014-06-28,2014,1826.32376390169
Jack Hawksworth,2014-06-28,2014,1489.47331079715
James Hinchcliffe,2014-06-28,2014,1539.38941649735
Josef Newgarden,2014-06-28,2014,1427.52145346521
Juan Pablo Montoya,2014-06-28,2014,1574.22306939367
Justin Wilson,2014-06-28,2014,1664.0025390444
Luca Filippi,2014-06-28,2014,1453.81084299843
Marco Andretti,2014-06-28,2014,1654.17547829479
Mike Conway,2014-06-28,2014,1492.55085894857
Mikhail Aleshin,2014-06-28,2014,1481.40836533605
Ryan Briscoe,2014-06-28,2014,1627.46122396748
Ryan Hunter-Reay,2014-06-28,2014,1641.05422076947
Scott Dixon,2014-06-28,2014,1770.69919314442
Sebastian Saavedra,2014-06-28,2014,1360.25266996602
Sebastien Bourdais,2014-06-28,2014,1564.07413737733
Simon Pagenaud,2014-06-28,2014,1778.79268262227
Takuma Sato,2014-06-28,2014,1375.58009395217
Tony Kanaan,2014-06-28,2014,1636.57596963539
Will Power,2014-06-28,2014,1755.3642978206
Carlos Huertas,2014-06-29,2014,1522.3950642626
Carlos Munoz,2014-06-29,2014,1528.82057012636
Charlie Kimball,2014-06-29,2014,1620.40763692655
Graham Rahal,2014-06-29,2014,1510.56813549535
Helio Castroneves,2014-06-29,2014,1787.9867189248
Jack Hawksworth,2014-06-29,2014,1519.46975586278
James Hinchcliffe,2014-06-29,2014,1533.15585647645
Josef Newgarden,2014-06-29,2014,1416.25927414922
Juan Pablo Montoya,2014-06-29,2014,1587.84066674862
Justin Wilson,2014-06-29,2014,1657.69462629267
Luca Filippi,2014-06-29,2014,1452.97249245249
Marco Andretti,2014-06-29,2014,1660.94737960955
Mike Conway,2014-06-29,2014,1496.67959771799
Mikhail Aleshin,2014-06-29,2014,1503.85245466521
Ryan Briscoe,2014-06-29,2014,1638.00346689021
Ryan Hunter-Reay,2014-06-29,2014,1657.2300667663
Scott Dixon,2014-06-29,2014,1749.11998164266
Sebastian Saavedra,2014-06-29,2014,1358.6262827192
Sebastien Bourdais,2014-06-29,2014,1577.51534591403
Simon Pagenaud,2014-06-29,2014,1794.89925469987
Takuma Sato,2014-06-29,2014,1367.85590083958
Tony Kanaan,2014-06-29,2014,1637.73509589772
Will Power,2014-06-29,2014,1753.33242974982
Carlos Huertas,2014-07-06,2014,1506.38398400097
Carlos Munoz,2014-07-06,2014,1548.27958336323
Charlie Kimball,2014-07-06,2014,1608.75692391464
Ed Carpenter,2014-07-06,2014,1486.5813313318
Graham Rahal,2014-07-06,2014,1495.68063092113
Helio Castroneves,2014-07-06,2014,1802.04910961425
Jack Hawksworth,2014-07-06,2014,1498.7750364198
James Hinchcliffe,2014-07-06,2014,1531.06201961287
Josef Newgarden,2014-07-06,2014,1434.60991516269
Juan Pablo Montoya,2014-07-06,2014,1606.54859822407
Justin Wilson,2014-07-06,2014,1651.02961946983
Marco Andretti,2014-07-06,2014,1660.19473101195
Mikhail Aleshin,2014-07-06,2014,1520.10952152269
Ryan Briscoe,2014-07-06,2014,1657.08333432943
Ryan Hunter-Reay,2014-07-06,2014,1639.13963191513
Scott Dixon,2014-07-06,2014,1761.76217920418
Sebastian Saavedra,2014-07-06,2014,1360.52395240646
Sebastien Bourdais,2014-07-06,2014,1568.95339324631
Simon Pagenaud,2014-07-06,2014,1801.84734405634
Takuma Sato,2014-07-06,2014,1347.84713015754
Tony Kanaan,2014-07-06,2014,1635.65414371703
Will Power,2014-07-06,2014,1745.5503225786
Carlos Huertas,2014-07-12,2014,1491.05769864288
Carlos Munoz,2014-07-12,2014,1544.16154646141
Charlie Kimball,2014-07-12,2014,1609.20110653793
Ed Carpenter,2014-07-12,2014,1508.66002009047
Graham Rahal,2014-07-12,2014,1512.63958355978
Helio Castroneves,2014-07-12,2014,1799.60116379183
Jack Hawksworth,2014-07-12,2014,1496.01223925621
James Hinchcliffe,2014-07-12,2014,1547.85946055588
Josef Newgarden,2014-07-12,2014,1467.20359829975
Juan Pablo Montoya,2014-07-12,2014,1597.14405348187
Justin Wilson,2014-07-12,2014,1647.21120421507
Marco Andretti,2014-07-12,2014,1639.85172645503
Mikhail Aleshin,2014-07-12,2014,1500.69471459154
Ryan Briscoe,2014-07-12,2014,1656.49166629493
Ryan Hunter-Reay,2014-07-12,2014,1665.28586310749
Scott Dixon,2014-07-12,2014,1767.54243810188
Sebastian Saavedra,2014-07-12,2014,1357.82374416615
Sebastien Bourdais,2014-07-12,2014,1548.0527710458
Simon Pagenaud,2014-07-12,2014,1796.16068469941
Takuma Sato,2014-07-12,2014,1332.10721464053
Tony Kanaan,2014-07-12,2014,1649.38016342703
Will Power,2014-07-12,2014,1734.27977475807
Carlos Huertas,2014-07-20,2014,1492.6969919111
Carlos Munoz,2014-07-20,2014,1533.90521953867
Charlie Kimball,2014-07-20,2014,1622.78775228424
Graham Rahal,2014-07-20,2014,1530.94812733016
Helio Castroneves,2014-07-20,2014,1810.81256642168
Jack Hawksworth,2014-07-20,2014,1499.07331867741
James Hinchcliffe,2014-07-20,2014,1557.41407876066
Josef Newgarden,2014-07-20,2014,1453.62912230404
Juan Pablo Montoya,2014-07-20,2014,1584.47559707123
Justin Wilson,2014-07-20,2014,1646.80535765811
Luca Filippi,2014-07-20,2014,1429.74439648077
Marco Andretti,2014-07-20,2014,1630.29688358687
Mike Conway,2014-07-20,2014,1494.10802224254
Mikhail Aleshin,2014-07-20,2014,1508.73802142013
Ryan Briscoe,2014-07-20,2014,1657.02440348904
Ryan Hunter-Reay,2014-07-20,2014,1635.31312414078
Scott Dixon,2014-07-20,2014,1778.47951836173
Sebastian Saavedra,2014-07-20,2014,1350.66510002615
Sebastien Bourdais,2014-07-20,2014,1568.74052834048
Simon Pagenaud,2014-07-20,2014,1803.75898663445
Takuma Sato,2014-07-20,2014,1315.54753621469
Tony Kanaan,2014-07-20,2014,1664.5985920305
Will Power,2014-07-20,2014,1739.85126133551
Carlos Huertas,2014-07-21,2014,1491.16936369609
Carlos Munoz,2014-07-21,2014,1520.03528340626
Charlie Kimball,2014-07-21,2014,1643.21621737481
Graham Rahal,2014-07-21,2014,1515.24742097345
Helio Castroneves,2014-07-21,2014,1795.59865534513
Jack Hawksworth,2014-07-21,2014,1519.28552416783
James Hinchcliffe,2014-07-21,2014,1544.94723587871
Josef Newgarden,2014-07-21,2014,1458.98772330108
Juan Pablo Montoya,2014-07-21,2014,1562.17996456974
Justin Wilson,2014-07-21,2014,1651.53973610654
Luca Filippi,2014-07-21,2014,1429.16146139977
Marco Andretti,2014-07-21,2014,1636.71153510485
Mike Conway,2014-07-21,2014,1525.53818069201
Mikhail Aleshin,2014-07-21,2014,1484.7663345501
Ryan Briscoe,2014-07-21,2014,1658.33530180922
Ryan Hunter-Reay,2014-07-21,2014,1623.56649476381
Scott Dixon,2014-07-21,2014,1781.00236296391
Sebastian Saavedra,2014-07-21,2014,1339.75004634649
Sebastien Bourdais,2014-07-21,2014,1578.73645684413
Simon Pagenaud,2014-07-21,2014,1766.71536373373
Takuma Sato,2014-07-21,2014,1345.34199051046
Tony Kanaan,2014-07-21,2014,1686.9659313218
Will Power,2014-07-21,2014,1750.61592140106
Carlos Huertas,2014-08-03,2014,1483.27947419228
Carlos Munoz,2014-08-03,2014,1536.89660150914
Charlie Kimball,2014-08-03,2014,1655.30419875986
Graham Rahal,2014-08-03,2014,1531.70807971796
Helio Castroneves,2014-08-03,2014,1771.57654283822
Jack Hawksworth,2014-08-03,2014,1512.96506427259
James Hinchcliffe,2014-08-03,2014,1571.17964754206
