driver,date,year,EloRating
Graham Rahal,2011-05-29,2011,1601.38599396362
Helio Castroneves,2011-05-29,2011,1704.96413587212
J.R. Hildebrand,2011-05-29,2011,1549.58563683778
James Hinchcliffe,2011-05-29,2011,1489.51079942005
Jay Howard,2011-05-29,2011,1371.71110941667
John Andretti,2011-05-29,2011,1467.79357131107
Justin Wilson,2011-05-29,2011,1511.49945540627
Marco Andretti,2011-05-29,2011,1639.67814684365
Oriol Servia,2011-05-29,2011,1660.45156319241
Paul Tracy,2011-05-29,2011,1523.05154562634
Pippa Mann,2011-05-29,2011,1496.05629056486
Ryan Briscoe,2011-05-29,2011,1681.08567043369
Ryan Hunter-Reay,2011-05-29,2011,1572.68932420787
Scott Dixon,2011-05-29,2011,1820.50908246237
Simona de Silvestro,2011-05-29,2011,1393.88384773108
Takuma Sato,2011-05-29,2011,1338.11095518707
Tomas Scheckter,2011-05-29,2011,1435.41466829709
Tony Kanaan,2011-05-29,2011,1803.13370306864
Townsend Bell,2011-05-29,2011,1506.8816005597
Vitor Meira,2011-05-29,2011,1565.64362489256
Will Power,2011-05-29,2011,1699.39021565519
Alex Lloyd,2011-06-11,2011,1481.85910461221
Alex Tagliani,2011-06-11,2011,1513.99854575074
Ana Beatriz,2011-06-11,2011,1431.70400436866
Charlie Kimball,2011-06-11,2011,1466.51053530416
Danica Patrick,2011-06-11,2011,1661.83299523158
Dario Franchitti,2011-06-11,2011,1887.45130207782
Davey Hamilton,2011-06-11,2011,1412.24895616969
E.J. Viso,2011-06-11,2011,1350.37491597398
Ed Carpenter,2011-06-11,2011,1536.01744267207
Graham Rahal,2011-06-11,2011,1617.23609686111
Helio Castroneves,2011-06-11,2011,1711.85168782877
J.R. Hildebrand,2011-06-11,2011,1530.35500534362
James Hinchcliffe,2011-06-11,2011,1482.90897391351
James Jakes,2011-06-11,2011,1471.29112714342
Jay Howard,2011-06-11,2011,1385.40428582788
Justin Wilson,2011-06-11,2011,1515.0578107071
Marco Andretti,2011-06-11,2011,1645.28310211566
Mike Conway,2011-06-11,2011,1438.25500724407
Oriol Servia,2011-06-11,2011,1640.91338881166
Paul Tracy,2011-06-11,2011,1536.26638967556
Ryan Briscoe,2011-06-11,2011,1697.76023733695
Ryan Hunter-Reay,2011-06-11,2011,1564.13524835528
Scott Dixon,2011-06-11,2011,1837.02941155477
Sebastian Saavedra,2011-06-11,2011,1474.14441352985
Simona de Silvestro,2011-06-11,2011,1381.27763477667
Takuma Sato,2011-06-11,2011,1367.36168914758
Tony Kanaan,2011-06-11,2011,1797.52016361226
Vitor Meira,2011-06-11,2011,1584.53655742049
Wade Cunningham,2011-06-11,2011,1465.17495411475
Will Power,2011-06-11,2011,1716.87366396479
Alex Lloyd,2011-06-12,2011,1465.92096860254
Alex Tagliani,2011-06-12,2011,1520.96145398311
Ana Beatriz,2011-06-12,2011,1423.01625962659
Charlie Kimball,2011-06-12,2011,1448.43827632352
Danica Patrick,2011-06-12,2011,1677.22724680917
Dario Franchitti,2011-06-12,2011,1896.22075780381
Davey Hamilton,2011-06-12,2011,1397.92251477258
E.J. Viso,2011-06-12,2011,1379.71324822514
Ed Carpenter,2011-06-12,2011,1536.88491907146
Graham Rahal,2011-06-12,2011,1570.34393123216
Helio Castroneves,2011-06-12,2011,1727.60458309678
J.R. Hildebrand,2011-06-12,2011,1528.28309083357
James Hinchcliffe,2011-06-12,2011,1477.00164722214
James Jakes,2011-06-12,2011,1447.83461323667
Jay Howard,2011-06-12,2011,1383.17083986051
Justin Wilson,2011-06-12,2011,1508.67749036773
Marco Andretti,2011-06-12,2011,1669.77308512132
Mike Conway,2011-06-12,2011,1447.07158719271
Oriol Servia,2011-06-12,2011,1640.49976517574
Paul Tracy,2011-06-12,2011,1542.97605045633
Ryan Briscoe,2011-06-12,2011,1722.65207505679
Ryan Hunter-Reay,2011-06-12,2011,1572.35792138677
Scott Dixon,2011-06-12,2011,1858.38125013244
Sebastian Saavedra,2011-06-12,2011,1443.77040317419
Simona de Silvestro,2011-06-12,2011,1363.28668497087
Takuma Sato,2011-06-12,2011,1389.02571333585
Tony Kanaan,2011-06-12,2011,1802.29922333318
Vitor Meira,2011-06-12,2011,1589.1147791628
Wade Cunningham,2011-06-12,2011,1433.58912262199
Will Power,2011-06-12,2011,1738.61514925821
Alex Lloyd,2011-06-19,2011,1449.38711396249
Alex Tagliani,2011-06-19,2011,1513.90235747097
Ana Beatriz,2011-06-19,2011,1420.62359943676
Charlie Kimball,2011-06-19,2011,1455.48354496732
Danica Patrick,2011-06-19,2011,1695.78043846448
Dario Franchitti,2011-06-19,2011,1907.22183763456
E.J. Viso,2011-06-19,2011,1367.45006321201
Ed Carpenter,2011-06-19,2011,1536.09171893691
Graham Rahal,2011-06-19,2011,1600.38756164034
Helio Castroneves,2011-06-19,2011,1725.22728163694
J.R. Hildebrand,2011-06-19,2011,1513.09437718275
James Hinchcliffe,2011-06-19,2011,1501.37870743232
James Jakes,2011-06-19,2011,1452.9939803246
Justin Wilson,2011-06-19,2011,1521.27751076165
Marco Andretti,2011-06-19,2011,1666.76206709396
Mike Conway,2011-06-19,2011,1458.3981371058
Oriol Servia,2011-06-19,2011,1665.37940014801
Ryan Briscoe,2011-06-19,2011,1720.03443522676
Ryan Hunter-Reay,2011-06-19,2011,1537.19043562888
Scott Dixon,2011-06-19,2011,1858.41493836534
Sebastian Saavedra,2011-06-19,2011,1428.07671581191
Simona de Silvestro,2011-06-19,2011,1349.27024780991
Takuma Sato,2011-06-19,2011,1404.63691130118
Tony Kanaan,2011-06-19,2011,1773.76047250506
Vitor Meira,2011-06-19,2011,1564.67335686333
Will Power,2011-06-19,2011,1758.07891281097
Alex Lloyd,2011-06-25,2011,1458.5568977934
Alex Tagliani,2011-06-25,2011,1512.15901854674
Ana Beatriz,2011-06-25,2011,1405.15324800519
Charlie Kimball,2011-06-25,2011,1442.43975140211
Danica Patrick,2011-06-25,2011,1692.02923785251
Dario Franchitti,2011-06-25,2011,1911.54466498142
E.J. Viso,2011-06-25,2011,1369.40673080991
Ed Carpenter,2011-06-25,2011,1544.23604643546
Graham Rahal,2011-06-25,2011,1597.88775706502
Helio Castroneves,2011-06-25,2011,1736.18364061489
J.R. Hildebrand,2011-06-25,2011,1533.41339657774
James Hinchcliffe,2011-06-25,2011,1511.9003914825
James Jakes,2011-06-25,2011,1432.12084766514
Justin Wilson,2011-06-25,2011,1528.61970244917
Marco Andretti,2011-06-25,2011,1696.94249986981
Mike Conway,2011-06-25,2011,1437.13016922163
Oriol Servia,2011-06-25,2011,1660.25888369522
Ryan Briscoe,2011-06-25,2011,1734.14949424179
Ryan Hunter-Reay,2011-06-25,2011,1549.94830497703
Scott Dixon,2011-06-25,2011,1876.35234567692
Sebastian Saavedra,2011-06-25,2011,1421.94862945022
Simona de Silvestro,2011-06-25,2011,1333.41026878355
Takuma Sato,2011-06-25,2011,1388.41672241182
Tony Kanaan,2011-06-25,2011,1789.13680144211
Vitor Meira,2011-06-25,2011,1555.49246926768
Will Power,2011-06-25,2011,1726.13820301625
Alex Tagliani,2011-07-10,2011,1490.92705562418
Ana Beatriz,2011-07-10,2011,1424.59565693465
Charlie Kimball,2011-07-10,2011,1433.03304350822
Danica Patrick,2011-07-10,2011,1676.26933414999
Dario Franchitti,2011-07-10,2011,1924.92961247431
E.J. Viso,2011-07-10,2011,1390.7851857004
Graham Rahal,2011-07-10,2011,1592.19098824859
Helio Castroneves,2011-07-10,2011,1721.71511432231
J.R. Hildebrand,2011-07-10,2011,1551.37934907588
James Hinchcliffe,2011-07-10,2011,1514.38570723043
James Jakes,2011-07-10,2011,1430.40112926163
Justin Wilson,2011-07-10,2011,1526.76461844414
Marco Andretti,2011-07-10,2011,1717.6692319011
Mike Conway,2011-07-10,2011,1415.60718103822
Oriol Servia,2011-07-10,2011,1656.16524397807
Paul Tracy,2011-07-10,2011,1540.6450880221
Ryan Briscoe,2011-07-10,2011,1745.10821899409
Ryan Hunter-Reay,2011-07-10,2011,1574.54455845818
Scott Dixon,2011-07-10,2011,1886.66884712041
Sebastian Saavedra,2011-07-10,2011,1401.35441330498
Sebastien Bourdais,2011-07-10,2011,1456.7431673071
Simona de Silvestro,2011-07-10,2011,1354.70571585266
Takuma Sato,2011-07-10,2011,1381.83802817368
Tony Kanaan,2011-07-10,2011,1750.32941927729
Vitor Meira,2011-07-10,2011,1577.65540363084
Will Power,2011-07-10,2011,1684.78589059264
Alex Tagliani,2011-07-24,2011,1488.51377063587
Ana Beatriz,2011-07-24,2011,1435.72704087532
Charlie Kimball,2011-07-24,2011,1428.24569643821
Danica Patrick,2011-07-24,2011,1685.61606613681
Dario Franchitti,2011-07-24,2011,1932.45675422648
E.J. Viso,2011-07-24,2011,1376.36497654385
Graham Rahal,2011-07-24,2011,1563.74495622592
Helio Castroneves,2011-07-24,2011,1744.05735077739
J.R. Hildebrand,2011-07-24,2011,1561.21304580975
James Hinchcliffe,2011-07-24,2011,1514.72945434769
James Jakes,2011-07-24,2011,1426.87397262581
Justin Wilson,2011-07-24,2011,1551.82409192724
Marco Andretti,2011-07-24,2011,1712.21401894953
Mike Conway,2011-07-24,2011,1438.26080020875
Oriol Servia,2011-07-24,2011,1628.75629537641
Paul Tracy,2011-07-24,2011,1514.73875718222
Ryan Briscoe,2011-07-24,2011,1742.64160150753
Ryan Hunter-Reay,2011-07-24,2011,1586.81332743538
Scott Dixon,2011-07-24,2011,1845.74794693095
Sebastian Saavedra,2011-07-24,2011,1408.50171470485
Sebastien Bourdais,2011-07-24,2011,1481.67630561516
Simona de Silvestro,2011-07-24,2011,1339.11200316679
Takuma Sato,2011-07-24,2011,1361.48774273814
Tony Kanaan,2011-07-24,2011,1766.5750390616
Vitor Meira,2011-07-24,2011,1581.36947408675
Will Power,2011-07-24,2011,1703.93499909167
Alex Tagliani,2011-08-07,2011,1509.1376424256
Ana Beatriz,2011-08-07,2011,1437.87657359502
Charlie Kimball,2011-08-07,2011,1443.35525976425
Danica Patrick,2011-08-07,2011,1666.56068295015
Dario Franchitti,2011-08-07,2011,1943.00696031277
E.J. Viso,2011-08-07,2011,1383.32318379944
Ed Carpenter,2011-08-07,2011,1530.3683065637
Graham Rahal,2011-08-07,2011,1534.34941430968
Helio Castroneves,2011-08-07,2011,1725.49197500756
J.R. Hildebrand,2011-08-07,2011,1535.01292460987
James Hinchcliffe,2011-08-07,2011,1497.85829406386
James Jakes,2011-08-07,2011,1413.10878333096
Marco Andretti,2011-08-07,2011,1725.21210777367
Martin Plowman,2011-08-07,2011,1499.60364709068
Mike Conway,2011-08-07,2011,1416.70636228766
Oriol Servia,2011-08-07,2011,1643.24629391655
Ryan Briscoe,2011-08-07,2011,1722.65824981658
Ryan Hunter-Reay,2011-08-07,2011,1607.1858733687
Scott Dixon,2011-08-07,2011,1858.42759092833
Sebastian Saavedra,2011-08-07,2011,1385.40124881681
Sebastien Bourdais,2011-08-07,2011,1497.84391524472
Simon Pagenaud,2011-08-07,2011,1526.65264210238
Simona de Silvestro,2011-08-07,2011,1354.10024215938
Takuma Sato,2011-08-07,2011,1395.29430252174
Tony Kanaan,2011-08-07,2011,1781.7979985411
Vitor Meira,2011-08-07,2011,1593.81879414305
Will Power,2011-08-07,2011,1691.93646036163
Alex Lloyd,2011-08-14,2011,1465.66121663063
Alex Tagliani,2011-08-14,2011,1500.45401477902
Ana Beatriz,2011-08-14,2011,1446.30987371959
Charlie Kimball,2011-08-14,2011,1462.5413449536
Danica Patrick,2011-08-14,2011,1683.6809537964
Dario Franchitti,2011-08-14,2011,1905.50993922923
E.J. Viso,2011-08-14,2011,1398.77148436407
Ed Carpenter,2011-08-14,2011,1543.19943454469
Graham Rahal,2011-08-14,2011,1509.26186091511
Helio Castroneves,2011-08-14,2011,1710.66649363046
J.R. Hildebrand,2011-08-14,2011,1518.56926239489
James Hinchcliffe,2011-08-14,2011,1519.28818205443
James Jakes,2011-08-14,2011,1411.78920495153
Marco Andretti,2011-08-14,2011,1695.50713436426
Mike Conway,2011-08-14,2011,1396.68043317897
Oriol Servia,2011-08-14,2011,1661.89316935428
Pippa Mann,2011-08-14,2011,1471.48637070544
Ryan Briscoe,2011-08-14,2011,1726.47935901938
Ryan Hunter-Reay,2011-08-14,2011,1631.54854842157
Scott Dixon,2011-08-14,2011,1870.0321988077
Sebastian Saavedra,2011-08-14,2011,1393.07836751044
Simona de Silvestro,2011-08-14,2011,1364.14202591683
Takuma Sato,2011-08-14,2011,1417.30432343734
Tomas Scheckter,2011-08-14,2011,1420.04863956685
Tony Kanaan,2011-08-14,2011,1747.27209071437
Vitor Meira,2011-08-14,2011,1604.33696182617
Will Power,2011-08-14,2011,1709.75049323619
Alex Tagliani,2011-08-28,2011,1491.0101582767
Ana Beatriz,2011-08-28,2011,1457.22107915038
Charlie Kimball,2011-08-28,2011,1445.45313327192
Danica Patrick,2011-08-28,2011,1666.18067690893
Dario Franchitti,2011-08-28,2011,1911.93819411229
E.J. Viso,2011-08-28,2011,1420.08418929602
Ed Carpenter,2011-08-28,2011,1523.42793693368
Giorgio Pantano,2011-08-28,2011,1496.75573712805
Graham Rahal,2011-08-28,2011,1529.31283298321
Helio Castroneves,2011-08-28,2011,1727.51482780396
Ho-Pin Tung,2011-08-28,2011,1474.60887637855
J.R. Hildebrand,2011-08-28,2011,1501.93984175004
James Hinchcliffe,2011-08-28,2011,1535.51462387487
James Jakes,2011-08-28,2011,1410.54811961611
Marco Andretti,2011-08-28,2011,1665.89676300218
Martin Plowman,2011-08-28,2011,1510.84334323074
Mike Conway,2011-08-28,2011,1396.50047290277
Oriol Servia,2011-08-28,2011,1667.93451332417
Ryan Briscoe,2011-08-28,2011,1742.34090225886
Ryan Hunter-Reay,2011-08-28,2011,1641.84446510645
Scott Dixon,2011-08-28,2011,1875.19798061272
Sebastian Saavedra,2011-08-28,2011,1406.01843991948
Sebastien Bourdais,2011-08-28,2011,1519.33397015212
Simon Pagenaud,2011-08-28,2011,1529.91834473124
Takuma Sato,2011-08-28,2011,1417.01034345608
Tony Kanaan,2011-08-28,2011,1708.41208486399
Vitor Meira,2011-08-28,2011,1587.82337944394
Will Power,2011-08-28,2011,1727.44010315205
Alex Tagliani,2011-09-04,2011,1515.0624504723
Ana Beatriz,2011-09-04,2011,1460.62854456184
Charlie Kimball,2011-09-04,2011,1436.13117693072
Danica Patrick,2011-09-04,2011,1686.42145131845
Dario Franchitti,2011-09-04,2011,1917.82965896118
E.J. Viso,2011-09-04,2011,1422.41136194467
Ed Carpenter,2011-09-04,2011,1515.59484776337
Giorgio Pantano,2011-09-04,2011,1472.10250790922
Graham Rahal,2011-09-04,2011,1533.41851230446
Helio Castroneves,2011-09-04,2011,1717.443107936
J.R. Hildebrand,2011-09-04,2011,1496.39513657234
James Hinchcliffe,2011-09-04,2011,1514.8033521548
James Jakes,2011-09-04,2011,1386.14951767572
Marco Andretti,2011-09-04,2011,1637.97109819624
Martin Plowman,2011-09-04,2011,1523.6324502208
Mike Conway,2011-09-04,2011,1378.54087591011
Oriol Servia,2011-09-04,2011,1694.24469855857
Ryan Briscoe,2011-09-04,2011,1729.71659732806
Ryan Hunter-Reay,2011-09-04,2011,1649.67525204185
Scott Dixon,2011-09-04,2011,1884.84637047819
Sebastian Saavedra,2011-09-04,2011,1419.58375636565
Sebastien Bourdais,2011-09-04,2011,1480.87301379102
Simona de Silvestro,2011-09-04,2011,1380.93959544712
Takuma Sato,2011-09-04,2011,1421.5872586681
Tomas Scheckter,2011-09-04,2011,1410.38329912677
Tony Kanaan,2011-09-04,2011,1735.66202740644
Vitor Meira,2011-09-04,2011,1601.50396122327
Will Power,2011-09-04,2011,1744.13689674809
Alex Tagliani,2011-09-18,2011,1543.16446173529
Ana Beatriz,2011-09-18,2011,1454.7742205246
Charlie Kimball,2011-09-18,2011,1414.38004431911
Danica Patrick,2011-09-18,2011,1691.5413208828
Dario Franchitti,2011-09-18,2011,1917.60356064895
E.J. Viso,2011-09-18,2011,1411.23936618162
Giorgio Pantano,2011-09-18,2011,1471.89178876084
Graham Rahal,2011-09-18,2011,1533.34242997553
Helio Castroneves,2011-09-18,2011,1686.04062552903
Hideki Mutoh,2011-09-18,2011,1452.74618418124
J.R. Hildebrand,2011-09-18,2011,1517.97147598964
James Hinchcliffe,2011-09-18,2011,1507.56656437484
James Jakes,2011-09-18,2011,1392.81654185635
Joao Paulo de Oliveira,2011-09-18,2011,1473.1489835727
Marco Andretti,2011-09-18,2011,1663.02052902222
Mike Conway,2011-09-18,2011,1400.23653277275
Oriol Servia,2011-09-18,2011,1711.87110682901
Ryan Briscoe,2011-09-18,2011,1701.22621321703
Ryan Hunter-Reay,2011-09-18,2011,1622.99878064065
Scott Dixon,2011-09-18,2011,1896.07771805589
Sebastien Bourdais,2011-09-18,2011,1503.79153006559
Simona de Silvestro,2011-09-18,2011,1393.8988666059
Takuma Sato,2011-09-18,2011,1436.85065660789
Tony Kanaan,2011-09-18,2011,1723.90492843584
Vitor Meira,2011-09-18,2011,1574.21591864973
Will Power,2011-09-18,2011,1758.64277981653
Alex Lloyd,2011-10-02,2011,1445.64112136282
Ana Beatriz,2011-10-02,2011,1439.87101497682
Buddy Rice,2011-10-02,2011,1523.15421860623
Charlie Kimball,2011-10-02,2011,1428.07294550772
Dan Wheldon,2011-10-02,2011,1695.86505013797
Danica Patrick,2011-10-02,2011,1697.96550502642
Dario Franchitti,2011-10-02,2011,1934.03165087313
Dillon Battistini,2011-10-02,2011,1474.80796773856
E.J. Viso,2011-10-02,2011,1402.33478471291
Ed Carpenter,2011-10-02,2011,1545.93233584778
Graham Rahal,2011-10-02,2011,1533.4154207554
Helio Castroneves,2011-10-02,2011,1646.76640972344
J.R. Hildebrand,2011-10-02,2011,1500.80923556683
James Hinchcliffe,2011-10-02,2011,1531.40714559585
James Jakes,2011-10-02,2011,1391.09075654517
Marco Andretti,2011-10-02,2011,1623.50197676747
Mike Conway,2011-10-02,2011,1401.69982753724
Oriol Servia,2011-10-02,2011,1727.07363042454
Pippa Mann,2011-10-02,2011,1464.62545885908
Ryan Briscoe,2011-10-02,2011,1713.85639314164
Ryan Hunter-Reay,2011-10-02,2011,1642.06967872626
Scott Dixon,2011-10-02,2011,1907.39347031536
Simona de Silvestro,2011-10-02,2011,1378.05567168706
Takuma Sato,2011-10-02,2011,1445.54442198139
Tony Kanaan,2011-10-02,2011,1713.31455451708
Townsend Bell,2011-10-02,2011,1526.77570766306
Vitor Meira,2011-10-02,2011,1574.54287250946
Wade Cunningham,2011-10-02,2011,1461.66028689973
Will Power,2011-10-02,2011,1729.97476681593
Alex Tagliani,2012-03-25,2012,1543.52500604226
Charlie Kimball,2012-03-25,2012,1447.93358536964
Dario Franchitti,2012-03-25,2012,1920.77213427517
E.J. Viso,2012-03-25,2012,1424.49256699609
Ed Carpenter,2012-03-25,2012,1538.48088523562
Graham Rahal,2012-03-25,2012,1540.42865726189
Helio Castroneves,2012-03-25,2012,1669.07838777074
J.R. Hildebrand,2012-03-25,2012,1491.81726821465
James Hinchcliffe,2012-03-25,2012,1550.85399014821
James Jakes,2012-03-25,2012,1369.70229144173
Josef Newgarden,2012-03-25,2012,1511.3566023515
Justin Wilson,2012-03-25,2012,1563.29406902827
Katherine Legge,2012-03-25,2012,1483.27305515051
Marco Andretti,2012-03-25,2012,1616.2251820642
Mike Conway,2012-03-25,2012,1392.7155664124
Oriol Servia,2012-03-25,2012,1717.92617141135
Rubens Barrichello,2012-03-25,2012,1495.49703942512
Ryan Briscoe,2012-03-25,2012,1721.96917619879
Ryan Hunter-Reay,2012-03-25,2012,1659.99387214586
Scott Dixon,2012-03-25,2012,1919.28443731669
Sebastien Bourdais,2012-03-25,2012,1494.48452195974
Simon Pagenaud,2012-03-25,2012,1552.07498109854
Simona de Silvestro,2012-03-25,2012,1362.91914017839
Takuma Sato,2012-03-25,2012,1429.8970835906
Tony Kanaan,2012-03-25,2012,1676.09059980445
Will Power,2012-03-25,2012,1730.95723460913
Alex Tagliani,2012-04-01,2012,1517.63339253042
Charlie Kimball,2012-04-01,2012,1427.18281681993
Dario Franchitti,2012-04-01,2012,1916.74349614967
E.J. Viso,2012-04-01,2012,1415.79725533575
Ed Carpenter,2012-04-01,2012,1522.56445623412
Graham Rahal,2012-04-01,2012,1562.94830133175
Helio Castroneves,2012-04-01,2012,1681.97092929466
J.R. Hildebrand,2012-04-01,2012,1485.54230018639
James Hinchcliffe,2012-04-01,2012,1562.67966738106
James Jakes,2012-04-01,2012,1374.39088947195
Josef Newgarden,2012-04-01,2012,1507.19701802908
Justin Wilson,2012-04-01,2012,1552.05653613392
Katherine Legge,2012-04-01,2012,1466.14508178875
Marco Andretti,2012-04-01,2012,1621.77294190881
Mike Conway,2012-04-01,2012,1410.68418856047
Oriol Servia,2012-04-01,2012,1719.68332720188
Rubens Barrichello,2012-04-01,2012,1512.85578746097
Ryan Briscoe,2012-04-01,2012,1715.51320243764
Ryan Hunter-Reay,2012-04-01,2012,1659.97866861406
Scott Dixon,2012-04-01,2012,1929.63178092117
Sebastien Bourdais,2012-04-01,2012,1512.07394106741
Simon Pagenaud,2012-04-01,2012,1575.89387526984
Simona de Silvestro,2012-04-01,2012,1358.60910613402
Takuma Sato,2012-04-01,2012,1411.45478276116
Tony Kanaan,2012-04-01,2012,1648.70558558972
Will Power,2012-04-01,2012,1755.33417688695
Alex Tagliani,2012-04-15,2012,1502.82616973882
Charlie Kimball,2012-04-15,2012,1422.09823677934
Dario Franchitti,2012-04-15,2012,1892.01029961924
E.J. Viso,2012-04-15,2012,1428.04572392644
Ed Carpenter,2012-04-15,2012,1526.12520602866
Graham Rahal,2012-04-15,2012,1534.38750537771
Helio Castroneves,2012-04-15,2012,1680.11619746569
J.R. Hildebrand,2012-04-15,2012,1512.82823882184
James Hinchcliffe,2012-04-15,2012,1590.90782393819
James Jakes,2012-04-15,2012,1389.25978334994
Josef Newgarden,2012-04-15,2012,1470.8005040212
Justin Wilson,2012-04-15,2012,1556.05865751455
