,driver,totalPoints,chamPos,season
21,Scott Dixon,542.0,1.0,2
22,Scott McLaughlin,343.0,11.0,2
23,Sebastien Bourdais,251.0,16.0,2
24,Simon Pagenaud,442.0,5.0,2
25,Takuma Sato,381.0,8.0,2
26,Tony Kanaan,93.0,27.0,2
27,Will Power,294.0,14.0,2
0,Alex Palou,530.0,2.0,3
1,Alexander Rossi,309.0,10.0,3
2,Colton Herta,396.0,8.0,3
3,Conor Daly,204.0,19.0,3
4,Dalton Kellett,142.0,24.0,3
5,Ed Carpenter,117.0,26.0,3
6,Ed Jones,164.0,22.0,3
7,Felix Rosenqvist,187.0,21.0,3
8,Graham Rahal,443.0,7.0,3
9,Helio Castroneves,197.0,20.0,3
10,Jack Harvey,215.0,18.0,3
11,James Hinchcliffe,288.0,13.0,3
12,Jimmie Johnson,126.0,25.0,3
13,Josef Newgarden,478.0,4.0,3
14,Marcus Ericsson,448.0,6.0,3
15,Max Chilton,151.0,23.0,3
16,Patricio O'Ward,510.0,3.0,3
17,Pietro Fittipaldi,50.0,28.0,3
18,Rinus VeeKay,351.0,9.0,3
19,Romain Grosjean,248.0,17.0,3
20,Ryan Hunter-Reay,259.0,16.0,3
21,Scott Dixon,593.0,1.0,3
22,Scott McLaughlin,298.0,12.0,3
23,Sebastien Bourdais,267.0,15.0,3
24,Simon Pagenaud,454.0,5.0,3
25,Takuma Sato,307.0,11.0,3
26,Tony Kanaan,91.0,27.0,3
27,Will Power,280.0,14.0,3
0,Alex Palou,536.0,2.0,4
1,Alexander Rossi,353.0,9.0,4
2,Colton Herta,351.0,10.0,4
3,Conor Daly,224.0,17.0,4
4,Dalton Kellett,150.0,23.0,4
5,Ed Carpenter,108.0,27.0,4
6,Ed Jones,185.0,20.0,4
7,Felix Rosenqvist,183.0,22.0,4
8,Graham Rahal,412.0,7.0,4
9,Helio Castroneves,213.0,19.0,4
10,Jack Harvey,243.0,14.0,4
11,James Hinchcliffe,185.0,21.0,4
12,Jimmie Johnson,129.0,25.0,4
13,Josef Newgarden,522.0,3.0,4
14,Marcus Ericsson,456.0,5.0,4
15,Max Chilton,148.0,24.0,4
16,Patricio O'Ward,520.0,4.0,4
17,Pietro Fittipaldi,40.0,28.0,4
18,Rinus VeeKay,406.0,8.0,4
19,Romain Grosjean,243.0,15.0,4
20,Ryan Hunter-Reay,215.0,18.0,4
21,Scott Dixon,541.0,1.0,4
22,Scott McLaughlin,286.0,13.0,4
23,Sebastien Bourdais,237.0,16.0,4
24,Simon Pagenaud,422.0,6.0,4
25,Takuma Sato,323.0,12.0,4
26,Tony Kanaan,129.0,26.0,4
27,Will Power,343.0,11.0,4
0,Alex Palou,497.0,3.0,5
1,Alexander Rossi,315.0,13.0,5
2,Colton Herta,388.0,8.0,5
3,Conor Daly,249.0,16.0,5
4,Dalton Kellett,137.0,23.0,5
5,Ed Carpenter,109.0,26.0,5
6,Ed Jones,185.0,22.0,5
7,Felix Rosenqvist,189.0,21.0,5
8,Graham Rahal,446.0,5.0,5
9,Helio Castroneves,283.0,14.0,5
10,Jack Harvey,268.0,15.0,5
11,James Hinchcliffe,235.0,18.0,5
12,Jimmie Johnson,110.0,25.0,5
13,Josef Newgarden,460.0,4.0,5
14,Marcus Ericsson,398.0,7.0,5
15,Max Chilton,126.0,24.0,5
16,Patricio O'Ward,513.0,2.0,5
17,Pietro Fittipaldi,41.0,28.0,5
18,Rinus VeeKay,348.0,10.0,5
19,Romain Grosjean,211.0,20.0,5
20,Ryan Hunter-Reay,220.0,19.0,5
21,Scott Dixon,583.0,1.0,5
22,Scott McLaughlin,319.0,12.0,5
23,Sebastien Bourdais,238.0,17.0,5
24,Simon Pagenaud,408.0,6.0,5
25,Takuma Sato,348.0,11.0,5
26,Tony Kanaan,99.0,27.0,5
27,Will Power,380.0,9.0,5
0,Alex Palou,518.0,2.0,6
1,Alexander Rossi,339.0,11.0,6
2,Colton Herta,399.0,6.0,6
3,Conor Daly,233.0,16.0,6
4,Dalton Kellett,134.0,24.0,6
5,Ed Carpenter,112.0,25.0,6
6,Ed Jones,224.0,18.0,6
7,Felix Rosenqvist,182.0,22.0,6
8,Graham Rahal,382.0,8.0,6
9,Helio Castroneves,222.0,19.0,6
10,Jack Harvey,222.0,20.0,6
11,James Hinchcliffe,215.0,21.0,6
12,Jimmie Johnson,98.0,26.0,6
13,Josef Newgarden,526.0,1.0,6
14,Marcus Ericsson,398.0,7.0,6
15,Max Chilton,145.0,23.0,6
16,Patricio O'Ward,489.0,4.0,6
17,Pietro Fittipaldi,41.0,28.0,6
18,Rinus VeeKay,333.0,12.0,6
19,Romain Grosjean,239.0,15.0,6
20,Ryan Hunter-Reay,231.0,17.0,6
21,Scott Dixon,509.0,3.0,6
22,Scott McLaughlin,322.0,13.0,6
23,Sebastien Bourdais,256.0,14.0,6
24,Simon Pagenaud,489.0,5.0,6
25,Takuma Sato,369.0,10.0,6
26,Tony Kanaan,95.0,27.0,6
27,Will Power,381.0,9.0,6
0,Alex Palou,467.0,4.0,7
1,Alexander Rossi,325.0,13.0,7
2,Colton Herta,358.0,8.0,7
3,Conor Daly,222.0,21.0,7
4,Dalton Kellett,143.0,23.0,7
5,Ed Carpenter,125.0,26.0,7
6,Ed Jones,187.0,22.0,7
7,Felix Rosenqvist,247.0,17.0,7
8,Graham Rahal,401.0,7.0,7
9,Helio Castroneves,249.0,16.0,7
10,Jack Harvey,258.0,14.0,7
11,James Hinchcliffe,229.0,19.0,7
12,Jimmie Johnson,104.0,27.0,7
13,Josef Newgarden,468.0,3.0,7
14,Marcus Ericsson,411.0,6.0,7
15,Max Chilton,130.0,24.0,7
16,Patricio O'Ward,523.0,2.0,7
17,Pietro Fittipaldi,50.0,28.0,7
18,Rinus VeeKay,345.0,9.0,7
19,Romain Grosjean,229.0,20.0,7
20,Ryan Hunter-Reay,236.0,18.0,7
21,Scott Dixon,546.0,1.0,7
22,Scott McLaughlin,327.0,12.0,7
23,Sebastien Bourdais,250.0,15.0,7
24,Simon Pagenaud,459.0,5.0,7
25,Takuma Sato,343.0,10.0,7
26,Tony Kanaan,129.0,25.0,7
27,Will Power,342.0,11.0,7
0,Alex Palou,543.0,1.0,8
1,Alexander Rossi,382.0,9.0,8
2,Colton Herta,358.0,11.0,8
3,Conor Daly,215.0,19.0,8
4,Dalton Kellett,157.0,23.0,8
5,Ed Carpenter,129.0,25.0,8
6,Ed Jones,225.0,18.0,8
7,Felix Rosenqvist,215.0,20.0,8
8,Graham Rahal,403.0,7.0,8
9,Helio Castroneves,195.0,22.0,8
10,Jack Harvey,233.0,16.0,8
11,James Hinchcliffe,250.0,14.0,8
12,Jimmie Johnson,116.0,26.0,8
13,Josef Newgarden,515.0,3.0,8
14,Marcus Ericsson,408.0,6.0,8
15,Max Chilton,141.0,24.0,8
16,Patricio O'Ward,484.0,4.0,8
17,Pietro Fittipaldi,48.0,28.0,8
18,Rinus VeeKay,367.0,10.0,8
19,Romain Grosjean,209.0,21.0,8
20,Ryan Hunter-Reay,227.0,17.0,8
21,Scott Dixon,538.0,2.0,8
22,Scott McLaughlin,272.0,13.0,8
23,Sebastien Bourdais,245.0,15.0,8
24,Simon Pagenaud,433.0,5.0,8
25,Takuma Sato,397.0,8.0,8
26,Tony Kanaan,90.0,27.0,8
27,Will Power,308.0,12.0,8
0,Alex Palou,519.0,2.0,9
1,Alexander Rossi,386.0,9.0,9
2,Colton Herta,407.0,6.0,9
3,Conor Daly,273.0,14.0,9
4,Dalton Kellett,135.0,23.0,9
5,Ed Carpenter,125.0,25.0,9
6,Ed Jones,207.0,21.0,9
7,Felix Rosenqvist,243.0,17.0,9
8,Graham Rahal,396.0,8.0,9
9,Helio Castroneves,265.0,15.0,9
10,Jack Harvey,240.0,18.0,9
11,James Hinchcliffe,199.0,22.0,9
12,Jimmie Johnson,128.0,24.0,9
13,Josef Newgarden,466.0,3.0,9
14,Marcus Ericsson,403.0,7.0,9
15,Max Chilton,114.0,26.0,9
16,Patricio O'Ward,458.0,4.0,9
17,Pietro Fittipaldi,47.0,28.0,9
18,Rinus VeeKay,344.0,10.0,9
19,Romain Grosjean,215.0,20.0,9
20,Ryan Hunter-Reay,239.0,19.0,9
21,Scott Dixon,567.0,1.0,9
22,Scott McLaughlin,291.0,13.0,9
23,Sebastien Bourdais,253.0,16.0,9
24,Simon Pagenaud,436.0,5.0,9
25,Takuma Sato,321.0,12.0,9
26,Tony Kanaan,91.0,27.0,9
27,Will Power,335.0,11.0,9
0,Alex Palou,497.0,3.0,10
1,Alexander Rossi,336.0,11.0,10
2,Colton Herta,407.0,7.0,10
3,Conor Daly,212.0,19.0,10
4,Dalton Kellett,152.0,23.0,10
5,Ed Carpenter,107.0,25.0,10
6,Ed Jones,222.0,17.0,10
7,Felix Rosenqvist,192.0,22.0,10
8,Graham Rahal,425.0,6.0,10
9,Helio Castroneves,209.0,20.0,10
10,Jack Harvey,230.0,16.0,10
11,James Hinchcliffe,222.0,18.0,10
12,Jimmie Johnson,107.0,26.0,10
13,Josef Newgarden,527.0,2.0,10
14,Marcus Ericsson,368.0,8.0,10
15,Max Chilton,119.0,24.0,10
16,Patricio O'Ward,479.0,4.0,10
17,Pietro Fittipaldi,84.0,28.0,10
18,Rinus VeeKay,365.0,9.0,10
19,Romain Grosjean,209.0,21.0,10
20,Ryan Hunter-Reay,241.0,15.0,10
21,Scott Dixon,540.0,1.0,10
22,Scott McLaughlin,329.0,12.0,10
23,Sebastien Bourdais,321.0,13.0,10
24,Simon Pagenaud,438.0,5.0,10
25,Takuma Sato,360.0,10.0,10
26,Tony Kanaan,90.0,27.0,10
27,Will Power,315.0,14.0,10
0,Alex Palou,534.0,3.0,11
1,Alexander Rossi,293.0,12.0,11
2,Colton Herta,401.0,7.0,11
3,Conor Daly,186.0,21.0,11
4,Dalton Kellett,170.0,23.0,11
5,Ed Carpenter,106.0,27.0,11
6,Ed Jones,181.0,22.0,11
7,Felix Rosenqvist,204.0,20.0,11
8,Graham Rahal,421.0,6.0,11
9,Helio Castroneves,236.0,16.0,11
10,Jack Harvey,240.0,15.0,11
11,James Hinchcliffe,255.0,14.0,11
12,Jimmie Johnson,114.0,25.0,11
13,Josef Newgarden,508.0,4.0,11
14,Marcus Ericsson,361.0,10.0,11
15,Max Chilton,144.0,24.0,11
16,Patricio O'Ward,548.0,2.0,11
17,Pietro Fittipaldi,51.0,28.0,11
18,Rinus VeeKay,369.0,9.0,11
19,Romain Grosjean,228.0,18.0,11
20,Ryan Hunter-Reay,223.0,19.0,11
21,Scott Dixon,590.0,1.0,11
22,Scott McLaughlin,280.0,13.0,11
23,Sebastien Bourdais,229.0,17.0,11
24,Simon Pagenaud,435.0,5.0,11
25,Takuma Sato,370.0,8.0,11
26,Tony Kanaan,107.0,26.0,11
27,Will Power,319.0,11.0,11
0,Alex Palou,557.0,1.0,12
1,Alexander Rossi,350.0,9.0,12
2,Colton Herta,400.0,7.0,12
3,Conor Daly,226.0,17.0,12
4,Dalton Kellett,142.0,24.0,12
5,Ed Carpenter,127.0,25.0,12
6,Ed Jones,192.0,21.0,12
7,Felix Rosenqvist,148.0,22.0,12
8,Graham Rahal,350.0,10.0,12
9,Helio Castroneves,215.0,18.0,12
10,Jack Harvey,271.0,14.0,12
11,James Hinchcliffe,196.0,20.0,12
12,Jimmie Johnson,148.0,23.0,12
13,Josef Newgarden,523.0,2.0,12
14,Marcus Ericsson,437.0,5.0,12
15,Max Chilton,124.0,26.0,12
16,Patricio O'Ward,523.0,3.0,12
17,Pietro Fittipaldi,46.0,28.0,12
18,Rinus VeeKay,397.0,8.0,12
19,Romain Grosjean,255.0,15.0,12
20,Ryan Hunter-Reay,236.0,16.0,12
21,Scott Dixon,482.0,4.0,12
22,Scott McLaughlin,317.0,13.0,12
23,Sebastien Bourdais,211.0,19.0,12
24,Simon Pagenaud,434.0,6.0,12
25,Takuma Sato,343.0,12.0,12
26,Tony Kanaan,103.0,27.0,12
27,Will Power,350.0,11.0,12
0,Alex Palou,496.0,3.0,13
1,Alexander Rossi,365.0,9.0,13
2,Colton Herta,365.0,10.0,13
3,Conor Daly,212.0,21.0,13
4,Dalton Kellett,127.0,26.0,13
5,Ed Carpenter,129.0,25.0,13
6,Ed Jones,216.0,19.0,13
7,Felix Rosenqvist,195.0,22.0,13
8,Graham Rahal,399.0,7.0,13
9,Helio Castroneves,239.0,14.0,13
10,Jack Harvey,231.0,16.0,13
11,James Hinchcliffe,213.0,20.0,13
12,Jimmie Johnson,160.0,23.0,13
13,Josef Newgarden,483.0,4.0,13
14,Marcus Ericsson,407.0,6.0,13
15,Max Chilton,139.0,24.0,13
16,Patricio O'Ward,538.0,2.0,13
17,Pietro Fittipaldi,42.0,28.0,13
18,Rinus VeeKay,339.0,12.0,13
19,Romain Grosjean,228.0,17.0,13
20,Ryan Hunter-Reay,222.0,18.0,13
21,Scott Dixon,558.0,1.0,13
22,Scott McLaughlin,311.0,13.0,13
23,Sebastien Bourdais,238.0,15.0,13
24,Simon Pagenaud,383.0,8.0,13
25,Takuma Sato,359.0,11.0,13
26,Tony Kanaan,99.0,27.0,13
27,Will Power,410.0,5.0,13
0,Alex Palou,523.0,2.0,14
1,Alexander Rossi,318.0,12.0,14
2,Colton Herta,348.0,10.0,14
3,Conor Daly,261.0,15.0,14
4,Dalton Kellett,147.0,24.0,14
5,Ed Carpenter,107.0,25.0,14
6,Ed Jones,204.0,20.0,14
7,Felix Rosenqvist,163.0,23.0,14
8,Graham Rahal,417.0,7.0,14
9,Helio Castroneves,243.0,17.0,14
10,Jack Harvey,220.0,19.0,14
11,James Hinchcliffe,231.0,18.0,14
12,Jimmie Johnson,87.0,27.0,14
13,Josef Newgarden,500.0,3.0,14
14,Marcus Ericsson,444.0,6.0,14
15,Max Chilton,168.0,22.0,14
16,Patricio O'Ward,478.0,4.0,14
17,Pietro Fittipaldi,46.0,28.0,14
18,Rinus VeeKay,391.0,8.0,14
19,Romain Grosjean,199.0,21.0,14
20,Ryan Hunter-Reay,249.0,16.0,14
21,Scott Dixon,532.0,1.0,14
22,Scott McLaughlin,286.0,14.0,14
23,Sebastien Bourdais,321.0,11.0,14
24,Simon Pagenaud,454.0,5.0,14
25,Takuma Sato,358.0,9.0,14
26,Tony Kanaan,105.0,26.0,14
27,Will Power,303.0,13.0,14
0,Alex Palou,523.0,1.0,15
1,Alexander Rossi,371.0,9.0,15
2,Colton Herta,360.0,10.0,15
3,Conor Daly,210.0,19.0,15
4,Dalton Kellett,134.0,23.0,15
5,Ed Carpenter,121.0,25.0,15
6,Ed Jones,215.0,18.0,15
7,Felix Rosenqvist,198.0,22.0,15
8,Graham Rahal,356.0,11.0,15
9,Helio Castroneves,203.0,20.0,15
10,Jack Harvey,265.0,15.0,15
11,James Hinchcliffe,284.0,13.0,15
12,Jimmie Johnson,96.0,27.0,15
13,Josef Newgarden,490.0,3.0,15
14,Marcus Ericsson,414.0,7.0,15
15,Max Chilton,132.0,24.0,15
16,Patricio O'Ward,487.0,4.0,15
17,Pietro Fittipaldi,54.0,28.0,15
18,Rinus VeeKay,418.0,6.0,15
19,Romain Grosjean,201.0,21.0,15
20,Ryan Hunter-Reay,247.0,17.0,15
21,Scott Dixon,508.0,2.0,15
22,Scott McLaughlin,275.0,14.0,15
23,Sebastien Bourdais,255.0,16.0,15
24,Simon Pagenaud,464.0,5.0,15
25,Takuma Sato,344.0,12.0,15
26,Tony Kanaan,105.0,26.0,15
27,Will Power,373.0,8.0,15
0,Alex Palou,467.0,4.0,16
1,Alexander Rossi,324.0,11.0,16
2,Colton Herta,432.0,7.0,16
3,Conor Daly,208.0,21.0,16
4,Dalton Kellett,173.0,23.0,16
5,Ed Carpenter,109.0,26.0,16
6,Ed Jones,209.0,20.0,16
7,Felix Rosenqvist,230.0,17.0,16
8,Graham Rahal,445.0,5.0,16
9,Helio Castroneves,194.0,22.0,16
10,Jack Harvey,261.0,15.0,16
11,James Hinchcliffe,214.0,19.0,16
12,Jimmie Johnson,113.0,25.0,16
13,Josef Newgarden,520.0,1.0,16
14,Marcus Ericsson,428.0,8.0,16
15,Max Chilton,114.0,24.0,16
16,Patricio O'Ward,475.0,3.0,16
17,Pietro Fittipaldi,64.0,28.0,16
18,Rinus VeeKay,377.0,9.0,16
19,Romain Grosjean,225.0,18.0,16
20,Ryan Hunter-Reay,239.0,16.0,16
21,Scott Dixon,492.0,2.0,16
22,Scott McLaughlin,315.0,13.0,16
23,Sebastien Bourdais,290.0,14.0,16
24,Simon Pagenaud,436.0,6.0,16
25,Takuma Sato,334.0,10.0,16
26,Tony Kanaan,92.0,27.0,16
27,Will Power,323.0,12.0,16
0,Alex Palou,547.0,2.0,17
1,Alexander Rossi,373.0,10.0,17
2,Colton Herta,394.0,9.0,17
3,Conor Daly,209.0,20.0,17
4,Dalton Kellett,165.0,22.0,17
5,Ed Carpenter,106.0,25.0,17
6,Ed Jones,174.0,21.0,17
7,Felix Rosenqvist,165.0,23.0,17
8,Graham Rahal,445.0,5.0,17
9,Helio Castroneves,221.0,19.0,17
10,Jack Harvey,231.0,17.0,17
11,James Hinchcliffe,238.0,16.0,17
12,Jimmie Johnson,99.0,26.0,17
13,Josef Newgarden,506.0,3.0,17
14,Marcus Ericsson,412.0,8.0,17
15,Max Chilton,150.0,24.0,17
16,Patricio O'Ward,457.0,4.0,17
17,Pietro Fittipaldi,48.0,28.0,17
18,Rinus VeeKay,423.0,7.0,17
19,Romain Grosjean,248.0,14.0,17
20,Ryan Hunter-Reay,227.0,18.0,17
21,Scott Dixon,560.0,1.0,17
22,Scott McLaughlin,283.0,13.0,17
23,Sebastien Bourdais,242.0,15.0,17
24,Simon Pagenaud,433.0,6.0,17
25,Takuma Sato,334.0,11.0,17
26,Tony Kanaan,91.0,27.0,17
27,Will Power,322.0,12.0,17
0,Alex Palou,482.0,3.0,18
1,Alexander Rossi,358.0,11.0,18
2,Colton Herta,375.0,8.0,18
3,Conor Daly,245.0,17.0,18
4,Dalton Kellett,142.0,23.0,18
5,Ed Carpenter,113.0,25.0,18
6,Ed Jones,165.0,22.0,18
7,Felix Rosenqvist,202.0,21.0,18
8,Graham Rahal,360.0,10.0,18
9,Helio Castroneves,255.0,15.0,18
10,Jack Harvey,260.0,14.0,18
11,James Hinchcliffe,251.0,16.0,18
12,Jimmie Johnson,109.0,26.0,18
13,Josef Newgarden,543.0,2.0,18
14,Marcus Ericsson,408.0,6.0,18
15,Max Chilton,130.0,24.0,18
16,Patricio O'Ward,473.0,4.0,18
17,Pietro Fittipaldi,40.0,28.0,18
18,Rinus VeeKay,362.0,9.0,18
19,Romain Grosjean,218.0,20.0,18
20,Ryan Hunter-Reay,241.0,19.0,18
21,Scott Dixon,552.0,1.0,18
22,Scott McLaughlin,376.0,7.0,18
23,Sebastien Bourdais,243.0,18.0,18
24,Simon Pagenaud,434.0,5.0,18
25,Takuma Sato,328.0,13.0,18
26,Tony Kanaan,98.0,27.0,18
27,Will Power,340.0,12.0,18
0,Alex Palou,508.0,3.0,19
1,Alexander Rossi,337.0,10.0,19
2,Colton Herta,413.0,6.0,19
3,Conor Daly,196.0,21.0,19
4,Dalton Kellett,168.0,23.0,19
5,Ed Carpenter,106.0,26.0,19
6,Ed Jones,175.0,22.0,19
7,Felix Rosenqvist,271.0,16.0,19
8,Graham Rahal,437.0,5.0,19
9,Helio Castroneves,207.0,20.0,19
10,Jack Harvey,236.0,17.0,19
11,James Hinchcliffe,226.0,19.0,19
12,Jimmie Johnson,117.0,25.0,19
13,Josef Newgarden,521.0,2.0,19
14,Marcus Ericsson,396.0,8.0,19
15,Max Chilton,132.0,24.0,19
16,Patricio O'Ward,498.0,4.0,19
17,Pietro Fittipaldi,45.0,28.0,19
18,Rinus VeeKay,349.0,9.0,19
19,Romain Grosjean,234.0,18.0,19
20,Ryan Hunter-Reay,277.0,15.0,19
21,Scott Dixon,549.0,1.0,19
22,Scott McLaughlin,289.0,14.0,19
23,Sebastien Bourdais,304.0,12.0,19
24,Simon Pagenaud,404.0,7.0,19
25,Takuma Sato,298.0,13.0,19
26,Tony Kanaan,97.0,27.0,19
27,Will Power,313.0,11.0,19
0,Alex Palou,495.0,2.0,20
1,Alexander Rossi,383.0,10.0,20
2,Colton Herta,408.0,8.0,20
3,Conor Daly,223.0,18.0,20
4,Dalton Kellett,171.0,22.0,20
5,Ed Carpenter,113.0,26.0,20
6,Ed Jones,201.0,21.0,20
7,Felix Rosenqvist,170.0,23.0,20
8,Graham Rahal,402.0,9.0,20
9,Helio Castroneves,243.0,15.0,20
10,Jack Harvey,234.0,16.0,20
11,James Hinchcliffe,218.0,19.0,20
12,Jimmie Johnson,121.0,25.0,20
13,Josef Newgarden,488.0,4.0,20
14,Marcus Ericsson,423.0,6.0,20
15,Max Chilton,136.0,24.0,20
16,Patricio O'Ward,493.0,3.0,20
17,Pietro Fittipaldi,44.0,28.0,20
18,Rinus VeeKay,435.0,5.0,20
19,Romain Grosjean,210.0,20.0,20
20,Ryan Hunter-Reay,229.0,17.0,20
21,Scott Dixon,517.0,1.0,20
22,Scott McLaughlin,321.0,11.0,20
23,Sebastien Bourdais,295.0,14.0,20
24,Simon Pagenaud,420.0,7.0,20
25,Takuma Sato,305.0,13.0,20
26,Tony Kanaan,95.0,27.0,20
27,Will Power,310.0,12.0,20
0,Alex Palou,522.0,2.0,21
1,Alexander Rossi,336.0,12.0,21
2,Colton Herta,351.0,10.0,21
3,Conor Daly,226.0,18.0,21
4,Dalton Kellett,140.0,23.0,21
5,Ed Carpenter,119.0,25.0,21
6,Ed Jones,201.0,20.0,21
7,Felix Rosenqvist,183.0,21.0,21
8,Graham Rahal,387.0,7.0,21
9,Helio Castroneves,177.0,22.0,21
10,Jack Harvey,228.0,17.0,21
11,James Hinchcliffe,214.0,19.0,21
12,Jimmie Johnson,95.0,27.0,21
13,Josef Newgarden,503.0,4.0,21
14,Marcus Ericsson,412.0,6.0,21
15,Max Chilton,122.0,24.0,21
16,Patricio O'Ward,527.0,1.0,21
17,Pietro Fittipaldi,51.0,28.0,21
18,Rinus VeeKay,374.0,9.0,21
19,Romain Grosjean,263.0,16.0,21
20,Ryan Hunter-Reay,267.0,15.0,21
21,Scott Dixon,520.0,3.0,21
22,Scott McLaughlin,306.0,13.0,21
23,Sebastien Bourdais,296.0,14.0,21
24,Simon Pagenaud,441.0,5.0,21
25,Takuma Sato,386.0,8.0,21
26,Tony Kanaan,107.0,26.0,21
27,Will Power,349.0,11.0,21
0,Alex Palou,561.0,1.0,22
1,Alexander Rossi,343.0,11.0,22
2,Colton Herta,386.0,7.0,22
3,Conor Daly,225.0,18.0,22
4,Dalton Kellett,153.0,23.0,22
5,Ed Carpenter,123.0,25.0,22
6,Ed Jones,182.0,22.0,22
7,Felix Rosenqvist,220.0,19.0,22
8,Graham Rahal,396.0,6.0,22
9,Helio Castroneves,205.0,21.0,22
10,Jack Harvey,274.0,14.0,22
11,James Hinchcliffe,229.0,17.0,22
12,Jimmie Johnson,121.0,26.0,22
13,Josef Newgarden,460.0,4.0,22
14,Marcus Ericsson,363.0,9.0,22
15,Max Chilton,129.0,24.0,22
16,Patricio O'Ward,533.0,3.0,22
17,Pietro Fittipaldi,47.0,28.0,22
18,Rinus VeeKay,371.0,8.0,22
19,Romain Grosjean,208.0,20.0,22
20,Ryan Hunter-Reay,332.0,12.0,22
21,Scott Dixon,537.0,2.0,22
22,Scott McLaughlin,256.0,15.0,22
23,Sebastien Bourdais,230.0,16.0,22
24,Simon Pagenaud,447.0,5.0,22
25,Takuma Sato,357.0,10.0,22
26,Tony Kanaan,90.0,27.0,22
27,Will Power,325.0,13.0,22
0,Alex Palou,505.0,4.0,23
1,Alexander Rossi,295.0,12.0,23
2,Colton Herta,394.0,9.0,23
3,Conor Daly,220.0,18.0,23
4,Dalton Kellett,179.0,22.0,23
5,Ed Carpenter,110.0,26.0,23
6,Ed Jones,188.0,20.0,23
7,Felix Rosenqvist,144.0,23.0,23
8,Graham Rahal,413.0,8.0,23
9,Helio Castroneves,185.0,21.0,23
10,Jack Harvey,259.0,14.0,23
11,James Hinchcliffe,229.0,17.0,23
12,Jimmie Johnson,142.0,24.0,23
13,Josef Newgarden,550.0,1.0,23
14,Marcus Ericsson,465.0,6.0,23
15,Max Chilton,118.0,25.0,23
16,Patricio O'Ward,509.0,3.0,23
17,Pietro Fittipaldi,44.0,28.0,23
18,Rinus VeeKay,425.0,7.0,23
19,Romain Grosjean,209.0,19.0,23
20,Ryan Hunter-Reay,232.0,16.0,23
21,Scott Dixon,526.0,2.0,23
22,Scott McLaughlin,300.0,11.0,23
23,Sebastien Bourdais,249.0,15.0,23
24,Simon Pagenaud,493.0,5.0,23
25,Takuma Sato,338.0,10.0,23
26,Tony Kanaan,99.0,27.0,23
27,Will Power,283.0,13.0,23
0,Alex Palou,526.0,2.0,24
1,Alexander Rossi,354.0,11.0,24
2,Colton Herta,373.0,8.0,24
3,Conor Daly,217.0,20.0,24
4,Dalton Kellett,132.0,25.0,24
5,Ed Carpenter,113.0,26.0,24
6,Ed Jones,180.0,22.0,24
7,Felix Rosenqvist,235.0,18.0,24
8,Graham Rahal,364.0,9.0,24
9,Helio Castroneves,227.0,19.0,24
10,Jack Harvey,267.0,15.0,24
11,James Hinchcliffe,238.0,17.0,24
12,Jimmie Johnson,138.0,24.0,24
13,Josef Newgarden,508.0,3.0,24
14,Marcus Ericsson,395.0,6.0,24
15,Max Chilton,145.0,23.0,24
16,Patricio O'Ward,470.0,4.0,24
17,Pietro Fittipaldi,43.0,28.0,24
18,Rinus VeeKay,387.0,7.0,24
19,Romain Grosjean,205.0,21.0,24
