0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
18,10,10,10,10,10,10,10,10,10,10,10,26,14,23,10,19.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,26.0,26.0,21.0,21.0,21.0,21.0,14.0,14.0,5.0,19.0,19.0,19.0,19.0,19.0,14.0,14.0,14.0,14.0,14.0,14.0,1.0,1.0,27.0,5.0,5.0,19.0,1.0,1.0,1.0,1.0,27.0,39.0,26.0,14.0,26.0,8.0,10.0,10.0,14.0,14.0,14.0,14.0,14.0,14.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
30,26,26,26,26,26,26,26,26,26,26,26,14,19,15,26,14.0,14.0,14.0,14.0,14.0,14.0,14.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,26.0,26.0,26.0,26.0,8.0,8.0,26.0,27.0,27.0,27.0,27.0,14.0,8.0,8.0,8.0,8.0,8.0,8.0,20.0,20.0,1.0,1.0,1.0,1.0,19.0,8.0,8.0,8.0,8.0,26.0,27.0,1.0,14.0,10.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
19,14,14,14,14,14,14,14,14,14,14,14,5,60,30,60,5.0,21.0,21.0,21.0,21.0,21.0,21.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,39.0,4.0,14.0,4.0,14.0,14.0,14.0,8.0,20.0,20.0,20.0,20.0,20.0,20.0,8.0,27.0,20.0,26.0,8.0,8.0,8.0,19.0,19.0,39.0,39.0,20.0,4.0,8.0,8.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
10,19,19,19,19,19,5,5,5,5,5,5,19,39,22,14,21.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,15.0,15.0,19.0,14.0,20.0,20.0,8.0,20.0,39.0,39.0,39.0,6.0,6.0,6.0,26.0,26.0,26.0,20.0,20.0,20.0,20.0,39.0,39.0,20.0,26.0,60.0,1.0,19.0,19.0,20.0,20.0,20.0,20.0,19.0,19.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
5,5,5,5,5,5,19,19,19,19,19,19,60,4,10,5,8.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,39.0,39.0,88.0,21.0,8.0,20.0,8.0,8.0,20.0,39.0,6.0,6.0,6.0,88.0,88.0,88.0,27.0,8.0,8.0,8.0,60.0,60.0,39.0,20.0,20.0,26.0,20.0,1.0,20.0,20.0,20.0,26.0,26.0,26.0,26.0,26.0,26.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,5.0,5.0,5.0,5.0,5.0
60,60,60,60,60,60,60,60,60,60,60,60,39,6,14,21,6.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,4.0,19.0,27.0,8.0,39.0,39.0,39.0,6.0,88.0,88.0,88.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,39.0,39.0,60.0,60.0,26.0,60.0,60.0,27.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,19.0,19.0,19.0,19.0,19.0
21,21,21,21,21,21,21,21,21,21,21,21,88,23,8,4,20.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,39.0,60.0,88.0,21.0,39.0,20.0,39.0,6.0,6.0,6.0,88.0,60.0,60.0,60.0,4.0,4.0,4.0,88.0,88.0,88.0,88.0,88.0,88.0,26.0,26.0,60.0,6.0,6.0,4.0,19.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
14,39,39,39,39,39,39,39,39,39,39,39,4,26,26,8,60.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,39.0,39.0,39.0,60.0,88.0,4.0,19.0,27.0,39.0,6.0,88.0,88.0,88.0,60.0,4.0,4.0,4.0,26.0,26.0,26.0,39.0,39.0,39.0,39.0,26.0,26.0,88.0,88.0,88.0,88.0,88.0,88.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
88,88,88,88,88,88,88,88,88,88,88,88,6,22,5,23,88.0,27.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,88.0,88.0,88.0,88.0,4.0,6.0,60.0,20.0,60.0,60.0,60.0,60.0,60.0,27.0,26.0,26.0,26.0,27.0,39.0,39.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,19.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
39,4,4,4,4,4,4,4,4,4,4,4,23,5,39,20,27.0,39.0,27.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,19.0,6.0,88.0,6.0,88.0,4.0,4.0,4.0,4.0,27.0,27.0,27.0,39.0,27.0,27.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,19.0,19.0,6.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
59,6,6,6,6,6,6,6,6,6,6,6,22,88,21,27,39.0,4.0,4.0,27.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,19.0,20.0,27.0,60.0,88.0,26.0,26.0,26.0,26.0,26.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,
6,23,23,23,23,23,23,23,23,23,23,23,21,21,27,88,4.0,6.0,6.0,6.0,23.0,23.0,23.0,23.0,23.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,27.0,20.0,6.0,59.0,59.0,59.0,59.0,59.0,59.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,
4,59,59,59,59,20,20,20,20,20,20,20,20,27,20,39,23.0,23.0,23.0,23.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,59.0,59.0,59.0,21.0,21.0,23.0,23.0,23.0,23.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,
23,20,20,20,20,59,59,59,59,59,59,27,27,20,88,59,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,27,27,27,27,27,27,27,27,27,27,59,59,59,59,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
