resultID,deleted,marker,rank,diff,gap,overallRank,startPosition,bestLapTime,bestLap,lastLapTime,laps,totalTime,status,onTrack,pitStops,lastPitLap,sincePitLap,flagStatus,no,firstName,lastName,className,equipment,license,team,totalEntrantPoints,totalDriverPoints,comment,oldRank,OverTake_Remain,OverTake_Active,Tire,NTRank,NTLap,NTBestTime,Best_TSF_SPD,Best_S1,Best_I1,Best_L4,Best_L5,Best_L7,Best_L3,Best_S2A,Best_S2,Best_S2B,Best_T2_SPD,Best_S3A,Best_S3,Best_S3B,Best_S3C,Best_S3D,Best_S4,Best_I2,Best_T4_SPD,Best_S5A,Best_S5,Best_S5B,Best_S6,Best_S7A,Best_S7,Best_I3,Best_S7B,Best_T7_SPD,Best_S8,Best_L6,Best_PIC,Best_S9,Best_P1,Best_L2,Best_P2,TSF_SPD,S1,I1,L4,L5,L7,L3,S2A,S2,S2B,T2_SPD,S3A,S3,S3B,S3C,S3D,S4,I2,T4_SPD,S5A,S5,S5B,S6,S7A,S7,I3,S7B,T7_SPD,S8,L6,PIC,S9,P1,L2,P2,EntrantID,TeamID,DriverID,LastSpeed,time_stamp,Passed,Passes,BestSpeed,AverageSpeed,NTBestSpeed,T2,T4,T7,TSF
8,0,1,4,17.8144,2.3158,4,9,1:16.6988,30,1:17.2822,38,52:51.8269,Active,True,1,20,18,Green,15,Graham,Rahal,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,211,211,"",4,113,0,P,0,0,-0.0001,168.628,2.5260,33.7300,77.7662,12.9472,2119.0500,80.0935,4.1393,10.6834,6.5441,165.670,7.3133,20.4519,4.2838,5.3112,3.4962,8.5069,28.9724,172.778,5.5644,11.3608,5.7796,8.8367,4.9794,8.3458,13.9620,3.3480,124.875,1.9258,4.6251,1755.1400,3.6341,9.3955,25.9096,16.5141,168.489,2.6086,34.1261,"","","","",4.2538,10.8552,6.6014,164.876,7.4128,20.6623,4.3052,5.3789,3.5654,8.6576,"",166.161,5.6478,"","","","","","","",,"","","","","","","",11,21,400,109.469,2021-06-13T17:44:41.970566Z,2,2,110.302,101.355,,,,"",
5,0,1,5,30.4011,12.5867,5,6,1:16.7874,29,1:17.9605,38,53:04.4136,Active,True,1,19,19,Green,9,Scott,Dixon,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,267,267,"",5,86,0,P,0,0,-0.0001,166.772,2.6435,33.8079,77.5682,13.5974,2049.2500,79.0506,4.1784,10.6558,6.4407,170.491,7.3017,20.4710,4.2580,5.3622,3.5395,8.3683,28.8168,172.851,5.5349,11.2706,5.7357,8.7656,4.9855,8.3477,14.0265,3.3622,124.647,1.9362,4.2945,2.1327,3.6902,18.5212,26.3429,7.8217,165.758,2.7100,34.5868,"","","","",4.3595,11.0291,6.6696,162.973,7.4598,20.8477,4.3572,5.4191,3.6116,"","",,"","","","","","","","",,"","","","","","","",7,25,326,108.516,2021-06-13T17:44:41.970566Z,1,16,110.174,100.954,,,"","",
15,0,1,6,33.0111,2.6100,6,16,1:17.0989,28,1:17.5543,38,53:07.0236,Active,True,1,20,18,Green,5,Pato,O'Ward,IndyCar,D/C/F,Veteran,Arrow McLaren SP,276,276,"",6,91,0,P,0,0,-0.0001,169.116,2.7012,34.2962,76.2126,12.9419,2121.2500,78.4817,4.1202,10.6570,6.4898,165.740,7.4547,20.8656,4.2803,5.4509,3.6174,8.4851,28.7328,168.929,5.5309,11.3298,5.7222,8.6264,5.0602,8.3743,14.0288,3.3110,126.076,1.9194,81.8224,"",3.5804,18.5156,26.3212,7.8056,162.145,2.7692,34.7796,"","","","",4.2356,10.8404,6.6048,160.460,7.5617,21.1700,4.3689,5.5695,3.6699,"","",,"","","","","","","","",,"","","","","","","",4,24,852,109.085,2021-06-13T17:44:41.970566Z,,6,109.729,100.872,,,"","",
19,0,1,7,40.4891,7.4780,7,20,1:16.6255,25,1:17.8770,38,53:14.5016,Active,True,1,26,12,Green,12,Will,Power,IndyCar,D/C/F,Veteran,Team Penske,167,167,"",7,71,0,P,0,0,-0.0001,167.660,2.5760,33.8292,75.5041,12.4824,2582.4300,79.0915,4.1736,10.6790,6.4555,166.858,7.2218,20.4829,4.2665,5.3837,3.4777,8.5497,28.8067,170.026,5.5651,11.3641,5.7990,8.7225,4.8914,8.2345,13.9384,3.3431,123.205,1.9547,4.1374,2.0111,3.6868,9.4457,26.7230,8.5599,165.960,2.6275,"","","","","",4.2286,10.8276,6.5990,163.040,7.3423,"",4.3916,"","","","",,"","","","","","","","",,"","","","","","","",9,12,461,108.633,2021-06-13T17:44:41.970566Z,1,12,110.407,100.635,,,"","",
11,0,1,8,44.6821,4.1930,8,12,1:17.4525,26,1:17.9032,38,53:18.6946,Active,True,1,19,19,Green,45,Santino,Ferrucci,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,109,109,"",8,92,0,P,0,0,-0.0001,170.242,2.5776,34.5502,77.8336,13.2394,2049.0100,78.4055,4.2768,10.8276,6.4520,169.287,7.3806,20.9812,4.3208,5.5153,3.5807,8.7021,29.0897,168.123,5.5795,11.4753,5.8577,8.8316,4.9732,8.2772,13.7980,3.3040,125.727,1.9132,4.5959,2.2929,3.6013,20.9835,28.7807,7.7972,166.432,2.6946,"","","","","",4.3707,10.9717,6.6010,163.715,7.4446,"","","","","","",,"","","","","","","","",,"","","","","","","",34,21,1064,108.596,2021-06-13T17:44:41.970566Z,7,3,109.228,100.503,,,"","",
16,0,1,9,47.2797,2.5976,9,17,1:17.1414,19,1:18.0901,38,53:21.2922,Active,True,1,16,22,Green,28,Ryan,Hunter-Reay,IndyCar,D/H/F,Veteran,Andretti Autosport,125,125,"",9,75,0,P,3,22,1:17.1414,168.143,2.6401,34.2759,80.1478,12.7645,1812.2100,77.9469,4.1619,10.6135,6.4183,168.925,7.3793,20.8491,4.3258,5.4167,3.5742,8.4909,28.8627,168.858,5.5642,11.3373,5.7731,8.7428,5.0036,8.3272,13.8980,3.3039,126.380,1.9098,4.6158,2.2768,3.6489,19.4463,27.2319,7.7856,164.096,2.6540,"","","","","",4.3258,11.0331,6.7073,161.048,7.6098,"","","","","","",,"","","","","","","","",,"","","","","","","",18,3,442,108.336,2021-06-13T17:44:41.970566Z,7,4,109.669,100.422,109.669,,"","",
9,0,1,10,48.2060,0.9263,10,10,1:17.3896,24,1:18.3469,38,53:22.2185,Active,True,1,19,19,Green,22,Simon,Pagenaud,IndyCar,D/C/F,Veteran,Team Penske,239,239,"",10,61,0,P,0,0,-0.0001,170.384,2.6636,34.2529,76.8481,13.0689,2054.9800,81.4540,4.2024,10.6743,6.4053,171.155,7.3195,20.5992,4.3589,5.3772,3.5318,8.5522,29.0166,173.405,5.5747,11.3598,5.7309,8.8389,5.0492,8.4045,13.9864,3.3553,125.357,1.9193,4.0963,2.0209,3.5751,9.3961,26.2990,16.9029,167.181,2.6990,"","","","","",4.2993,10.8933,6.5940,164.704,"","","","","","","",,"","","","","","","","",,"","","","","","","",15,12,658,107.981,2021-06-13T17:44:41.970566Z,11,3,109.317,100.393,,,"","",
21,0,1,11,48.8142,0.6082,11,22,1:17.1270,32,1:18.2549,38,53:22.8267,Active,True,2,28,10,Green,8,Marcus,Ericsson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,208,208,"",11,87,0,P,0,0,-0.0001,169.046,2.5631,34.0666,75.8731,12.6992,596.9200,79.0800,4.1862,10.7534,6.4382,170.125,7.3654,20.7165,4.2901,5.3797,3.5617,8.4277,28.7250,173.702,5.4509,11.2607,5.7590,8.7700,5.0349,8.4261,14.0530,3.3684,124.898,1.9360,4.3680,2.2349,3.6681,18.9838,26.8525,7.8136,166.230,2.6375,"","","","","",4.2590,10.8895,6.6305,165.151,"","","","","","","",,"","","","","","","","",,"","","","","","","",6,25,1087,108.108,2021-06-13T17:44:41.970566Z,1,17,109.689,100.374,,,"","",
2,0,1,12,54.2670,5.4528,12,3,1:16.9889,19,1:18.9196,38,53:28.2795,Active,True,2,15,23,Green,21,Rinus,VeeKay,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,249,249,"",12,59,0,P,0,0,-0.0001,173.785,2.6164,34.0740,83.3322,12.6124,607.0340,78.1444,4.1839,10.7578,6.5067,168.673,7.2793,20.6748,4.3237,5.4113,3.5783,8.4858,28.9355,170.742,5.5642,11.4015,5.8373,8.7579,4.9810,8.3461,13.9794,3.3651,124.193,1.9254,4.9895,2.3744,3.5444,9.3749,26.7991,17.4242,166.772,2.6861,"","","","","",4.4935,11.1998,6.7063,162.738,"","","","","","","",,"","","","","","","","",,"","","","","","","",14,139,1010,107.198,2021-06-13T17:44:41.970566Z,11,3,109.886,100.203,,,"","",
18,0,1,13,55.6353,1.3683,13,19,1:17.2286,34,1:18.7130,38,53:29.6478,Active,True,2,26,12,Green,30,Takuma,Sato,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,180,180,"",13,82,0,P,0,0,-0.0001,167.592,2.5398,34.1267,76.2804,12.6912,599.1650,78.7216,4.1521,10.6628,6.4495,170.051,7.3740,20.7997,4.2614,5.4422,3.6270,8.5968,29.1541,171.174,5.6056,11.5005,5.8394,8.8827,4.9409,8.2864,13.9282,3.3388,125.288,1.9359,4.1296,2.0116,3.6822,18.9118,26.7411,7.8281,166.230,2.6653,"","","","","",4.3009,"","",,"","","","","","","",,"","","","","","","","",,"","","","","","","",20,21,543,107.479,2021-06-13T17:44:41.970566Z,2,20,109.545,100.161,,"","","",
20,0,1,14,1:00.2679,4.6326,14,21,1:17.4505,26,1:18.9572,38,53:34.2804,Active,True,1,19,19,Green,3,Scott,McLaughlin,IndyCar,D/C/F,Rookie,Team Penske,170,170,"",14,44,0,P,0,0,-0.0001,168.004,2.6523,34.2261,77.8222,13.3106,2045.8100,78.9220,4.2722,10.8633,6.5445,168.565,7.3243,20.6898,4.2970,5.4469,3.5506,8.6626,28.9101,167.984,5.5223,11.3847,5.8244,8.8265,5.0447,8.4560,14.1402,3.4113,123.250,1.9551,4.0170,1.8960,3.6241,9.4108,26.2711,8.9513,166.095,2.6909,"","","","","",4.4834,"","",,"","","","","","","",,"","","","","","","","",,"","","","","","","",2,12,2022,107.147,2021-06-13T17:44:41.970566Z,8,2,109.231,100.016,,"","","",
10,0,1,15,1:02.2459,1.9780,15,11,1:17.8084,25,1:18.6112,38,53:36.2584,Active,True,1,17,21,Green,18,Ed,Jones,IndyCar,D/H/F,Veteran,Dale Coyne Racing with Vasser Sullivan,115,115,"",15,37,0,A,0,0,-0.0001,169.818,2.6289,34.5042,79.4127,12.9811,1900.4800,79.8896,4.2246,10.7585,6.4155,170.344,7.5286,21.0280,4.3090,5.5031,3.6615,8.6179,29.1465,169.352,5.7045,11.5322,5.7903,8.8397,4.9970,8.3152,13.9545,3.3182,125.727,1.9316,4.6670,2.3877,3.5946,9.3944,28.7758,19.3814,166.840,2.6916,"","","","","","","","",,"","","","","","","",,"","","","","","","","",,"","","","","","","",12,129,918,107.618,2021-06-13T17:44:41.970566Z,12,2,108.729,99.955,,"","","",
13,0,1,16,1:02.6563,0.4104,16,14,1:17.9036,26,1:18.5172,38,53:36.6688,Active,True,1,20,18,Green,29,James,Hinchcliffe,IndyCar,D/H/F,Veteran,Andretti Steinbrenner Autosport,101,101,"",16,89,0,P,0,0,-0.0001,167.317,2.7230,34.4677,76.9247,13.0787,2135.3200,78.5334,4.3249,10.8994,6.4189,170.786,7.3848,20.8095,4.2988,5.4265,3.5457,8.5385,29.0556,167.637,5.6710,11.4712,5.7867,8.8227,5.0665,8.4385,14.0880,3.3720,124.035,1.9420,82.5962,"",3.6568,21.9005,29.9253,8.0248,164.162,2.7573,"","","","","","","","",,"","","","","","","",,"","","","","","","","",,"","","","","","","",19,3,480,107.747,2021-06-13T17:44:41.970566Z,7,2,108.596,99.942,,"","","",
7,0,1,17,1:03.3912,0.7349,17,8,1:17.0023,13,1:18.7007,38,53:37.4037,Active,True,2,25,13,Green,20,Conor,Daly,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,162,115,"",17,65,0,P,0,0,-0.0001,170.739,2.5616,34.0458,77.0595,12.6591,1257.0400,78.3142,4.1836,10.7712,6.4849,169.142,7.2609,20.6080,4.3303,5.4383,3.5226,8.5569,28.8713,172.741,5.5453,11.3502,5.8049,8.8316,5.0181,8.3914,14.0551,3.3688,124.579,1.9317,4.5378,2.2881,3.5841,9.3818,26.9255,17.5437,166.772,2.6687,"","","","","","","","",,"","","","","","","",,"","","","","","","","",,"","","","","","","",13,139,580,107.496,2021-06-13T17:44:41.970566Z,5,15,109.867,99.919,,"","","",
6,0,1,18,1:03.9628,0.5716,18,7,1:17.4354,31,1:18.6139,38,53:37.9753,Active,True,1,16,22,Green,27,Alexander,Rossi,IndyCar,D/H/F,Veteran,Andretti Autosport,140,140,"",18,80,0,P,0,0,-0.0001,167.454,2.6542,34.3420,81.0838,12.8812,1823.9600,79.0153,4.2247,10.6632,6.4385,168.028,7.3529,20.7633,4.3051,5.4095,3.5892,8.3472,29.0545,170.957,5.6646,11.4776,5.8130,8.7772,5.0252,8.3895,14.0087,3.3643,125.265,1.9318,4.7264,2.4240,3.6451,32.6728,40.8982,8.2254,166.840,2.7789,"","","","","","","","",,"","","","","","","",,"","","","","","","","",,"","","","","","","",17,3,522,107.615,2021-06-13T17:44:41.970566Z,12,6,109.252,99.901,,"","","",
12,0,0,19,1:07.1266,3.1638,19,13,1:17.5308,24,1:19.2075,38,53:41.1391,Active,True,2,20,18,Green,14,Sebastien,Bourdais,IndyCar,D/C/F,Veteran,AJ Foyt Enterprises,119,119,"",19,90,0,P,0,0,-0.0001,169.466,2.5929,34.3407,76.6259,13.0134,608.1890,78.3865,4.2978,10.8298,6.4490,172.124,7.3292,20.7513,4.2925,5.4747,3.5828,8.3908,29.0405,173.628,5.6598,11.4898,5.8300,8.8523,4.9753,8.3377,13.9623,3.3624,124.715,1.9413,6.7704,3.1788,3.6607,19.5532,27.3926,7.8044,165.758,2.6939,35.4803,"","","","",4.6852,11.3343,6.6491,164.055,7.4530,21.4521,4.5665,5.7172,3.7154,8.6860,29.4848,166.639,5.8283,11.7868,5.9585,9.0120,5.1422,8.5839,14.2424,3.4417,122.541,1.9620,"","",3.6965,"","","",10,2,371,106.808,2021-06-13T17:44:41.970566Z,10,6,109.118,99.803,,,,,
24,0,0,20,1:08.4330,1.3064,20,25,1:17.6158,32,1:18.2382,38,53:42.4455,Active,True,1,20,18,Green,48,Jimmie,Johnson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,120,41,"",20,13,0,P,0,0,-0.0001,170.810,2.5940,34.4376,78.7935,12.9968,2125.4000,80.3652,4.1975,10.7832,6.5246,169.215,7.4934,20.8937,4.2792,5.4093,3.5610,8.5514,28.9974,170.169,5.5807,11.4414,5.8222,8.8048,4.9461,8.3872,14.0901,3.4278,123.205,1.9357,84.4401,"",3.5950,19.6898,27.5059,7.8161,166.230,2.5940,34.6605,"","","","",4.3504,10.9437,6.5933,164.430,7.6726,21.1228,4.3540,5.4368,3.6594,8.7891,29.3791,164.377,5.7417,11.6348,5.8931,8.9552,5.0502,8.5278,14.1986,3.4776,121.884,1.9660,"","",3.7048,"","","",21,25,2031,108.131,2021-06-13T17:44:41.970566Z,7,3,108.998,99.763,,,,,
22,0,0,21,1 LAPS,2.0879,21,23,1:17.2889,35,1:17.7795,37,52:26.2952,Active,True,2,18,19,Green,7,Oliver,Askew,IndyCar,D/C/F,Veteran,Arrow McLaren SP,96,9,"",21,108,0,P,0,0,-0.0001,170.171,2.6572,34.1571,79.5205,12.8650,597.7860,79.5442,4.2478,10.8583,6.5572,167.211,7.3832,20.6040,4.2830,5.3195,3.4979,8.6702,29.0417,167.291,5.5724,11.3633,5.7909,8.9262,4.9705,8.3500,14.0220,3.3712,125.013,1.9451,5.1126,2.6545,3.6540,9.5060,26.9869,7.8586,166.297,2.6572,34.5474,"","","","",4.3146,10.9744,6.6598,161.806,7.5328,20.9158,4.3620,5.4644,3.5566,8.7350,29.1205,163.912,5.6054,11.4593,5.8539,8.9262,5.0609,8.4321,"",3.3712,125.013,1.9451,"","","","","","",5,24,920,108.769,2021-06-13T17:44:41.970566Z,10,3,109.459,99.488,,,,,
4,0,0,22,1 LAPS,4.6654,22,5,1:17.2724,35,1:18.3475,37,52:30.9606,Active,True,3,32,5,Green,51,Romain,Grosjean,IndyCar,D/H/F,Rookie,Dale Coyne Racing w/Rick Ware Racing,131,97,"",22,45,0,P,0,0,-0.0001,170.526,2.5535,34.2751,77.2853,12.5933,610.7710,78.5348,4.2511,10.7945,6.4657,168.745,7.3525,20.7345,4.3145,5.4134,3.6133,8.4456,29.0072,173.183,5.5541,11.3577,5.7984,8.8424,5.0101,8.3372,13.8411,3.3268,126.591,1.9012,4.2344,2.0986,3.6027,9.3447,17.1902,7.8191,166.772,2.5972,34.7987,"","","","",4.4973,11.1836,6.6863,162.738,7.4681,21.0179,4.3617,5.5138,3.6743,8.7106,29.0385,164.644,5.6538,11.4855,5.8317,8.8424,5.1214,"","","",,"","","","","","","",22,129,2047,107.980,2021-06-13T17:44:41.970566Z,9,5,109.483,99.341,,,,"",
17,0,1,23,1 LAPS,34.4883,23,18,1:17.0958,32,1:18.4897,37,53:05.4489,Active,True,3,28,9,Green,60,Jack,Harvey,IndyCar,D/H/F,Veteran,Meyer Shank Racing,142,142,"",23,52,0,P,0,0,-0.0001,171.168,2.6702,34.1821,75.9844,12.6428,102.9640,80.1061,4.1516,10.6433,6.4294,170.786,7.3491,20.7675,4.3175,5.5135,3.5410,8.4040,28.7778,173.294,5.5533,11.3592,5.8059,8.7830,4.9897,8.3540,13.8556,3.3238,127.134,1.8905,4.2598,2.1085,3.5944,9.3566,27.4464,8.1407,167.592,2.7865,34.5911,"","","","",4.2237,10.7687,6.5450,165.186,7.4329,21.0359,4.4179,5.5846,3.6005,"","",,"","","","","","","","",,"","","","","","","",24,148,850,107.785,2021-06-13T17:44:41.970566Z,10,17,109.734,98.266,,,"","",
14,0,1,24,2 LAPS,1 LAPS,24,15,1:17.4953,31,1:20.1104,36,52:35.3014,Active,True,2,26,10,Green,59,Max,Chilton,IndyCar,D/C/F,Veteran,Carlin,57,42,"",24,84,0,P,0,0,-0.0001,167.798,2.6979,34.3648,77.9547,13.4000,623.0390,82.4067,4.2474,10.9007,6.5708,169.759,7.3276,20.7645,4.3826,5.3954,3.5348,8.5159,29.0325,168.893,5.6044,11.4558,5.8289,8.8143,5.0510,8.4728,14.0980,3.3784,123.787,1.9220,4.5407,2.3110,3.6564,19.8775,27.6532,7.7590,156.261,2.7820,34.6923,"","","","",4.3486,11.0101,6.6615,163.445,7.4328,20.9002,4.4046,5.4887,3.5741,8.7112,29.1688,162.598,5.7473,11.5868,5.8395,8.8708,"","","","",,"","","","","","","",23,147,922,105.604,2021-06-13T17:44:41.970566Z,11,15,109.168,96.523,,,,"",
23,0,1,25,9 LAPS,7 LAPS,25,24,1:18.1646,29,1:18.1646,29,53:03.0419,Active,True,1,18,11,Green,4,Dalton,Kellett,IndyCar,D/C/F,Veteran,AJ Foyt Enterprises,79,79,"",25,80,0,P,4,33,1:18.1646,167.592,2.7061,34.6142,80.2783,13.8506,1972.2000,82.3607,4.2564,10.9137,6.5636,166.788,7.3962,20.8268,4.3476,5.4456,3.5756,8.6493,29.2946,167.741,5.6092,11.5300,5.9208,8.9441,5.1223,8.5358,14.1743,3.4135,122.299,1.9493,4.6712,2.3672,3.6892,18.9115,27.0874,8.1759,166.095,2.7244,34.6142,"","","","",4.3433,11.0630,6.7197,162.171,7.4580,20.8268,4.3476,5.4456,3.5756,"","",,"","","","","","","","",,"","","","","","","",3,2,719,108.233,2021-06-13T17:44:41.970566Z,14,1,108.233,77.077,108.233,,"","",
0,0,1,1,0.0000,0.0000,1,1,1:16.4465,27,1:17.2727,39,53:51.2852,Active,True,1,20,19,Green,2,Josef,Newgarden,IndyCar,D/C/F,Veteran,Team Penske,258,258,"",1,137,0,P,1,29,1:16.4465,167.936,2.6208,33.7867,75.9564,13.5679,2111.9600,79.9717,4.1895,10.7650,6.5755,165.255,7.3026,20.3545,4.2401,5.3356,3.4762,8.7118,28.7481,165.720,5.5367,11.2927,5.7336,8.7162,4.9272,8.2589,13.9117,3.3286,124.852,1.9363,4.2769,2.0968,3.6807,9.4187,26.2806,16.8619,166.365,2.6596,34.2911,"","","","",4.2659,10.8908,6.6249,164.021,7.4307,20.7407,4.2984,5.4451,3.5665,8.7644,"",165.449,5.6062,"","","","","","","",,"","","","","","","",1,12,606,109.482,2021-06-13T17:45:42.918220Z,7,2,110.666,102.108,110.666,,,"",
1,0,1,2,7.9544,7.9544,2,2,1:16.5455,25,1:17.2624,39,53:59.2396,Active,True,1,20,19,Green,26,Colton,Herta,IndyCar,D/H/F,Veteran,Andretti Autosport,210,210,"",2,121,0,P,2,35,1:16.7076,166.840,2.5905,33.9547,76.8040,12.5991,2124.9400,78.0674,4.1674,10.7232,6.5413,165.358,7.2386,20.5025,4.2481,5.4095,3.5446,8.5538,28.6607,165.686,5.5143,11.2656,5.7348,8.6671,4.9485,8.2106,13.8258,3.2575,126.779,1.9192,4.9855,2.5446,3.6627,9.6200,27.2586,17.6386,166.230,2.6599,34.4355,"","","","",4.3345,10.9479,6.6134,163.141,7.3754,20.8277,4.3545,5.4562,3.6416,8.6888,"",164.543,"","","","","","","","",,"","","","","","","",16,3,879,109.497,2021-06-13T17:45:42.918220Z,6,1,110.522,101.857,110.289,,,"",
3,0,1,3,15.5720,7.6176,3,4,1:16.4010,27,1:17.3461,39,54:06.8572,Active,True,1,20,19,Green,10,Alex,Palou,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,298,298,"",3,90,0,P,0,0,-0.0001,168.558,2.5748,33.7854,76.7635,13.2334,2123.6600,79.1667,4.1808,10.6631,6.4823,166.018,7.2765,20.4935,4.2727,5.3646,3.5370,8.5889,28.6276,166.844,5.4890,11.2483,5.7293,8.7281,4.9641,8.3382,13.9378,3.3741,125.311,1.9160,4.7166,2.3364,3.6468,9.3393,26.5379,17.1986,166.162,2.6039,34.5077,"","","","",4.3838,11.0497,6.6659,163.242,7.4706,20.8541,4.3255,5.4484,3.6096,"","",,"","","","","","","","",,"","","","","","","",8,25,2018,109.378,2021-06-13T17:45:42.918220Z,5,1,110.732,101.618,,,"","",
8,0,1,4,17.7570,2.1850,4,9,1:16.6988,30,1:17.2153,39,54:09.0422,Active,True,1,20,19,Green,15,Graham,Rahal,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,211,211,"",4,113,0,P,0,0,-0.0001,168.628,2.5260,33.7300,77.7662,12.9472,2119.0500,80.0935,4.1393,10.6834,6.5441,165.670,7.3133,20.4519,4.2838,5.3112,3.4962,8.5069,28.9724,172.778,5.5644,11.3608,5.7796,8.8367,4.9794,8.3458,13.9620,3.3480,124.875,1.9258,4.6251,1755.1400,3.6341,9.3955,25.9096,16.5141,162.920,2.6585,"","","","","",4.2705,10.9291,6.6586,164.089,7.5780,"",4.3428,5.3691,"","","",,"","","","","","","","",,"","","","","","","",11,21,400,109.564,2021-06-13T17:45:42.918220Z,2,2,110.302,101.550,,,"","",
5,0,1,5,31.0693,13.3123,5,6,1:16.7874,29,1:17.9409,39,54:22.3545,Active,True,1,19,20,Green,9,Scott,Dixon,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,267,267,"",5,86,0,P,0,0,-0.0001,166.772,2.6435,33.8079,77.5682,13.5974,2049.2500,79.0506,4.1784,10.6558,6.4407,170.491,7.3017,20.4710,4.2580,5.3622,3.5395,8.3683,28.8168,172.851,5.5349,11.2706,5.7357,8.7656,4.9855,8.3477,14.0265,3.3622,124.647,1.9362,4.2945,2.1327,3.6902,18.5212,26.3429,7.8217,165.825,2.7614,"","","","","",4.3782,11.0831,6.7049,162.171,"","","","","","","",,"","","","","","","","",,"","","","","","","",7,25,326,108.544,2021-06-13T17:45:42.918220Z,1,17,110.174,101.136,,,"","",
15,0,1,6,33.4924,2.4231,6,16,1:17.0989,28,1:17.7540,39,54:24.7776,Active,True,1,20,19,Green,5,Pato,O'Ward,IndyCar,D/C/F,Veteran,Arrow McLaren SP,276,276,"",6,91,0,P,0,0,-0.0001,169.116,2.7012,34.2962,76.2126,12.9419,2121.2500,78.4817,4.1202,10.6570,6.4898,165.740,7.4547,20.8656,4.2803,5.4509,3.6174,8.4851,28.7328,168.929,5.5309,11.3298,5.7222,8.6264,5.0602,8.3743,14.0288,3.3110,126.076,1.9194,81.8224,"",3.5804,18.5156,26.3212,7.8056,163.636,2.7567,"","","","","",4.2581,10.8529,6.5948,164.123,"","","","","","","",,"","","","","","","","",,"","","","","","","",4,24,852,108.805,2021-06-13T17:45:42.918220Z,,6,109.729,101.060,,,"","",
19,0,1,7,40.9965,7.5041,7,20,1:16.6255,25,1:17.7801,39,54:32.2817,Active,True,1,26,13,Green,12,Will,Power,IndyCar,D/C/F,Veteran,Team Penske,167,167,"",7,71,0,P,0,0,-0.0001,167.660,2.5760,33.8292,75.5041,12.4824,2582.4300,79.0915,4.1736,10.6790,6.4555,166.858,7.2218,20.4829,4.2665,5.3837,3.4777,8.5497,28.8067,170.026,5.5651,11.3641,5.7990,8.7225,4.8914,8.2345,13.9384,3.3431,123.205,1.9547,4.1374,2.0111,3.6868,9.4457,26.7230,8.5599,165.023,2.5997,"","","","","",4.3347,"","",,"","","","","","","",,"","","","","","","","",,"","","","","","","",9,12,461,108.768,2021-06-13T17:45:42.918220Z,1,12,110.407,100.829,,"","","",
11,0,1,8,45.2895,4.2930,8,12,1:17.4525,26,1:17.8801,39,54:36.5747,Active,True,1,19,20,Green,45,Santino,Ferrucci,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,109,109,"",8,92,0,P,0,0,-0.0001,170.242,2.5776,34.5502,77.8336,13.2394,2049.0100,78.4055,4.2768,10.8276,6.4520,169.287,7.3806,20.9812,4.3208,5.5153,3.5807,8.7021,29.0897,168.123,5.5795,11.4753,5.8577,8.8316,4.9732,8.2772,13.7980,3.3040,125.727,1.9132,4.5959,2.2929,3.6013,20.9835,28.7807,7.7972,166.636,2.6310,"","","","","","","","",,"","","","","","","",,"","","","","","","","",,"","","","","","","",34,21,1064,108.629,2021-06-13T17:45:42.918220Z,7,3,109.228,100.697,,"","","",
16,0,1,9,48.4657,3.1762,9,17,1:17.1414,19,1:18.4587,39,54:39.7509,Active,True,1,16,23,Green,28,Ryan,Hunter-Reay,IndyCar,D/H/F,Veteran,Andretti Autosport,125,125,"",9,75,0,P,3,22,1:17.1414,168.143,2.6401,34.2759,80.1478,12.7645,1812.2100,77.9469,4.1619,10.6135,6.4183,168.925,7.3793,20.8491,4.3258,5.4167,3.5742,8.4909,28.8627,168.858,5.5642,11.3373,5.7731,8.7428,5.0036,8.3272,13.8980,3.3039,126.380,1.9098,4.6158,2.2768,3.6489,19.4463,27.2319,7.7856,163.833,2.6726,"","","","","","","","",,"","","","","","","",,"","","","","","","","",,"","","","","","","",18,3,442,107.827,2021-06-13T17:45:42.918220Z,7,4,109.669,100.599,109.669,"","","",
